cluster	class	count
2	Cluster specific rare	9
2	Cluster specific rare	2
2	Cluster specific rare	3
2	Cluster specific rare	2
2	Cluster specific rare	1
2	Cluster specific rare	12
2	Cluster specific rare	4
2	Cluster specific rare	8
2	Cluster specific rare	6
2	Cluster specific rare	36
2	Cluster specific rare	3
2	Cluster specific rare	0
2	Cluster specific rare	1
2	Cluster specific rare	5
2	Cluster specific rare	2
2	Cluster specific rare	3
2	Cluster specific rare	0
2	Cluster specific rare	2
2	Cluster specific rare	2
2	Cluster specific rare	10
2	Cluster specific rare	30
2	Cluster specific rare	2
2	Cluster specific rare	1
2	Cluster specific rare	32
2	Cluster specific rare	0
2	Cluster specific rare	6
2	Cluster specific rare	8
2	Cluster specific rare	37
2	Cluster specific rare	4
2	Cluster specific rare	119
2	Cluster specific rare	2
2	Cluster specific rare	6
2	Cluster specific rare	1
2	Cluster specific rare	3
2	Cluster specific rare	1
2	Cluster specific rare	1
2	Cluster specific rare	19
2	Cluster specific rare	2
2	Cluster specific rare	1
2	Cluster specific rare	0
2	Cluster specific rare	38
2	Cluster specific rare	1
2	Cluster specific rare	2
2	Cluster specific rare	3
2	Cluster specific rare	0
2	Cluster specific rare	11
2	Cluster specific rare	2
2	Cluster specific rare	1
2	Cluster specific rare	1
2	Cluster specific rare	38
2	Cluster specific rare	7
2	Cluster specific rare	0
2	Cluster specific rare	46
2	Cluster specific rare	32
2	Cluster specific rare	4
2	Cluster specific rare	27
2	Cluster specific rare	1
2	Cluster specific rare	2
2	Cluster specific rare	4
2	Cluster specific rare	1
2	Cluster specific rare	4
2	Cluster specific rare	6
2	Cluster specific rare	5
2	Cluster specific rare	4
2	Cluster specific rare	36
2	Cluster specific rare	9
2	Cluster specific rare	6
2	Cluster specific rare	1
2	Cluster specific rare	6
2	Cluster specific rare	2
2	Cluster specific rare	13
2	Cluster specific rare	5
2	Cluster specific rare	2
2	Cluster specific rare	0
2	Cluster specific rare	10
2	Cluster specific rare	36
2	Cluster specific rare	0
2	Cluster specific rare	5
2	Cluster specific rare	1
2	Cluster specific rare	2
2	Cluster specific rare	0
2	Cluster specific rare	2
2	Cluster specific rare	0
2	Cluster specific rare	20
2	Cluster specific rare	1
2	Cluster specific rare	37
2	Cluster specific rare	0
2	Cluster specific rare	28
2	Cluster specific rare	0
2	Cluster specific rare	6
2	Cluster specific rare	1
2	Cluster specific rare	11
2	Cluster specific rare	11
2	Cluster specific rare	3
2	Cluster specific rare	4
2	Cluster specific rare	3
2	Cluster specific rare	1
2	Cluster specific rare	9
2	Cluster specific rare	2
2	Cluster specific rare	1
2	Cluster specific rare	0
2	Cluster specific rare	4
2	Cluster specific rare	3
2	Cluster specific rare	3
2	Cluster specific rare	16
2	Cluster specific rare	9
2	Cluster specific rare	4
2	Cluster specific rare	6
2	Cluster specific rare	4
2	Cluster specific rare	4
2	Cluster specific rare	4
2	Cluster specific rare	3
2	Cluster specific rare	33
2	Cluster specific rare	36
2	Cluster specific rare	4
2	Cluster specific rare	5
2	Cluster specific rare	10
2	Cluster specific rare	1
2	Cluster specific rare	4
2	Cluster specific rare	11
2	Cluster specific rare	4
2	Cluster specific rare	4
2	Cluster specific rare	3
2	Cluster specific rare	27
2	Cluster specific rare	2
2	Cluster specific rare	13
2	Cluster specific rare	11
2	Cluster specific rare	3
2	Cluster specific rare	3
2	Cluster specific rare	6
2	Cluster specific rare	6
2	Cluster specific rare	5
2	Cluster specific rare	2
2	Cluster specific rare	6
2	Cluster specific rare	5
2	Cluster specific rare	7
2	Cluster specific rare	3
2	Cluster specific rare	3
2	Cluster specific rare	5
2	Cluster specific rare	2
2	Cluster specific rare	10
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	25
3	Cluster specific rare	17
3	Cluster specific rare	17
3	Cluster specific rare	4
3	Cluster specific rare	4
3	Cluster specific rare	5
3	Cluster specific rare	8
3	Cluster specific rare	5
3	Cluster specific rare	16
3	Cluster specific rare	5
3	Cluster specific rare	47
3	Cluster specific rare	17
3	Cluster specific rare	8
3	Cluster specific rare	2
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	10
3	Cluster specific rare	7
3	Cluster specific rare	16
3	Cluster specific rare	2
3	Cluster specific rare	25
3	Cluster specific rare	11
3	Cluster specific rare	23
3	Cluster specific rare	0
3	Cluster specific rare	0
3	Cluster specific rare	7
3	Cluster specific rare	8
3	Cluster specific rare	8
3	Cluster specific rare	25
3	Cluster specific rare	7
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	26
3	Cluster specific rare	15
3	Cluster specific rare	4
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	9
3	Cluster specific rare	3
3	Cluster specific rare	7
3	Cluster specific rare	5
3	Cluster specific rare	55
3	Cluster specific rare	1
3	Cluster specific rare	5
3	Cluster specific rare	2
3	Cluster specific rare	2
3	Cluster specific rare	2
3	Cluster specific rare	2
3	Cluster specific rare	0
3	Cluster specific rare	4
3	Cluster specific rare	2
3	Cluster specific rare	4
3	Cluster specific rare	5
3	Cluster specific rare	1
3	Cluster specific rare	15
3	Cluster specific rare	2
3	Cluster specific rare	3
3	Cluster specific rare	14
3	Cluster specific rare	15
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	10
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	24
3	Cluster specific rare	0
3	Cluster specific rare	21
3	Cluster specific rare	0
3	Cluster specific rare	5
3	Cluster specific rare	16
3	Cluster specific rare	0
3	Cluster specific rare	6
3	Cluster specific rare	1
3	Cluster specific rare	4
3	Cluster specific rare	10
3	Cluster specific rare	4
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	13
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	0
3	Cluster specific rare	4
3	Cluster specific rare	2
3	Cluster specific rare	5
3	Cluster specific rare	15
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	2
3	Cluster specific rare	12
3	Cluster specific rare	14
3	Cluster specific rare	6
3	Cluster specific rare	1
3	Cluster specific rare	26
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	14
3	Cluster specific rare	16
3	Cluster specific rare	3
3	Cluster specific rare	10
3	Cluster specific rare	1
3	Cluster specific rare	7
3	Cluster specific rare	2
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	26
3	Cluster specific rare	31
3	Cluster specific rare	0
3	Cluster specific rare	5
3	Cluster specific rare	5
3	Cluster specific rare	23
3	Cluster specific rare	1
3	Cluster specific rare	14
3	Cluster specific rare	2
3	Cluster specific rare	3
3	Cluster specific rare	4
3	Cluster specific rare	22
3	Cluster specific rare	5
3	Cluster specific rare	2
3	Cluster specific rare	2
3	Cluster specific rare	3
3	Cluster specific rare	26
3	Cluster specific rare	15
3	Cluster specific rare	8
3	Cluster specific rare	5
3	Cluster specific rare	0
3	Cluster specific rare	1
3	Cluster specific rare	2
3	Cluster specific rare	4
3	Cluster specific rare	2
3	Cluster specific rare	3
3	Cluster specific rare	8
3	Cluster specific rare	2
3	Cluster specific rare	34
3	Cluster specific rare	3
3	Cluster specific rare	3
3	Cluster specific rare	5
3	Cluster specific rare	1
3	Cluster specific rare	0
3	Cluster specific rare	6
3	Cluster specific rare	0
3	Cluster specific rare	10
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	0
3	Cluster specific rare	11
3	Cluster specific rare	0
3	Cluster specific rare	17
3	Cluster specific rare	22
3	Cluster specific rare	16
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	28
3	Cluster specific rare	3
3	Cluster specific rare	24
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	5
3	Cluster specific rare	0
3	Cluster specific rare	1
3	Cluster specific rare	0
3	Cluster specific rare	1
3	Cluster specific rare	4
3	Cluster specific rare	5
3	Cluster specific rare	4
3	Cluster specific rare	14
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	16
3	Cluster specific rare	7
3	Cluster specific rare	4
3	Cluster specific rare	6
3	Cluster specific rare	2
3	Cluster specific rare	12
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	0
3	Cluster specific rare	4
3	Cluster specific rare	3
3	Cluster specific rare	2
3	Cluster specific rare	2
3	Cluster specific rare	2
3	Cluster specific rare	7
3	Cluster specific rare	8
3	Cluster specific rare	1
3	Cluster specific rare	40
3	Cluster specific rare	10
3	Cluster specific rare	26
3	Cluster specific rare	0
3	Cluster specific rare	1
3	Cluster specific rare	0
3	Cluster specific rare	17
3	Cluster specific rare	13
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	2
3	Cluster specific rare	14
3	Cluster specific rare	2
3	Cluster specific rare	15
3	Cluster specific rare	2
3	Cluster specific rare	19
3	Cluster specific rare	4
3	Cluster specific rare	8
3	Cluster specific rare	5
3	Cluster specific rare	7
3	Cluster specific rare	16
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	8
3	Cluster specific rare	0
3	Cluster specific rare	5
3	Cluster specific rare	3
3	Cluster specific rare	24
3	Cluster specific rare	6
3	Cluster specific rare	2
3	Cluster specific rare	3
3	Cluster specific rare	3
3	Cluster specific rare	5
3	Cluster specific rare	18
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	21
3	Cluster specific rare	5
3	Cluster specific rare	35
3	Cluster specific rare	1
3	Cluster specific rare	5
3	Cluster specific rare	11
3	Cluster specific rare	2
3	Cluster specific rare	3
3	Cluster specific rare	0
3	Cluster specific rare	4
3	Cluster specific rare	11
3	Cluster specific rare	5
3	Cluster specific rare	8
3	Cluster specific rare	17
3	Cluster specific rare	5
3	Cluster specific rare	1
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	20
3	Cluster specific rare	46
3	Cluster specific rare	26
3	Cluster specific rare	42
3	Cluster specific rare	27
3	Cluster specific rare	6
3	Cluster specific rare	6
3	Cluster specific rare	7
3	Cluster specific rare	16
3	Cluster specific rare	2
3	Cluster specific rare	7
3	Cluster specific rare	12
3	Cluster specific rare	1
3	Cluster specific rare	20
3	Cluster specific rare	18
3	Cluster specific rare	16
3	Cluster specific rare	15
3	Cluster specific rare	6
3	Cluster specific rare	2
3	Cluster specific rare	2
3	Cluster specific rare	9
3	Cluster specific rare	4
3	Cluster specific rare	9
3	Cluster specific rare	17
3	Cluster specific rare	11
3	Cluster specific rare	9
3	Cluster specific rare	3
3	Cluster specific rare	2
3	Cluster specific rare	4
3	Cluster specific rare	5
3	Cluster specific rare	4
3	Cluster specific rare	2
3	Cluster specific rare	11
3	Cluster specific rare	7
3	Cluster specific rare	27
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	20
3	Cluster specific rare	4
3	Cluster specific rare	8
3	Cluster specific rare	5
3	Cluster specific rare	12
3	Cluster specific rare	9
3	Cluster specific rare	9
3	Cluster specific rare	10
3	Cluster specific rare	39
3	Cluster specific rare	15
3	Cluster specific rare	57
3	Cluster specific rare	12
3	Cluster specific rare	6
3	Cluster specific rare	6
3	Cluster specific rare	15
3	Cluster specific rare	5
3	Cluster specific rare	24
3	Cluster specific rare	3
3	Cluster specific rare	5
3	Cluster specific rare	18
3	Cluster specific rare	9
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	6
3	Cluster specific rare	4
3	Cluster specific rare	18
3	Cluster specific rare	2
3	Cluster specific rare	13
3	Cluster specific rare	6
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	15
3	Cluster specific rare	8
3	Cluster specific rare	7
3	Cluster specific rare	6
3	Cluster specific rare	17
3	Cluster specific rare	15
3	Cluster specific rare	2
3	Cluster specific rare	17
3	Cluster specific rare	16
3	Cluster specific rare	17
3	Cluster specific rare	1
3	Cluster specific rare	15
3	Cluster specific rare	5
3	Cluster specific rare	3
3	Cluster specific rare	8
3	Cluster specific rare	15
3	Cluster specific rare	3
3	Cluster specific rare	5
3	Cluster specific rare	6
3	Cluster specific rare	2
3	Cluster specific rare	5
3	Cluster specific rare	1
3	Cluster specific rare	6
3	Cluster specific rare	3
3	Cluster specific rare	19
3	Cluster specific rare	28
3	Cluster specific rare	7
3	Cluster specific rare	11
3	Cluster specific rare	5
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	5
3	Cluster specific rare	4
3	Cluster specific rare	2
3	Cluster specific rare	3
3	Cluster specific rare	73
3	Cluster specific rare	6
3	Cluster specific rare	15
3	Cluster specific rare	0
3	Cluster specific rare	17
3	Cluster specific rare	14
3	Cluster specific rare	2
3	Cluster specific rare	6
3	Cluster specific rare	11
3	Cluster specific rare	15
3	Cluster specific rare	11
3	Cluster specific rare	3
3	Cluster specific rare	15
3	Cluster specific rare	4
3	Cluster specific rare	3
3	Cluster specific rare	8
3	Cluster specific rare	8
3	Cluster specific rare	2
3	Cluster specific rare	10
3	Cluster specific rare	14
3	Cluster specific rare	8
3	Cluster specific rare	2
3	Cluster specific rare	0
3	Cluster specific rare	62
3	Cluster specific rare	18
3	Cluster specific rare	2
3	Cluster specific rare	5
3	Cluster specific rare	1
3	Cluster specific rare	15
3	Cluster specific rare	15
3	Cluster specific rare	2
3	Cluster specific rare	4
3	Cluster specific rare	11
3	Cluster specific rare	6
3	Cluster specific rare	29
3	Cluster specific rare	17
3	Cluster specific rare	7
3	Cluster specific rare	2
3	Cluster specific rare	8
3	Cluster specific rare	8
3	Cluster specific rare	2
3	Cluster specific rare	10
3	Cluster specific rare	12
3	Cluster specific rare	12
3	Cluster specific rare	1
3	Cluster specific rare	13
3	Cluster specific rare	2
3	Cluster specific rare	13
3	Cluster specific rare	29
3	Cluster specific rare	21
3	Cluster specific rare	11
3	Cluster specific rare	6
3	Cluster specific rare	4
3	Cluster specific rare	16
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	0
3	Cluster specific rare	1
3	Cluster specific rare	6
3	Cluster specific rare	15
3	Cluster specific rare	35
3	Cluster specific rare	26
3	Cluster specific rare	1
3	Cluster specific rare	34
3	Cluster specific rare	15
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	9
3	Cluster specific rare	4
3	Cluster specific rare	14
3	Cluster specific rare	8
3	Cluster specific rare	7
3	Cluster specific rare	17
3	Cluster specific rare	1
3	Cluster specific rare	7
3	Cluster specific rare	1
3	Cluster specific rare	10
3	Cluster specific rare	3
3	Cluster specific rare	2
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	11
3	Cluster specific rare	6
3	Cluster specific rare	7
3	Cluster specific rare	5
3	Cluster specific rare	1
3	Cluster specific rare	8
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	28
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	1
3	Cluster specific rare	22
3	Cluster specific rare	1
3	Cluster specific rare	3
3	Cluster specific rare	1
3	Cluster specific rare	17
3	Cluster specific rare	20
3	Cluster specific rare	12
4	Cluster specific rare	11
4	Cluster specific rare	5
4	Cluster specific rare	4
4	Cluster specific rare	5
4	Cluster specific rare	6
4	Cluster specific rare	6
4	Cluster specific rare	0
4	Cluster specific rare	2
4	Cluster specific rare	1
4	Cluster specific rare	7
4	Cluster specific rare	7
4	Cluster specific rare	0
4	Cluster specific rare	1
4	Cluster specific rare	10
4	Cluster specific rare	4
4	Cluster specific rare	3
4	Cluster specific rare	18
4	Cluster specific rare	0
4	Cluster specific rare	1
4	Cluster specific rare	2
4	Cluster specific rare	10
4	Cluster specific rare	12
4	Cluster specific rare	6
4	Cluster specific rare	6
4	Cluster specific rare	1
4	Cluster specific rare	10
4	Cluster specific rare	29
4	Cluster specific rare	11
4	Cluster specific rare	5
4	Cluster specific rare	2
4	Cluster specific rare	4
4	Cluster specific rare	3
4	Cluster specific rare	0
4	Cluster specific rare	1
4	Cluster specific rare	5
4	Cluster specific rare	0
4	Cluster specific rare	3
4	Cluster specific rare	16
4	Cluster specific rare	2
4	Cluster specific rare	4
4	Cluster specific rare	10
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	0
4	Cluster specific rare	2
4	Cluster specific rare	6
4	Cluster specific rare	3
4	Cluster specific rare	1
4	Cluster specific rare	0
4	Cluster specific rare	3
4	Cluster specific rare	20
4	Cluster specific rare	7
4	Cluster specific rare	15
4	Cluster specific rare	5
4	Cluster specific rare	6
4	Cluster specific rare	2
4	Cluster specific rare	8
4	Cluster specific rare	1
4	Cluster specific rare	5
4	Cluster specific rare	2
4	Cluster specific rare	0
4	Cluster specific rare	19
4	Cluster specific rare	18
4	Cluster specific rare	3
4	Cluster specific rare	12
4	Cluster specific rare	0
4	Cluster specific rare	1
4	Cluster specific rare	0
4	Cluster specific rare	3
4	Cluster specific rare	0
4	Cluster specific rare	8
4	Cluster specific rare	7
4	Cluster specific rare	3
4	Cluster specific rare	9
4	Cluster specific rare	2
4	Cluster specific rare	0
4	Cluster specific rare	7
4	Cluster specific rare	11
4	Cluster specific rare	13
4	Cluster specific rare	6
4	Cluster specific rare	9
4	Cluster specific rare	4
4	Cluster specific rare	8
4	Cluster specific rare	13
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	14
4	Cluster specific rare	3
4	Cluster specific rare	11
4	Cluster specific rare	20
4	Cluster specific rare	14
4	Cluster specific rare	2
4	Cluster specific rare	7
4	Cluster specific rare	7
4	Cluster specific rare	4
4	Cluster specific rare	9
4	Cluster specific rare	6
4	Cluster specific rare	4
4	Cluster specific rare	10
4	Cluster specific rare	4
4	Cluster specific rare	2
4	Cluster specific rare	21
4	Cluster specific rare	0
4	Cluster specific rare	5
4	Cluster specific rare	11
4	Cluster specific rare	0
4	Cluster specific rare	79
4	Cluster specific rare	4
4	Cluster specific rare	79
4	Cluster specific rare	1
4	Cluster specific rare	1
4	Cluster specific rare	2
4	Cluster specific rare	0
4	Cluster specific rare	8
4	Cluster specific rare	7
4	Cluster specific rare	0
4	Cluster specific rare	79
4	Cluster specific rare	5
4	Cluster specific rare	21
4	Cluster specific rare	7
4	Cluster specific rare	2
4	Cluster specific rare	12
4	Cluster specific rare	2
4	Cluster specific rare	0
4	Cluster specific rare	0
4	Cluster specific rare	11
4	Cluster specific rare	2
4	Cluster specific rare	0
4	Cluster specific rare	2
4	Cluster specific rare	7
4	Cluster specific rare	3
4	Cluster specific rare	0
4	Cluster specific rare	6
4	Cluster specific rare	2
4	Cluster specific rare	4
4	Cluster specific rare	7
4	Cluster specific rare	13
4	Cluster specific rare	19
4	Cluster specific rare	4
4	Cluster specific rare	5
4	Cluster specific rare	14
4	Cluster specific rare	4
4	Cluster specific rare	2
4	Cluster specific rare	9
4	Cluster specific rare	24
4	Cluster specific rare	9
4	Cluster specific rare	4
4	Cluster specific rare	1
4	Cluster specific rare	9
4	Cluster specific rare	6
4	Cluster specific rare	7
4	Cluster specific rare	6
4	Cluster specific rare	5
4	Cluster specific rare	0
4	Cluster specific rare	13
4	Cluster specific rare	13
4	Cluster specific rare	2
4	Cluster specific rare	23
4	Cluster specific rare	0
4	Cluster specific rare	0
4	Cluster specific rare	9
4	Cluster specific rare	3
4	Cluster specific rare	11
4	Cluster specific rare	7
4	Cluster specific rare	8
4	Cluster specific rare	0
4	Cluster specific rare	11
4	Cluster specific rare	9
4	Cluster specific rare	5
4	Cluster specific rare	65
4	Cluster specific rare	6
4	Cluster specific rare	5
4	Cluster specific rare	8
4	Cluster specific rare	8
4	Cluster specific rare	6
4	Cluster specific rare	0
4	Cluster specific rare	1
4	Cluster specific rare	0
4	Cluster specific rare	2
4	Cluster specific rare	1
4	Cluster specific rare	11
4	Cluster specific rare	5
4	Cluster specific rare	1
4	Cluster specific rare	1
4	Cluster specific rare	2
4	Cluster specific rare	1
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	1
4	Cluster specific rare	12
4	Cluster specific rare	16
4	Cluster specific rare	17
4	Cluster specific rare	0
4	Cluster specific rare	7
4	Cluster specific rare	0
4	Cluster specific rare	1
4	Cluster specific rare	4
4	Cluster specific rare	0
4	Cluster specific rare	7
4	Cluster specific rare	0
4	Cluster specific rare	3
4	Cluster specific rare	18
4	Cluster specific rare	5
4	Cluster specific rare	6
4	Cluster specific rare	2
4	Cluster specific rare	6
4	Cluster specific rare	7
4	Cluster specific rare	23
4	Cluster specific rare	4
4	Cluster specific rare	6
4	Cluster specific rare	11
4	Cluster specific rare	55
4	Cluster specific rare	9
4	Cluster specific rare	5
4	Cluster specific rare	3
4	Cluster specific rare	8
4	Cluster specific rare	10
4	Cluster specific rare	9
4	Cluster specific rare	13
4	Cluster specific rare	16
4	Cluster specific rare	9
4	Cluster specific rare	0
4	Cluster specific rare	27
4	Cluster specific rare	84
4	Cluster specific rare	13
4	Cluster specific rare	8
4	Cluster specific rare	11
4	Cluster specific rare	10
4	Cluster specific rare	34
4	Cluster specific rare	24
4	Cluster specific rare	11
4	Cluster specific rare	2
4	Cluster specific rare	20
4	Cluster specific rare	14
4	Cluster specific rare	2
4	Cluster specific rare	20
4	Cluster specific rare	3
4	Cluster specific rare	2
4	Cluster specific rare	20
4	Cluster specific rare	3
4	Cluster specific rare	11
4	Cluster specific rare	1
4	Cluster specific rare	7
4	Cluster specific rare	4
4	Cluster specific rare	0
4	Cluster specific rare	8
4	Cluster specific rare	4
4	Cluster specific rare	1
4	Cluster specific rare	6
4	Cluster specific rare	5
4	Cluster specific rare	2
4	Cluster specific rare	2
4	Cluster specific rare	7
4	Cluster specific rare	2
4	Cluster specific rare	13
4	Cluster specific rare	5
4	Cluster specific rare	4
4	Cluster specific rare	7
4	Cluster specific rare	3
4	Cluster specific rare	4
4	Cluster specific rare	9
4	Cluster specific rare	3
4	Cluster specific rare	1
4	Cluster specific rare	8
4	Cluster specific rare	10
4	Cluster specific rare	7
4	Cluster specific rare	15
4	Cluster specific rare	6
4	Cluster specific rare	5
4	Cluster specific rare	3
4	Cluster specific rare	4
4	Cluster specific rare	6
4	Cluster specific rare	2
4	Cluster specific rare	8
4	Cluster specific rare	1
4	Cluster specific rare	1
4	Cluster specific rare	6
4	Cluster specific rare	0
4	Cluster specific rare	13
4	Cluster specific rare	78
4	Cluster specific rare	2
4	Cluster specific rare	6
4	Cluster specific rare	23
4	Cluster specific rare	4
4	Cluster specific rare	7
4	Cluster specific rare	7
4	Cluster specific rare	3
4	Cluster specific rare	2
4	Cluster specific rare	4
4	Cluster specific rare	2
4	Cluster specific rare	2
4	Cluster specific rare	1
4	Cluster specific rare	18
4	Cluster specific rare	8
4	Cluster specific rare	15
4	Cluster specific rare	4
4	Cluster specific rare	6
4	Cluster specific rare	4
4	Cluster specific rare	0
4	Cluster specific rare	2
4	Cluster specific rare	2
4	Cluster specific rare	0
4	Cluster specific rare	2
4	Cluster specific rare	2
4	Cluster specific rare	0
4	Cluster specific rare	7
4	Cluster specific rare	7
4	Cluster specific rare	2
4	Cluster specific rare	0
4	Cluster specific rare	0
4	Cluster specific rare	0
4	Cluster specific rare	0
4	Cluster specific rare	6
4	Cluster specific rare	1
4	Cluster specific rare	8
4	Cluster specific rare	1
4	Cluster specific rare	0
4	Cluster specific rare	0
4	Cluster specific rare	6
4	Cluster specific rare	3
4	Cluster specific rare	8
4	Cluster specific rare	86
4	Cluster specific rare	3
4	Cluster specific rare	8
4	Cluster specific rare	4
4	Cluster specific rare	7
4	Cluster specific rare	2
4	Cluster specific rare	4
4	Cluster specific rare	8
4	Cluster specific rare	4
4	Cluster specific rare	22
4	Cluster specific rare	11
4	Cluster specific rare	4
4	Cluster specific rare	7
4	Cluster specific rare	4
4	Cluster specific rare	1
4	Cluster specific rare	0
4	Cluster specific rare	0
4	Cluster specific rare	7
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	7
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	7
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	6
4	Cluster specific rare	6
4	Cluster specific rare	5
4	Cluster specific rare	5
4	Cluster specific rare	0
4	Cluster specific rare	17
5	Cluster specific rare	7
5	Cluster specific rare	10
5	Cluster specific rare	2
5	Cluster specific rare	22
5	Cluster specific rare	9
5	Cluster specific rare	6
5	Cluster specific rare	4
5	Cluster specific rare	1
5	Cluster specific rare	36
5	Cluster specific rare	15
5	Cluster specific rare	8
5	Cluster specific rare	5
5	Cluster specific rare	4
5	Cluster specific rare	4
5	Cluster specific rare	21
5	Cluster specific rare	10
5	Cluster specific rare	11
5	Cluster specific rare	4
5	Cluster specific rare	7
5	Cluster specific rare	13
5	Cluster specific rare	5
5	Cluster specific rare	0
5	Cluster specific rare	9
5	Cluster specific rare	5
5	Cluster specific rare	9
5	Cluster specific rare	8
5	Cluster specific rare	9
5	Cluster specific rare	8
5	Cluster specific rare	1
5	Cluster specific rare	1
5	Cluster specific rare	3
5	Cluster specific rare	2
5	Cluster specific rare	2
5	Cluster specific rare	5
5	Cluster specific rare	8
5	Cluster specific rare	11
5	Cluster specific rare	5
5	Cluster specific rare	0
5	Cluster specific rare	5
5	Cluster specific rare	20
5	Cluster specific rare	21
5	Cluster specific rare	1
5	Cluster specific rare	11
5	Cluster specific rare	8
5	Cluster specific rare	6
5	Cluster specific rare	5
5	Cluster specific rare	22
5	Cluster specific rare	10
5	Cluster specific rare	6
5	Cluster specific rare	4
5	Cluster specific rare	6
5	Cluster specific rare	3
5	Cluster specific rare	5
5	Cluster specific rare	17
5	Cluster specific rare	3
5	Cluster specific rare	2
5	Cluster specific rare	18
5	Cluster specific rare	25
5	Cluster specific rare	17
5	Cluster specific rare	12
5	Cluster specific rare	16
5	Cluster specific rare	18
5	Cluster specific rare	41
5	Cluster specific rare	14
5	Cluster specific rare	0
5	Cluster specific rare	7
5	Cluster specific rare	5
5	Cluster specific rare	17
5	Cluster specific rare	0
5	Cluster specific rare	2
5	Cluster specific rare	18
5	Cluster specific rare	8
5	Cluster specific rare	7
5	Cluster specific rare	3
5	Cluster specific rare	1
5	Cluster specific rare	1
5	Cluster specific rare	3
5	Cluster specific rare	2
5	Cluster specific rare	17
5	Cluster specific rare	6
5	Cluster specific rare	23
5	Cluster specific rare	2
5	Cluster specific rare	14
5	Cluster specific rare	5
5	Cluster specific rare	4
5	Cluster specific rare	7
5	Cluster specific rare	11
5	Cluster specific rare	3
5	Cluster specific rare	3
5	Cluster specific rare	12
5	Cluster specific rare	7
5	Cluster specific rare	5
5	Cluster specific rare	4
5	Cluster specific rare	9
5	Cluster specific rare	19
5	Cluster specific rare	2
5	Cluster specific rare	5
5	Cluster specific rare	4
5	Cluster specific rare	3
5	Cluster specific rare	6
5	Cluster specific rare	16
5	Cluster specific rare	8
5	Cluster specific rare	6
5	Cluster specific rare	3
5	Cluster specific rare	4
5	Cluster specific rare	9
5	Cluster specific rare	6
5	Cluster specific rare	4
5	Cluster specific rare	3
5	Cluster specific rare	5
