gene	gains	losses
group_3999***	3	0.03
group_2710	7.64	1.33
group_7135	2.85	0.2
group_9969	2.01	0.04
group_3528*****	3	0.03
group_11587*	3	0.11
group_2484*	3	0.12
group_6889	3	0
group_6890*	3	0
group_6956	3	0.02
group_4424	2.01	0.03
group_5772	3	0.01
group_5415	3	0.02
group_5886*	3	0.07
group_3889	2.87	0.23
vsr_2	2.87	0.23
haeIIIM_1	2.87	0.23
group_3680**	2.87	0.23
group_10776	3	0.04
group_8903	2.01	0.03
group_5214	3	0.03
group_9388*	3	0.03
group_2766	3	0.04
group_2761*	3	0.04
group_8278	3	0.09
group_9828	3	0.05
group_8587	3	0.13
group_5255	3	0.07
group_5467**	3	0.07
group_1797	3	0.11
group_2730*	3	0.11
group_6430	3	0.09
group_1610*	3	0.04
group_4520	3	0
group_1876	3	0.1
group_3904***	3	0.09
group_4989	3	0.03
glmM_2	3	0.03
group_3255	3	0.13
group_3258*	3	0.11
group_5536**	3	0.16
group_12871	2.65	0.42
group_6170	3	0.15
pagP_2	3	0.15
group_11034	3	0.15
group_11035*	3	0.15
group_4708***	3	0.05
group_3739	3	0.1
group_12613	3	0.11
group_12177	3	0.13
group_4034****	3	0.1
group_4718**	3	0.1
fdnG_3	3	0.1
fdnH_3	3	0.1
fdnI_2	3	0.1
group_4048**	3	0.1
group_2569	4	0.16
group_2830*	2.65	0.42
group_3352***	3	0.04
group_1640	3	0.04
group_4717	3	0.03
group_10879	4	0.16
group_3230*	3	0.05
group_11156*	3	0.05
group_2049	5.86	0.57
group_9054	3	0.1
group_5022	5.99	0.32
group_1940*	4.99	0.16
group_3076	4.99	0.16
group_5358	3	0.05
group_2397	3	0.08
group_7782	3	0.1
group_3579*	5.98	0.6
group_3148*	5.98	0.6
group_5583	3	0.06
group_3616	3	0.06
group_15660	3	0.11
group_3623**	3	0.15
group_2364**	4.91	0.26
virB_1	2.2	0.09
group_1935	2.2	0.09
group_1445*	2.2	0.09
group_11412	3	0.08
group_4598	3	0.04
group_1611	2.12	0.02
group_3836****	3	0.12
group_10978	2.12	0
group_10976	2.12	0
group_10975	2.12	0
group_10974	2.12	0
group_3597	2.12	0
group_3598*	2.12	0
group_4744	2.12	0
group_10970	2.12	0
group_10968	2.12	0
group_3622	3	0.12
group_5119***	3	0.05
group_2660	3	0.05
group_4287**	5	0.1
group_5169*	3	0.16
group_1463*	3	0.17
group_571	3	0.14
group_3837*	3	0.17
group_4287***	3	0.17
group_4271*	4	0.27
group_2914	4	0.27
group_2419*	4	0.27
group_4282**	3	0.17
group_4281	3	0.17
group_4282***	3	0.17
group_4283*	3	0.17
group_2414	3	0.17
group_4277	3	0.17
group_4287****	3	0.17
group_4290	3	0.17
group_11474	2.12	0.02
group_12179	3	0.09
group_2917*	3	0.06
group_3793*	3	0.07
group_3794*	3	0.07
group_2444**	3	0.04
group_3359**	2.66	0.48
group_4959	3	0.05
group_3991*	3	0.08
group_3904****	3	0.16
group_3958**	2.66	0.49
group_2244*	2.66	0.48
group_7669**	3	0.25
group_8403	2.66	0.48
group_3701*	2	0.12
group_3148**	2.65	0.54
group_4663*	3	0.06
group_5451	3	0.07
group_10660	3	0.06
group_4752	3	0.1
group_4771	3	0.11
group_11018	3	0.06
group_6793**	3	0.13
group_4030	3	0.13
group_12629	3	0.1
putA_2	3	0.07
group_8676	2	0.06
group_8669	3	0.13
group_4947	3	0.13
group_8253	3	0.13
group_4833**	3	0.06
group_3175*	3	0.06
group_3532	3	0.07
group_3407*	3	0.08
group_3956*	3	0.08
group_12076	3	0.06
group_4558	3	0.05
group_5256*	3	0.04
group_3872	3	0.04
group_3879*	4.49	0.72
group_12819	3	0.08
group_4013**	3	0.08
group_3949**	3	0.05
group_4173	3	0.04
group_3518*	3	0
legI	3	0
group_3644	3	0.11
group_3157**	2.86	0.14
group_3319**	3	0.12
pspA_2	4.98	0.32
group_14387	3	0.09
group_7435	3	0.04
group_10202	3	0.11
group_5262	3	0.11
group_8209	3	0.12
group_2241	3	0.08
papA	3	0.07
group_8043	7.65	1.59
rnlA	2.51	0.55
rnlB	2.51	0.55
group_7251	2.51	0.55
group_1869	3	0.16
group_7295	3	0.08
group_7291**	3	0.04
group_7290****	3	0.04
group_7414*	3	0.04
group_11080	3	0.12
group_5829**	3	0.14
group_4069*****	2.01	0.05
group_3680***	4	0.11
group_5471**	3	0.1
group_9625**	3	0.07
group_11321	3	0.04
group_11323	3	0.04
group_8435*	3	0.08
group_4016*	3	0.16
group_9712	3	0.08
group_9717	3	0.08
group_9394**	3	0.07
group_8417	3	0.05
group_8975	3	0.04
group_4735*	2.01	0.04
group_3058**	3	0.06
group_10483**	3	0.06
group_2877**	4.88	0.65
group_3519*	2.01	0.08
group_10721	3	0.11
group_5400*	3	0.11
group_4124*	2.01	0.03
group_2647	2.06	0.98
group_3220*	2.99	0.17
group_3221*	3	0.06
group_3571**	2.01	0.03
group_7193	2.01	0.03
group_2597	2.01	0.03
group_4543**	3	0.06
group_8577*	2.51	0.55
nicB	2.65	0.43
group_11548	3	0.14
prpD_2	3	0.14
pcaB	3	0.14
metC_2	3	0.14
dcuD_3	3	0.14
fumC_2	3	0.14
group_11555	3	0.14
group_7690	3	0.14
group_7616	3	0.14
group_10400*	3	0.14
group_3509	3	0.11
group_3508**	3	0.11
group_3510**	3	0.11
group_2703***	1.01	0.03
group_4183	2.01	0.03
group_8063	3	0.06
group_8064*	3	0.06
traD_2*	2.01	0.05
group_4187*	2.01	0.03
group_8075	2.01	0.03
group_5928*	3	0.06
group_5927	3	0.06
group_4015*	2.01	0.03
group_4033**	3	0.11
group_10684**	3	0.08
group_4963	2.1	0.1
group_10152	3	0.12
group_10216*	4.49	0.81
group_7709*	3	0.12
group_3248	2.01	0.1
group_8042*	3	0.07
group_6648	3	0.08
group_8082	2.51	0.55
group_4271**	4	0.15
group_8153	3	0.16
group_6468	3	0.04
ggt_2	3	0.03
group_6224****	5	0.3
group_1586*	2.51	0.55
group_10763	5.6	0.82
group_13091	3	0.11
group_13092	3	0.11
group_3746	3	0.06
group_11813	3	0.06
group_4434	3	0.06
group_3737*	3	0.06
group_11195	3	0.06
group_8712	3	0.12
group_15252	3	0.11
group_3692*	3	0.11
group_3693*	3	0.11
group_7178	3	0.11
group_13650	3	0.14
group_1689	2.51	0.62
group_3281	3	0.07
group_1	5	0.25
cia_1	2.65	0.45
group_15544	2.65	0.45
group_6967	2.65	0.45
virB5*	3	0.1
group_2432	3	0.1
group_15217	3	0.1
group_4949**	3	0.1
group_6941**	4	0.19
group_2399**	3	0.13
group_5144*	3.14	0.09
group_5599*	4.63	0.56
group_4604	2.62	0.47
group_14626	2.65	0.41
group_15437	3	0.09
group_9879	3	0.17
group_6228	5.48	0.85
group_6424	2.65	0.45
group_8859	6.85	0.73
group_4524	2.65	0.45
group_5960**	2.62	0.47
group_6642*	3	0.1
group_11831	3	0.09
group_11832	3	0.09
group_10010	3	0.09
group_6174*	2.87	0.25
group_13049	3	0.14
group_7159	3	0.1
uvrD_1	5.53	0.99
group_9560	3	0.16
group_5070	3	0.15
group_3863*	3	0.1
group_9945	3	0.14
group_12195	3	0.16
group_5938	3	0.12
group_13510	3	0.12
virB6**	3	0.12
group_1309	3	0.12
group_1311	3	0.12
group_1312	3	0.12
group_10942	2.65	0.43
group_5938*	2.65	0.45
group_5403	3	0.14
group_10269*	3	0.09
group_5501***	3	0.16
group_15494	3	0.12
group_6860*	3	0.16
group_10416**	2	0.03
group_10789*	3	0.19
group_4492*	3	0.1
group_6984	1.05	0.02
group_11942	2.99	0.23
group_5810	2.99	0.23
haeIIIM*	3	0.12
group_9862	3	0.12
group_11717*	3	0.14
group_6721**	3	0.09
group_11808	3	0.09
group_3807	3	0.13
group_2996	3	0.16
group_6748**	3	0.1
group_12506	3	0.15
group_15227	3	0.16
group_4282****	3	0.16
group_15229	3	0.16
group_15231	2.65	0.43
group_14510	2	0.03
group_11363	2.65	0.45
group_14028	3	0.12
group_5985	3	0.12
group_12433	3	0.12
group_2614*	2	0.04
cmlA	2	0.04
group_4183*	3	0.04
group_508	3	0.18
group_8961	3	0.04
group_4799*	2.99	0.17
soj**	3	0.16
group_2739***	3	0.16
group_3405	3	0.16
imm	2.99	0.15
group_3003	2.99	0.15
group_9732	3	0.07
ggt_2*	2.99	0.15
group_2678	2.99	0.15
group_11976	2.99	0.15
group_2702	2.99	0.17
group_9787	2.99	0.15
group_2830**	2.99	0.15
group_1834	2.99	0.17
group_1143	2.99	0.15
group_3737**	3	0.08
group_9763	3	0.07
group_2755**	2.99	0.17
group_11886	3	0.08
group_6139	3	0.12
group_2467	3	0.04
group_5113	3	0.08
group_4014****	3	0.04
group_6289	3	0.08
group_6288	3	0.08
group_8056	3	0.05
asrA	3	0.05
asrB	3	0.05
asrC	3	0.05
group_6519**	3	0.04
group_11023	4	0.13
group_5616	3	0.08
group_4514***	2.87	0.16
group_3481*	3	0.19
group_7100*	3	0.12
group_9388**	3	0.12
group_5067***	3	0.12
group_1352	3	0.03
espF(U)_1	2	0.05
group_1359	3	0.03
group_1358	3	0.03
group_1605*	3	0.03
fliC*	3	0.04
group_1054	3	0.05
group_8997	3	0.05
group_5649**	5.5	0.89
glnS_2	3	0.07
group_8993	3	0.02
group_5282**	3	0.04
manC1_2	2.88	0.15
galE_1	2.88	0.15
group_1924	2.88	0.15
group_1923	2.88	0.15
group_3102*	2.88	0.15
wbnK	2.88	0.15
group_1920	2.88	0.15
group_3105	2.88	0.15
group_6066*	3	0.05
group_4551***	3	0.1
group_5815	3	0.1
group_5823	2.65	0.41
group_4543***	3	0.02
group_1375*	3	0.14
group_2502	3	0.14
group_3726**	3	0.14
group_6481	3	0.07
group_3549	3	0.07
group_3550	3	0.07
group_6460	3	0.07
group_6486	3	0.07
group_6662*	3	0.05
traC_1*	3	0.11
group_5012***	3	0.07
group_4322	3	0.08
group_5312	3	0.03
group_3424	3	0.1
group_9096	3	0.1
group_4772*	3	0.05
group_2378*	3	0.05
group_4762****	3	0.04
group_3392*	3	0.03
group_2256	3	0.04
rop_2	12	11.5
group_1818**	2	0.03
group_2891	0.0600000000000001	2
rusA_3	16	7.5
group_3155**	6	17.5
cdi	6	17.5
cnl	6	17.5
group_2448	5.38	8.35
pdxI	0.21	3.31
group_9048	8	15.5
yhfS	0.0700000000000001	3
group_821	0.01	1
group_7546	0.01	1
pstS1	0.93	5
group_961	8.48	6.6
group_960	3.11	1.05
group_2715	9.5	14
ykgM_2	0.0900000000000001	2.2
prpC	0.39	4.31
casA	4.59	6
spaS_1	3.3	4.96
spaP	2.32	8.21
ygeX	0.15	3
guaD	0.09	2
group_78	1.16	7.36
group_6751	6.59	0.92
group_6752*	6.59	0.92
siaM	0.49	3.95
ydfB	0.01	1.12
hipA	3.04	7.39
lsrK_2	1	0
dcp	3.9	2.48
group_90	0.11	2.97
scrK	5.73	3.67
evgS_2	0.02	1
pdeA	0.03	2.22
group_7516*	14	9.5
tfaE_2*	1.74	8.44
group_4933	5.6	0.76
group_1869*	12	11.5
group_1812	6.91	9.96
group_155	0.01	1
group_1218**	3	0.13
group_682	7.22	14.57
group_5753	10.5	13
recE	7.34	7.3
group_90*	5.07	8.98
group_112	0.23	4.95
group_3534	0.03	2
group_937	5.24	7.49
group_2862**	8.8	13.73
group_3519**	8.3	14.23
group_1789	16.5	7
group_3184	14.5	9
group_10368**	0.27	3.99
group_10491	4	0.25
group_871	0	1
group_2859****	1.89	4.35
group_1835*	10.5	13
group_937*	10.5	13
group_4622	6.65	16.42
yceD_4*	5.37	9.02
group_6912	5.37	9.02
group_3349*	3	0.12
ybaQ	1.23	2.45
group_225	8	15.5
group_4676	10.54	8.62
group_3601	5.98	0.49
group_2068	8.14	9.3
group_6161	0.46	5.97
group_7482*	3	0.13
group_6830*	3	0.13
group_7914	3	0.13
group_6828*	3	0.13
group_7833	2	0.03
fdrA_2	0.0600000000000001	2
allS	0.05	2
group_5589	7.87	14.79
group_7491	6.5	17
group_1816	7.55	1.16
cysE_3	3.82	5.15
group_89	2.12	8.05
group_1544	3.06	7.91
group_534	1.56	7.16
group_6	3.54	8.72
group_3475***	10.75	10.08
group_3476*	10.75	10.08
group_1849***	10.25	10.51
group_1332	11.5	12
group_8389*	11.05	9.59
flhC	0.03	1
group_3836*****	9.61	5.37
recE*	10.36	5.97
gsiA	0.14	1.87
group_2882	14.33	8.73
group_3308***	14.33	8.73
group_3303*	13	10.5
group_1779*	6.36	0.53
group_459	9	14.5
pdeR	0.16	3.31
ycjM_1	3.99	0.21
tsaR_2	0.0700000000000001	3
ssuD	0.02	2
elfD	0.41	3.92
group_1077*	6.84	0.73
sutR	0	1
group_9643	4	0.25
group_2635**	4	0.25
group_2636**	4	0.25
group_4570*	5.51	5.84
group_7484	4	0.15
group_7485**	4	0.15
group_3357	4	0.15
group_2189*	5	0.21
group_1382*	6.5	17
group_4337	7.3	0.57
group_3757	4.94	1.88
group_689	4.41	7.61
group_2245	12.79	8.03
ybgD_2	1.54	1.67
group_4329	5	0.27
group_164	0.6	5.7
group_2337**	9.32	9.78
group_807	7.31	1.23
group_6362*	15.5	8
group_2500	7.87	8.07
group_6325*	7.49	1.36
group_10789**	7.49	1.36
group_6361*	6.58	0.91
group_1478*	6.11	0.86
group_1874*	8.31	7.48
group_1328**	13.5	10
ynjE	0	1
yeaW	0.01	2
group_11330*	10.5	13
yfaL	0.03	2.22
group_10399	7.51	1.64
ytjB	0.03	1
group_10780	0.02	2
group_4095*	7.93	1.07
ddpX	0.04	2
group_286	4.99	0.67
group_4108	9.01	7.28
group_986	10.48	12.07
group_16	3.65	8.56
group_17	0.05	3
group_103	1.22	6.2
group_1927	15.55	7.02
group_2837**	3	0.05
group_1991**	0.0600000000000001	3
algC	0.0900000000000001	4
wcaJ_1	0.0700000000000001	3
algC*	0.0700000000000001	3
group_111	5.94	0.28
group_4612	11.84	10.82
group_1956	7.23	8.38
group_3894	9.08	2.01
iucD_1	1.45	8.67
group_10173	8	15.5
group_109	1.57	6.31
group_394	15.5	8
elfC_3	2.11	5.05
group_4676*	0	1
dgoK1	0.02	1.05
group_34*	6.8	8.9
group_1522	15	8.5
group_2170****	5.22	0.27
group_3834***	5.72	1.3
dgcC	0.02	2
group_1641*	6.82	3.56
group_4613*	2.73	4.89
group_3385******	5.6	16.7
group_6536	5.6	16.7
group_4444	8.78	14.02
group_6386**	0.43	5.26
cmi	14.47	8.21
yojI_2	0	1
group_4977**	8.58	1.42
tfaE_1	6.5	17
group_3194	1.09	8.3
group_3483	10	13.5
group_1583*	10	13.5
group_4950	10	13.5
group_49*	14	9.5
group_8973**	7	16.5
group_24	8.96	7.71
group_111*	16.59	5.55
group_10384	3	0.13
aldA_2	2	0.05
group_2873*	6.98	0.52
group_3474	12.5	11
group_7493	8.27	2.2
group_7492	6.03	16.1
group_2707	9	14.5
group_10795	7	15.75
group_5999	5	0.2
group_1801	4	0.16
socA	4	0.16
group_3862***	11.52	11.69
group_3294*****	4	0.16
group_1805	5	0.22
group_8043*	7.23	1.34
group_3604*	8.5	15
garD_2	7.5	16
garD_1	7.43	13.16
group_6341	2	0.07
group_6342	2	0.07
group_4716*	6.02999999999999	8.17
group_6105*	4.63	0.56
group_3887	9.4	12.55
group_4598*	9.16	2.51
group_9176	8.4	13.55
group_2508	8.9	13.05
group_2506	8.4	13.55
group_2504**	9.4	12.55
group_10295	8.93	13.06
group_2502*	9.4	12.55
group_6461*	8.93	13.06
group_2500*	10	13.5
group_2189**	9.9	12.05
group_2498	10.5	13
group_2497**	7.93	14.06
group_2496	8.41	11.04
group_7256	7.43	14.56
group_5341*	7.9	14.05
group_2486	8.15	13.16
group_2485	8.15	13.16
group_5495*	8.15	13.16
group_2483	8.15	13.16
group_3644*	4.62	0.55
group_6571*	8.15	13.16
group_50	9.15	12.16
group_4086**	6.96	1.22
group_4087*	4.99	0.6
group_1328***	8.5	15
group_695	0.0600000000000001	3.09
group_747	0.05	3.41
group_1005*	0.04	3
group_1412	0.42	5.97
group_73	3.01	9.7
group_57	0.9	2.15
group_6682	7	16.5
group_6354**	2	0.07
group_4947*	6.96	2.66
group_1907	0.0900000000000001	3
group_1480*	11.87	11.09
group_6589*	3.62	0.51
group_4138***	3	0.06
group_6407	8.5	15
group_870*	8.58	12.71
group_8463	8.08	13.21
group_8464	7.58	13.71
group_2188	7.58	13.71
group_2246	5.73	9.36
group_1104**	8.08	13.21
group_1844*	5.77	9.41
group_6422*	5.77	9.41
group_1682	7.5	16
group_6424*	5.77	9.41
group_6425	9	14.5
group_6427	9	14.5
group_1050*	6.5	17
group_6431	9.07	12.23
group_284	9.57	11.73
hin*	8.5	15
group_4618**	8.5	15
group_4812***	8.81	13.78
group_5216*	7.5	16
group_1882	4.95	0.49
group_4611	11.87	10.93
group_5632***	10.39	11.57
group_14127	2	0.07
group_5182*	2	0.07
group_4208*	9.21	10.67
group_6442	5.61	0.67
group_5172	4	0.08
group_374	4	0.16
group_6973	3	0.1
group_5168*	3	0.14
group_5960***	3	0.05
group_7161*	4	0.13
group_2489	5.89	16.91
group_3906****	5.89	16.91
group_2487	8.04	2.58
group_4413*	6.98	0.62
group_2922*	7.35	0.71
group_3012	10	13.5
group_143	6.64	1.04
group_2606*	5.78	9.28
group_230	13.73	7.89
group_3218**	4	0.08
group_2358*	2	0.02
group_1865	3	0.13
group_308	8.5	15
group_5035*	8.5	15
group_2246*	11	12.5
group_1837***	4.63	0.56
group_2364***	17.5	6
ais_2	17.5	6
group_2945*	8	15.5
group_2545	8.46	7.93
group_64	6.81	6.28
group_2303***	11	12.5
group_4213**	11	12.5
group_3393	5.98	0.62
group_1151*	0.01	1
group_12688	6.49	0.98
group_3735***	10.16	9.76
group_3700	4	0.16
group_1043	6.6	14.69
group_2923*	9	14.5
group_3323	10	13.5
group_3626	4.01	0.16
group_2228**	11.5	12
ampC_1	7.57	1.99
group_2079	10.12	13.11
group_6196	2	0.02
group_3620*	2	0.02
group_6198*	2	0.02
group_2007**	4	0.22
group_3379	11.5	12
group_2364****	15	8.5
prkC	7.4	2.33
group_5642**	13	10.5
group_10808	2	0.05
group_2794	9.81	12.78
group_5866	9.31	13.28
group_3961*	8.97	6.01
intA_3	11	12.5
group_6759	6.55	1.32
group_6758	4.59	0.84
group_5657	5.36	9.14
group_1978**	7.17	12.92
group_1979	7.17	12.92
group_4794*	4	0.14
group_1131	11	12.5
group_6533	8.29	2.16
group_6507	8.29	2.16
group_10114	8.68	3.23
group_3692**	2	0.03
group_3122****	9	14.5
group_2244**	11.5	12
group_3739*	11.5	12
group_6158*	7.5	16
group_6870	9	14.5
group_1013	10.5	13
group_1010	11.5	12
group_4053*	11	12.5
group_816	11	12.5
repB_2*	9	14.5
group_7896	11.5	12
rdgC_2**	11.5	12
group_428	11	12.5
group_1001	10.5	13
group_4069******	11	12.5
group_427	9.88	12.15
group_2668*	8.85	8.56
group_817**	9.26	8.31
pphA_2	11.5	12
group_1873	11	12.5
group_1086	11	12.5
group_1087	11	12.5
group_197	11	12.5
group_6105**	11	12.5
group_6364*	11.5	12
group_200	10.38	11.66
group_2303****	7	16.5
group_6350	8.65	7.13
group_1096	11.5	12
group_456	11	12.5
group_457	10.5	13
group_3124**	2	0.04
group_11518	6.88	1.11
group_624	10	13.5
intA_3*	16.31	6.74
group_1651	7.22	0.64
group_3480*	6.42	3.85
group_2103	9.67	9.4
group_5130	5	0.28
group_2209	16.52	6.69
group_2685	6.44	10.27
group_3135	4.99	0.6
group_10120	2	0.05
group_10119	2	0.05
group_6649	2	0.05
group_6650	2	0.05
group_7468**	8.68	12.24
relE_3	5.15	0.14
group_3873**	6.17	0.35
group_3955*	2	0.03
group_7021**	2.19	7.24
group_4648	4.99	0.37
group_4649	4	0.2
group_3869	9.5	14
group_3691	9	14.5
group_1766	0.910000000000001	7.91
group_1767	9.62	7.43
group_1611*	5.71	6.49
group_6972	3	0.1
holE_2	9.58	12.22
group_1102	8.39	13.51
group_1041**	8.46	14.36
group_198	10	13.5
group_2641*	2	0.02
group_4767*	6.34	0.49
group_5006*	4	0.08
group_4336	9.14	10.19
group_5795	2	0.07
group_3359***	7.54	0.92
group_7337	4	0.19
group_2806**	2	0.03
group_1489	12.83	9.25
group_2401****	11.88	10.94
group_4415*	5.34	5.88
group_6143	6.82	3.89
group_5495**	5.68	5.33
group_2070**	5.85	4.05
group_1122*	5.91	8.85000000000001
group_2364*****	7	16.5
group_113	12.29	9.85
group_62	16	7.5
group_5241**	6.5	17
group_7557	2	0.03
group_5699**	11	12.5
group_1202	8.93	12.57
group_6507*	2	0.03
group_6054****	11	12.5
group_7558	2	0.03
group_3006	2	0.03
group_3735****	7	16.5
group_5765***	7.5	16
group_5513	11	12.5
group_4980	8.86	1.78
group_2480	7.38	14.09
group_3959***	5.55	0.86
group_596	10.44	10.57
group_2256*	5.58	0.77
group_2730**	9	14.5
group_2283*	9.09000000000001	2.28
group_10539	8.13	14.4
group_5928**	5	0.27
group_5824	11.73	11.02
group_6414***	4.1	7.76
group_10214	3	0.09
group_2517	3	0.09
kpnIR	3	0.09
group_10217	3	0.09
group_6574*	2	0.07
group_6573*	2	0.07
group_3149	9.5	14
group_6163	10	13.5
hokC_1	5.37	1.12
group_4069*******	8.84	7.16
group_6590	2	0.07
group_6591*	2	0.09
group_2499	7.2	0.66
group_3892*	7.72	1.51
group_2705*	7.15	15.93
group_6028	6.98	0.69
group_4882*	8.74	1.85
group_8290**	7.06	0.83
group_8291	3	0.13
group_2448*	5	18.5
group_4165	6.18	0.85
group_4164**	6.17	0.41
group_4933*	6.18	0.85
group_7148	4.02	2.91
group_7150	1	0
group_6038	10.5	13
group_2273	10.5	13
parM_1	10.5	13
group_2271*	10.5	13
stcE	6.59	0.92
outC	6.59	0.92
pulD	6.59	0.92
epsE_3	6.51	0.56
epsF_3	6.59	0.92
pulG	6.51	0.56
group_6776*	6.59	0.92
group_6775*	6.59	0.92
xcpW_2	6.59	0.92
group_5412**	6.59	0.92
epsL_2	6.59	0.92
epsM_3	6.59	0.92
outO	6.59	0.92
pulS	6.59	0.92
group_6768***	6.59	0.92
group_5416	6.59	0.92
group_6205*	7	16.5
group_6826	9.02	2.64
group_6800*	8.33	2.16
group_4083**	9.46	7.37
group_15515	2	0.07
group_2169*	5.25	0.3
group_15511	2	0.07
group_5776*	2	0.07
group_4194*	8.13	1.31
group_5171*	4	0.08
group_5673***	12	11.5
group_1041***	8.87	1.13
group_6066**	1	0
group_1981	8.13	3.61
group_5421*	2	0.03
group_2773	4.62	0.61
group_3551	12.5	11
group_6685**	2	0.02
group_11988	4.99	0.24
ydhC_2*	5.61	0.69
group_4598**	15.93	6.8
group_6669	5.62	0.65
group_6212*	5.62	0.65
group_6039*	8	15.5
group_6038*	7	16.5
group_1011*	7.8	5.54
group_6679	2	0.03
group_2146*	4.98	0.27
group_2979	2	0.09
group_37	10.5	13
group_5772*	7.1	14.26
group_2913	11.5	12
group_6406	10	13.5
group_5136	2	0.02
group_6097	6.55	9
group_1198*	4	0.24
group_10515*	2	0.07
group_5725	2	0.07
group_1014	7.76	3.81
group_7669***	1	0
group_3794**	7.65	1.44
group_3463	4	0.15
group_2165	7.81	2.49
group_15214	3	0.13
ngoMIVR	8.5	2.92
group_3476**	6.56	5.25
group_5037	4	0.12
rmlC	5	0.16
fdtA	5	0.16
fdtB	5	0.16
group_5041*	4	0.12
group_3148***	4	0.12
group_2008	5	0.16
group_5044	5	0.16
group_4179*	3	0.13
group_1908	5.31	0.49
group_4876	2	0.03
group_113*	8.31	2.45
group_10221*	5	0.17
group_4348	8	15.5
group_3782*	9.44	4.21
group_3842****	9.44	4.21
group_2428*	9.44	4.21
group_2448**	8	15.5
group_2485*	8.5	15
group_6893*	8	15.5
group_2937	8	15.5
group_6891	8.5	15
group_2487*	8.5	15
group_5795*	8	15.5
group_6889*	8	15.5
group_6886***	9.46	2.74
group_6885**	8.71	1.64
group_6884	8	15.5
group_9257	7.48	9.94
group_5802*	8	15.5
group_4554***	9.44	4.21
group_2954*	8	15.5
group_2448***	8	15.5
group_1041****	7.5	16
group_2844**	7.5	16
group_1122**	7.5	16
group_5755*	7.5	16
group_4362*	7.5	16
dnaQ_1*	7	16.5
group_5750**	7.5	16
group_5740****	7.5	16
group_4366	7.5	16
group_3048**	7.5	16
group_2484**	7.5	16
group_6139*	2	0.03
cobT_1	8	15.5
group_6535	9.44	4.21
group_6534****	7.5	16
group_9244	2	0.05
group_9243	2	0.05
group_6530*	7	16.5
group_2691**	6.5	17
group_4373*	7	16.5
group_6916*	8	15.5
group_6915*	9.5	2.66
group_6914	9.5	2.66
group_3555***	7.5	16
group_3511	2	0.03
group_3510***	2	0.03
group_3509*	5	0.16
group_3507	2	0.03
group_4330	2	0.03
group_4336*	6.16	0.36
group_1123	8.5	15
group_6905*	8.5	15
group_6904*	8	15.5
group_6903***	8.5	15
group_6513	9.3	4.33
group_6901	9.44	4.21
group_6900**	8	15.5
group_6512*	8.5	15
group_4359*	2	0.02
group_3192****	7.95	0.7
group_5530	6.5	17
group_6788**	2	0.07
group_5501****	2	0.03
group_3385*******	6.34	0.61
group_3222**	11	12.5
group_4234**	3.99	0.22
group_5563	12.49	9.82
group_3546**	6.5	17
group_3803	6.5	17
group_6226*	5.37	0.99
group_7267**	6	0.2
group_3567**	4.28	1.03
group_3209	2	0.02
group_10271	5	0.17
group_5753*	13.38	9.44
group_3823	8.3	6.83
group_7967*	6	0.33
group_7969	8.2	1.02
group_7970	9.19	1.49
group_7971	5.99	0.45
group_7974	5.99	0.45
group_3516	7.29	1.87
group_7598	7.26	2.99
group_2515*	4	0.26
group_3021	4	0.26
group_3022*	4	0.26
group_6613*	4	0.08
group_6023*	2	0.03
group_4941	2	0.02
group_4943*	2	0.02
group_4947**	2	0.02
group_3882***	10.5	13
group_1730*	13.5	10
group_6014**	6.15	0.64
group_6339*	7.11	0.99
group_4136	2	0.03
group_3477*	13	10.5
group_2862***	5.17	0.3
group_6023**	4.99	0.3
group_6057	5.62	0.66
group_6206*	10.09	9.8
group_6573**	2	0.05
group_6572	2	0.05
group_6571**	2	0.05
group_6570**	2	0.05
group_6131*	3	0.04
group_3218***	2	0.05
group_3129*	5.13	0.25
group_3698	6.2	0.41
group_6974	2	0.05
group_7092	2	0.03
group_6833	1	0
group_2987	7.22	6.99
group_11338	2	0.07
group_7867	3	0.08
group_7868*	3	0.08
group_7869	3	0.08
group_5173*	2	0.07
ltrA*	7.28	2.55
group_2640	5.97	0.84
group_9492*	5	0.32
group_6221*	4	0.21
group_9273	2	0.05
group_7015	6.97	0.79
group_6197	4	0.21
group_5398*	6.28	2.11
group_3319***	2	0.05
group_4009**	2	0.05
group_4008	2	0.05
group_7290*****	8.73	7.79
group_4717*	8.73	7.79
group_4335	8.58	6.06
group_5001**	8.58	6.06
group_2621	8.16	3.62
group_6434	3.23	0.92
group_5046*	2	0.03
group_2245*	3.13	9.25
group_8887*	7.59	1.92
group_4812****	6.5	17
group_4553*	2.72	3.99
group_5881	4.67	4.8
group_10430	2	0.07
group_3825	9.5	14
group_5121*	2	0.02
group_4048***	10.12	13.11
group_4716**	6.5	17
group_1752*	6.67	4.7
traY_2	8.59	6.54
group_6039**	12	11.5
group_5635**	2	0.03
group_7305	2	0.07
group_5632****	2	0.03
group_148	6	17.5
group_4942***	6.99	0.56
group_6580	7.02	0.98
group_6578	7.02	0.98
group_8968*	3	0.09
group_871*	12.98	8.71
group_6764*	2	0.07
group_966	16.5	7
group_1855*	8.23	13.84
group_6985	2	0.05
cdiA2	7.04	0.59
group_3965	5.61	0.69
group_3473*	11.77	11.03
group_3098	5.34	0.3
group_8372*	2	0.05
group_7082*	3	0.06
group_1726	3	0.09
group_1727	4	0.26
