id	name	class	increase	decrease	core_to_inter	core_to_rare	core_to_absent	inter_to_core	inter_to_rare	inter_to_absent	rare_to_core	rare_to_inter	rare_to_absent	absent_to_rare	absent_to_inter	absent_to_core
79	79	Core, intermediate and rare	153.04	133.55	20	10	4	138	215	13	19	70	290	56	1	0
80	80	Core, intermediate and rare	34.09	29.98	0	0	0	43	41	0	0	46	242	14	0	0
81	81	Core, intermediate and rare	90.5500000000002	14.44	1	0	0	215	46	0	4	16	157	7	0	0
82	82	Core, intermediate and rare	17.67	18.2	21	0	0	5	9	0	0	18	8	163	6	0
83	83	Core, intermediate and rare	27.83	32.1400000000001	117	0	0	17	20	0	4	58	105	105	0	0
84	84	Core, intermediate and rare	18.51	2.62	2	0	0	12	1	0	1	7	15	40	0	0
85	85	Core, intermediate and rare	12.05	8.75999999999999	13	0	0	8	5	0	0	9	15	47	0	0
86	86	Core, intermediate and rare	17.7099999999999	23	42	0	0	3	9	0	0	16	9	250	0	0
87	87	Core, intermediate and rare	40.1499999999999	17.8	61	1	0	10	11	0	0	22	6	110	0	0
88	88	Core, intermediate and rare	74.7200000000002	11.56	22	0	0	16	4	0	0	65	1	279	9	0
89	89	Core, intermediate and rare	52.7099999999998	46.9	31	0	0	42	35	0	3	20	191	35	0	0
90	90	Core, intermediate and rare	138.22	45.4199999999999	19	0	0	275	59	0	16	54	165	17	0	0
91	91	Core, intermediate and rare	36.54	38.3400000000001	12	0	0	26	64	0	0	21	130	4	0	0
92	92	Core, intermediate and rare	38.1	26.6000000000001	7	0	0	14	28	0	0	27	21	20	0	0
93	93	Core, intermediate and rare	172.6	195.47	34	0	0	361	130	229	12	33	516	4	0	0
1	22	Core and rare	29.5	6.05999999999999	0	0	2	10	0	7	27	0	40	0	0	0
2	39	Core and rare	34.41	5.96999999999999	0	0	0	9	0	8	31	0	36	0	0	0
3	14	Core and rare	18.24	5.09	0	0	1	5	0	6	17	0	25	0	0	0
4	6	Core and rare	28	2.85	0	0	1	9	0	2	25	0	17	0	0	0
5	5	Core and rare	18.68	3.23	0	0	1	8	0	1	16	0	33	0	0	0
6	48	Core and rare	29.99	5.54	0	0	0	1	0	8	31	0	18	0	0	0
7	15	Core and rare	30.13	3.05	0	0	0	2	0	5	29	0	25	0	0	1
8	26	Core and rare	35.95	2.14	0	0	1	6	0	2	3	0	6	0	0	30
9	32	Core and rare	15.82	3.67999999999999	0	0	0	5	0	6	15	0	39	0	0	0
10	42	Core and rare	35.61	6.47	0	0	3	5	0	6	35	0	19	0	0	0
11	24	Core and rare	23.79	7.39	0	0	2	2	0	9	13	0	32	0	0	10
12	36	Core and rare	35.72	13.4	0	0	8	23	0	9	30	0	44	0	0	0
13	8	Core and rare	43	4.67999999999999	0	0	0	23	0	9	38	0	36	0	0	0
14	34	Core and rare	37.15	3.38	0	0	1	12	0	4	32	0	38	0	0	0
15	9	Core and rare	48.3	4.52999999999999	0	0	1	9	0	7	35	0	35	0	0	10
16	40	Core and rare	22.37	11.12	0	0	1	8	0	17	11	0	18	0	0	9
17	30	Core and rare	26.42	20.66	0	0	4	9	0	25	25	0	77	0	0	0
18	45	Core and rare	47.3299999999999	5.56999999999999	0	0	0	23	0	11	43	0	59	0	0	0
19	12	Core and rare	77.33	3.21	0	0	1	8	0	3	44	0	9	0	0	31
20	28	Core and rare	19.9	5.77999999999999	0	0	0	3	0	8	6	0	47	0	0	13
21	35	Core and rare	15.62	5.92999999999999	0	0	1	6	0	13	15	0	30	0	0	0
22	23	Core and rare	45.04	7.23999999999999	0	0	1	12	0	10	43	0	59	0	0	0
23	10	Core and rare	25.07	13.62	0	0	0	28	0	25	14	0	94	0	0	0
24	16	Core and rare	13.36	12.09	0	0	0	8	0	28	10	0	41	0	0	0
25	1	Core and rare	55.52	4.25	0	0	0	29	0	7	39	0	12	0	0	0
26	46	Core and rare	8.87	7.58	0	0	0	2	0	22	8	0	10	0	0	0
27	37	Core and rare	18.82	2.53	0	0	0	18	0	6	7	0	11	0	0	0
28	7	Core and rare	71.73	6.6	0	0	2	60	0	9	42	0	40	0	0	0
29	19	Core and rare	27.26	10.92	0	0	0	41	0	24	11	0	57	0	0	0
30	51	Core and rare	14.68	17.34	0	0	0	29	0	36	4	0	64	0	0	0
31	17	Core and rare	29.49	8.37999999999999	0	0	0	11	0	15	24	0	30	0	0	0
32	41	Core and rare	23.93	9.81999999999999	0	0	2	11	0	15	19	0	35	0	0	0
33	11	Core and rare	35.3	3.19	0	0	0	25	0	6	12	0	21	0	0	9
34	25	Core and rare	34.26	10.04	0	0	3	22	0	14	21	0	33	0	0	4
35	18	Core and rare	39.18	17.96	0	0	6	15	0	21	19	0	35	0	0	13
36	4	Core and rare	64.01	4.71999999999999	0	0	0	23	0	11	59	0	23	0	0	0
37	29	Core and rare	15.8	10.51	0	0	1	17	0	17	12	0	70	0	0	0
38	3	Core and rare	64.07	3.67	0	0	2	45	0	2	50	0	36	0	0	0
39	13	Core and rare	37.32	11.92	0	0	1	32	0	15	27	0	59	0	0	0
40	27	Core and rare	27.17	9.98	0	0	1	8	0	19	20	0	22	0	0	4
41	47	Core and rare	47.4100000000001	10.02	0	0	2	63	0	17	17	0	44	0	0	0
42	2	Core and rare	63.3200000000001	2.24	0	0	1	67	0	2	30	0	18	0	0	0
43	20	Core and rare	13.87	33.79	0	0	0	3	0	66	12	0	36	0	0	0
44	44	Core and rare	51.28	7.15999999999999	0	0	0	29	0	14	35	0	54	0	0	0
45	33	Core and rare	14.63	4.73	0	0	0	19	0	10	3	0	10	0	0	0
46	38	Core and rare	14.77	7.87	0	0	0	9	0	20	10	0	3	0	0	0
47	31	Core and rare	15.25	10.43	0	0	0	16	0	23	7	0	76	0	0	0
48	48	Core and rare	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	49	Core and rare	0.45	0.890000000000001	0	0	0	0	0	0	0	0	6	0	0	0
50	50	Core and rare	5.55	7.35999999999999	13	0	0	0	12	0	0	6	41	19	0	0
51	51	Core and rare	5.31	10.39	0	0	0	6	16	1	2	1	47	5	0	0
52	52	Core and rare	4.3	1.72	1	0	0	3	1	0	0	0	29	7	0	0
53	53	Core and rare	1.35	1.24	0	0	0	4	1	0	0	2	17	14	0	0
54	54	Core and rare	3.57	2.02	0	0	0	10	1	0	0	0	13	4	0	0
55	55	Core and rare	3.43999999999999	0.18	2	0	0	1	0	0	0	2	0	48	0	0
56	56	Core and rare	1.72	2.08	1	0	0	0	6	0	0	2	1	7	0	0
57	57	Core and rare	29.33	2.42	1	0	1	3	0	1	19	3	9	42	0	7
58	58	Core and rare	0.55	2.27	0	0	0	2	2	0	0	0	14	1	0	0
59	59	Core and rare	0.82	0.12	0	0	0	0	0	0	0	0	1	35	0	0
60	60	Core and rare	11.3	1.67	2	0	0	1	2	0	8	3	37	41	0	0
61	61	Core and rare	0.62	0.18	0	0	0	0	0	0	0	2	9	3	0	0
62	62	Core and rare	0.76	0.23	0	0	0	1	0	0	0	0	7	4	0	0
63	63	Core and rare	0.43	0.05	0	0	0	0	0	0	0	1	1	10	0	0
64	64	Core and rare	3.43	0.14	0	0	0	0	0	0	0	2	2	41	0	0
65	65	Core and rare	1.37	0.34	1	0	0	0	0	0	0	1	1	30	0	0
66	66	Core and rare	15.6	0.52	1	0	0	0	0	0	0	20	6	55	0	0
67	67	Core and rare	5.09999999999999	0.53	0	0	0	0	0	0	0	7	0	65	0	0
68	68	Core and rare	6.05999999999999	2.46	4	0	0	3	0	0	0	5	1	75	0	0
69	69	Core and rare	7.61999999999999	4.48	0	0	0	5	9	0	1	5	10	55	0	0
70	70	Core and rare	14.38	8.26999999999999	0	0	0	6	2	6	6	11	75	33	0	0
71	71	Core and rare	19.33	0.76	0	0	0	6	2	0	15	0	15	36	0	0
72	72	Core and rare	11.97	7.56	0	2	0	7	5	0	1	12	2	33	0	0
73	73	Core and rare	25.84	6.65999999999999	2	0	0	22	2	13	13	18	62	34	0	0
74	74	Core and rare	11.1	2.31	0	0	0	5	3	0	4	4	18	41	0	0
75	75	Core and rare	12.28	12.31	0	0	2	13	3	14	1	12	98	9	0	0
76	76	Core and rare	22.38	4.25	1	0	0	2	15	0	3	43	30	26	0	0
77	77	Core and rare	6.98	3.19	0	0	0	3	4	0	0	3	25	10	0	0
78	78	Core and rare	2.44	2.43	1	0	0	0	5	0	0	6	19	5	0	0
79	79	Core and rare	13.85	16.99	1	4	2	7	20	2	2	9	53	65	0	0
80	80	Core and rare	2.04	3.48999999999999	0	0	0	2	3	0	0	3	81	8	0	0
81	81	Core and rare	3.8	0.78	0	0	0	5	0	0	0	1	16	6	0	0
82	82	Core and rare	2.96	0.900000000000001	0	0	0	0	2	0	0	9	0	9	1	0
83	83	Core and rare	2.02	2.02	2	0	0	2	5	0	0	0	10	26	0	0
84	84	Core and rare	1.07	0.74	5	0	0	0	0	0	0	1	4	7	0	0
85	85	Core and rare	1.86	2.42	1	1	0	0	1	0	0	6	3	6	0	0
86	86	Core and rare	1.16	0.98	1	0	0	0	0	0	0	0	7	29	0	0
87	87	Core and rare	7.12999999999999	3.02	0	0	0	0	3	0	0	1	0	48	1	0
88	88	Core and rare	17.11	0.669999999999999	1	0	0	2	0	0	0	15	2	70	4	0
89	89	Core and rare	27.94	2.59	0	0	0	1	2	0	1	54	29	28	0	0
90	90	Core and rare	28.33	4.02	0	0	0	7	6	0	23	2	25	31	0	0
91	91	Core and rare	5.29	1.81	0	0	0	6	8	0	0	9	22	22	0	0
92	92	Core and rare	2.95	3.65	0	0	0	1	10	0	0	7	21	12	0	0
93	93	Core and rare	18.81	9.88999999999999	1	0	1	5	0	16	12	10	60	12	0	0
1	22	Core and intermediate	70.99	40.68	0	0	20	92	0	47	53	0	74	0	0	0
2	39	Core and intermediate	82.5499999999999	50.2400000000001	0	0	25	96	0	43	56	0	71	0	0	0
3	14	Core and intermediate	34.07	71.14	0	0	57	18	0	19	31	0	31	0	0	0
4	6	Core and intermediate	24.55	27.62	0	0	13	20	0	17	19	0	43	0	0	0
5	5	Core and intermediate	41.05	15.82	0	0	8	27	0	9	36	0	25	0	0	0
6	48	Core and intermediate	16.89	30.66	0	0	8	8	0	28	16	0	45	0	0	0
7	15	Core and intermediate	62.3	56.83	0	0	21	27	0	63	46	0	53	0	0	7
8	26	Core and intermediate	110.57	21.27	0	0	9	60	0	21	20	0	13	0	0	59
9	32	Core and intermediate	30.23	36.2	0	0	22	40	0	23	19	0	88	0	0	0
10	42	Core and intermediate	57.07	21.04	0	0	9	39	0	24	49	0	58	0	0	0
11	24	Core and intermediate	24	22.84	0	0	14	23	0	15	11	0	80	0	0	7
12	36	Core and intermediate	38.89	30.41	0	0	16	44	0	21	29	0	38	0	0	0
13	8	Core and intermediate	23.08	17.6	0	0	11	52	0	13	13	0	54	0	0	0
14	34	Core and intermediate	68.38	32.84	0	0	21	77	0	26	35	0	42	0	0	0
15	9	Core and intermediate	55.35	68.81	0	0	37	32	0	71	37	0	40	0	0	10
16	40	Core and intermediate	65.17	38.65	0	0	9	74	0	71	26	0	48	0	0	13
17	30	Core and intermediate	79.0299999999999	299.74	0	0	226	100	0	165	49	0	117	0	0	0
18	45	Core and intermediate	54.1799999999999	167.89	0	0	89	92	0	173	27	0	139	0	0	0
19	12	Core and intermediate	67.24	12.27	0	0	10	16	0	3	51	0	3	0	0	10
20	28	Core and intermediate	29.75	36.78	0	0	27	3	0	16	2	0	52	0	0	27
21	35	Core and intermediate	11.32	43.8499999999999	0	0	32	14	0	25	8	0	56	0	0	0
22	23	Core and intermediate	103.98	58.87	0	0	28	71	0	44	87	0	118	0	0	0
23	10	Core and intermediate	69.32	67.6600000000001	0	0	21	120	0	88	29	0	139	0	0	0
24	16	Core and intermediate	35.52	14.23	0	0	4	75	0	19	12	0	12	0	0	0
25	1	Core and intermediate	11.56	74.2700000000001	0	0	22	18	0	76	3	0	21	0	0	0
26	46	Core and intermediate	13.5	10.58	0	0	2	13	0	15	9	0	9	0	0	0
27	37	Core and intermediate	8.41	9.48999999999999	0	0	1	16	0	12	1	0	17	0	0	0
28	7	Core and intermediate	33.47	39.1599999999999	0	0	13	77	0	50	8	0	115	0	0	0
29	19	Core and intermediate	25.33	29.73	0	0	4	57	0	56	8	0	95	0	0	0
30	51	Core and intermediate	35.12	28.52	0	0	2	63	0	50	11	0	92	0	0	0
31	17	Core and intermediate	24.46	27.28	0	0	16	29	0	20	13	0	39	0	0	0
32	41	Core and intermediate	27.82	16.64	0	0	3	25	0	24	18	0	34	0	0	0
33	11	Core and intermediate	25.38	22.41	0	0	13	42	0	19	8	0	29	0	0	3
34	25	Core and intermediate	28.49	19.87	0	0	14	24	0	14	9	0	29	0	0	10
35	18	Core and intermediate	22.7	141.08	0	0	128	14	0	24	11	0	27	0	0	5
36	4	Core and intermediate	27.92	19.52	0	0	15	37	0	11	15	0	21	0	0	0
37	29	Core and intermediate	26.43	22.03	0	0	11	27	0	21	17	0	19	0	0	0
38	3	Core and intermediate	23.25	35.8	0	0	26	28	0	17	15	0	27	0	0	0
39	13	Core and intermediate	20.13	24.68	0	0	16	28	0	17	13	0	29	0	0	0
40	27	Core and intermediate	81.77	64.17	0	0	37	25	0	49	55	0	44	0	0	18
41	47	Core and intermediate	29.52	16.01	0	0	5	33	0	27	16	0	57	0	0	0
42	2	Core and intermediate	13.93	28.04	0	0	19	18	0	14	6	0	30	0	0	0
43	20	Core and intermediate	14.99	17.1	0	0	7	15	0	17	9	0	27	0	0	0
44	44	Core and intermediate	53.75	33.9600000000001	0	0	6	110	0	52	15	0	139	0	0	0
45	33	Core and intermediate	14.69	72.95	0	0	14	38	0	79	4	0	14	0	0	0
46	38	Core and intermediate	27.7	42.96	0	0	16	80	0	37	7	0	11	0	0	0
47	31	Core and intermediate	54.8	52.8	0	0	20	92	0	60	28	0	128	0	0	0
48	48	Core and intermediate	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	49	Core and intermediate	4.05	2.89	1	0	0	7	8	0	0	3	29	1	0	0
50	50	Core and intermediate	43.66	31.51	35	0	0	26	27	0	7	71	53	49	0	0
51	51	Core and intermediate	52.2800000000001	42.97	13	5	0	31	73	0	15	24	59	49	0	0
52	52	Core and intermediate	14.15	11.37	16	1	0	18	7	0	0	10	65	18	0	0
53	53	Core and intermediate	32.03	5.97	1	0	0	58	6	0	0	45	49	20	0	0
54	54	Core and intermediate	33.7600000000001	6.49	2	0	0	36	5	1	2	14	19	24	0	0
55	55	Core and intermediate	30.02	11.08	13	0	0	6	5	0	0	17	7	78	1	0
56	56	Core and intermediate	13.22	7.2	8	0	0	21	16	0	2	9	17	6	0	0
57	57	Core and intermediate	56.3700000000001	24.07	21	0	4	60	12	13	26	2	30	46	0	2
58	58	Core and intermediate	9.46	9.51	1	0	0	8	14	0	2	5	25	3	0	0
59	59	Core and intermediate	4.96	4.15	3	0	0	1	0	0	0	4	6	62	1	0
60	60	Core and intermediate	52.95	25.7100000000001	20	0	10	56	9	12	24	3	64	44	0	1
61	61	Core and intermediate	4.43	3.59	3	0	0	10	3	0	0	13	13	7	0	0
62	62	Core and intermediate	5.6	3.46	0	0	0	5	5	0	1	4	9	11	1	0
63	63	Core and intermediate	1.75	12.05	2	0	0	5	27	0	0	0	16	10	0	0
64	64	Core and intermediate	18.75	14.18	6	7	0	2	5	0	0	13	2	56	0	0
65	65	Core and intermediate	4.31	3.87	2	0	0	4	11	0	0	0	8	34	0	0
66	66	Core and intermediate	28.44	6.76	6	2	0	7	3	0	0	31	35	37	0	0
67	67	Core and intermediate	7.06999999999999	5.17	11	0	0	2	0	0	0	7	6	59	1	0
68	68	Core and intermediate	32.53	75.2400000000001	72	8	0	2	9	0	0	41	10	58	0	0
69	69	Core and intermediate	41.9599999999999	25.71	18	5	0	53	29	0	8	17	68	73	0	0
70	70	Core and intermediate	40.29	29.65	2	0	3	59	11	22	19	14	139	20	0	0
71	71	Core and intermediate	18.07	2.57	0	0	0	16	0	4	10	0	16	16	0	0
72	72	Core and intermediate	47.81	26.8	10	6	0	28	31	0	8	28	29	34	0	0
73	73	Core and intermediate	63.12	43.75	45	0	4	108	9	50	25	8	134	14	0	0
74	74	Core and intermediate	22.47	15.13	22	2	0	39	11	0	1	16	81	45	0	0
75	75	Core and intermediate	71.82	34.26	9	0	5	102	8	42	35	7	130	5	0	0
76	76	Core and intermediate	31.94	27.77	6	0	0	28	35	0	7	20	73	11	0	0
77	77	Core and intermediate	13	9.29	7	0	0	23	6	0	0	8	22	4	0	0
78	78	Core and intermediate	10.79	15.99	14	0	0	16	17	0	0	9	29	10	0	0
79	79	Core and intermediate	55.8	138.71	19	33	47	43	61	29	28	21	120	21	3	2
80	80	Core and intermediate	10.71	6.21999999999999	0	0	0	10	6	0	3	3	87	11	0	0
81	81	Core and intermediate	22.67	5.51999999999999	0	0	0	31	5	3	6	10	66	8	0	0
82	82	Core and intermediate	14.94	2.46	3	0	0	1	4	0	0	17	2	22	1	1
83	83	Core and intermediate	22.17	7.38	8	1	0	16	9	0	16	5	3	29	0	0
84	84	Core and intermediate	5.04	1.3	0	0	0	8	1	0	0	2	13	3	0	0
85	85	Core and intermediate	3.81	0.94	1	0	0	4	0	0	0	3	4	10	0	0
86	86	Core and intermediate	3.63	5.41	4	0	0	1	5	0	0	2	1	14	0	0
87	87	Core and intermediate	10.83	2.39	2	0	0	1	0	0	0	9	2	25	0	0
88	88	Core and intermediate	6.15	4.89	7	2	0	0	4	0	0	3	1	21	1	0
89	89	Core and intermediate	15.62	14.04	4	0	0	22	20	0	5	11	133	27	0	0
90	90	Core and intermediate	25.73	17.11	8	1	0	15	19	3	14	1	52	10	0	0
91	91	Core and intermediate	26.99	11.6	6	0	0	27	11	0	4	17	76	11	0	0
92	92	Core and intermediate	14.34	11.55	6	0	0	10	14	0	0	8	19	15	0	0
93	93	Core and intermediate	42.03	51.77	76	0	13	74	7	35	17	5	133	10	0	0
1	22	Multi-cluster core	36.79	20.88	0	0	11	28	0	21	30	0	33	0	0	0
2	39	Multi-cluster core	32.76	15.85	0	0	5	31	0	18	22	0	41	0	0	0
3	14	Multi-cluster core	15.69	14.11	0	0	10	4	0	4	15	0	29	0	0	0
4	6	Multi-cluster core	25.97	9.39	0	0	6	4	0	4	26	0	18	0	0	0
5	5	Multi-cluster core	11.82	5.09	0	0	3	5	0	3	11	0	15	0	0	0
6	48	Multi-cluster core	14.95	6.22	0	0	2	3	0	5	14	0	12	0	0	0
7	15	Multi-cluster core	29.74	12.64	0	0	9	15	0	7	19	0	43	0	0	5
8	26	Multi-cluster core	37.24	5.99	0	0	2	15	0	9	3	0	11	0	0	25
9	32	Multi-cluster core	35.07	16.15	0	0	12	14	0	11	31	0	25	0	0	0
10	42	Multi-cluster core	25.05	10.13	0	0	6	15	0	10	20	0	36	0	0	0
11	24	Multi-cluster core	24.83	13.72	0	0	8	16	0	12	9	0	13	0	0	11
12	36	Multi-cluster core	28.13	20.06	0	0	14	14	0	14	24	0	15	0	0	0
13	8	Multi-cluster core	17.68	11.61	0	0	5	17	0	11	10	0	29	0	0	0
14	34	Multi-cluster core	30.87	8.92999999999999	0	0	5	8	0	12	29	0	21	0	0	0
15	9	Multi-cluster core	24.28	26.34	0	0	22	9	0	11	12	0	38	0	0	9
16	40	Multi-cluster core	48.61	19	0	0	5	24	0	26	29	0	21	0	0	7
17	30	Multi-cluster core	57.69	99.8699999999999	0	0	78	39	0	42	45	0	77	0	0	0
18	45	Multi-cluster core	48.2499999999999	64.4300000000002	0	0	39	32	0	49	39	0	83	0	0	0
19	12	Multi-cluster core	2.34	12.53	0	0	10	3	0	4	2	0	2	0	0	0
20	28	Multi-cluster core	12.47	8.66	0	0	6	4	0	3	2	0	2	0	0	9
21	35	Multi-cluster core	13.87	9.86	0	0	4	7	0	8	12	0	6	0	0	0
22	23	Multi-cluster core	43.2	34.55	0	0	17	44	0	27	36	0	69	0	0	0
23	10	Multi-cluster core	54.3699999999999	25.8700000000002	0	0	4	57	0	35	37	0	150	0	0	0
24	16	Multi-cluster core	24.82	4.22	0	0	1	21	0	5	16	0	11	0	0	0
25	1	Multi-cluster core	12.83	37.2299999999999	0	0	25	5	0	21	11	0	16	0	0	0
26	46	Multi-cluster core	8.3	5.25	0	0	0	7	0	9	7	0	8	0	0	0
27	37	Multi-cluster core	9.91	4.86	0	0	0	10	0	6	6	0	9	0	0	0
28	7	Multi-cluster core	46.9200000000001	24.06	0	0	7	82	0	30	13	0	77	0	0	0
29	19	Multi-cluster core	26.33	23.98	0	0	2	54	0	47	10	0	50	0	0	0
30	51	Multi-cluster core	48.21	16.86	0	0	0	71	0	30	20	0	40	0	0	0
31	17	Multi-cluster core	38.29	17.16	0	0	5	31	0	17	28	0	43	0	0	0
32	41	Multi-cluster core	40.01	28.88	0	0	11	21	0	27	34	0	37	0	0	0
33	11	Multi-cluster core	27.22	31.08	0	0	16	25	0	24	10	0	17	0	0	8
34	25	Multi-cluster core	18.11	9.34	0	0	4	31	0	10	5	0	25	0	0	2
35	18	Multi-cluster core	29.97	61.2	0	0	54	26	0	15	12	0	18	0	0	10
36	4	Multi-cluster core	31.04	19.12	0	0	9	31	0	17	23	0	34	0	0	0
37	29	Multi-cluster core	31.21	21.29	0	0	9	27	0	21	25	0	32	0	0	0
38	3	Multi-cluster core	37.13	41.19	0	0	24	20	0	28	32	0	30	0	0	0
39	13	Multi-cluster core	33.17	18.23	0	0	10	31	0	17	26	0	36	0	0	0
40	27	Multi-cluster core	81.51	67.07	0	0	41	24	0	41	47	0	37	0	0	26
41	47	Multi-cluster core	39.3300000000001	9.28999999999999	0	0	1	37	0	10	24	0	98	0	0	0
42	2	Multi-cluster core	4.06999999999999	23.22	0	0	16	3	0	12	2	0	38	0	0	0
43	20	Multi-cluster core	20.47	3.62	0	0	2	12	0	3	15	0	25	0	0	0
44	44	Multi-cluster core	67.91	23.02	0	0	6	95	0	30	34	0	70	0	0	0
45	33	Multi-cluster core	9.19	21.46	0	0	5	17	0	24	6	0	13	0	0	0
46	38	Multi-cluster core	16.59	19.86	0	0	6	24	0	17	9	0	10	0	0	0
47	31	Multi-cluster core	49.14	33.17	0	0	7	86	0	42	22	0	93	0	0	0
48	48	Multi-cluster core	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	49	Multi-cluster core	1.36	7.23	2	0	0	1	26	0	0	1	29	0	0	0
50	50	Multi-cluster core	13.73	36.92	22	5	0	6	32	1	4	13	105	73	0	0
51	51	Multi-cluster core	10.55	36.9000000000001	12	1	0	11	52	0	1	4	121	13	0	0
52	52	Multi-cluster core	8.95	7.13999999999999	2	0	0	7	6	0	0	11	52	17	0	0
53	53	Multi-cluster core	11.4	2.51	1	0	0	20	2	0	3	8	23	14	0	0
54	54	Multi-cluster core	12.32	2.57	5	0	0	14	2	0	3	7	28	5	0	0
55	55	Multi-cluster core	9.41999999999999	3.47	4	0	0	2	4	0	0	4	1	45	1	0
56	56	Multi-cluster core	5.96	3.82	0	0	0	11	12	0	0	1	10	13	0	0
57	57	Multi-cluster core	38.21	10.07	5	1	5	16	2	3	13	0	19	40	0	17
58	58	Multi-cluster core	2.61	5.63	0	0	0	3	7	1	0	3	11	4	0	0
59	59	Multi-cluster core	4.77	1.13	1	0	0	0	2	0	0	7	7	44	0	0
60	60	Multi-cluster core	58.11	3.74	5	0	1	17	1	3	35	2	25	25	0	15
61	61	Multi-cluster core	1.07	1.53	0	0	0	0	0	0	0	0	10	5	0	0
62	62	Multi-cluster core	4.51	0.56	0	0	0	0	0	0	2	8	5	4	0	0
63	63	Multi-cluster core	4.47	0.51	1	0	0	1	1	0	2	3	1	2	0	0
64	64	Multi-cluster core	6.26	1.89	0	0	0	2	4	0	0	3	1	45	2	0
65	65	Multi-cluster core	3.88	0.7	2	0	0	0	0	0	0	0	2	13	0	0
66	66	Multi-cluster core	6.53	2.49	1	0	0	4	3	0	2	6	3	25	0	0
67	67	Multi-cluster core	3.43	2.17	2	0	0	1	0	0	0	3	6	34	0	0
68	68	Multi-cluster core	11.81	16.13	12	5	0	3	4	0	0	13	20	78	0	0
69	69	Multi-cluster core	26.5	13.84	7	1	0	7	17	0	1	25	44	49	0	0
70	70	Multi-cluster core	33.02	16.38	1	2	4	50	2	10	17	5	80	11	0	0
71	71	Multi-cluster core	3.67	0.47	0	0	0	8	0	1	1	1	13	1	0	0
72	72	Multi-cluster core	64.88	11.42	7	3	0	34	17	0	35	26	39	99	0	0
73	73	Multi-cluster core	104.29	20.39	8	0	7	62	0	17	83	5	98	26	0	0
74	74	Multi-cluster core	30.27	9.14999999999998	4	0	0	29	9	0	8	26	90	99	0	0
75	75	Multi-cluster core	68.45	23.85	6	0	2	59	2	36	44	1	115	9	0	0
76	76	Multi-cluster core	60.7999999999999	19.01	4	0	0	14	30	0	28	46	63	33	0	0
77	77	Multi-cluster core	18.93	2.42	3	0	0	25	1	0	0	12	28	9	0	0
78	78	Multi-cluster core	28.07	5.06	4	0	0	10	5	0	0	7	28	46	0	0
79	79	Multi-cluster core	125.89	79.9499999999999	11	18	25	52	32	19	51	49	81	65	15	33
80	80	Multi-cluster core	20.47	8.95999999999998	0	0	0	28	15	0	1	2	74	12	0	0
81	81	Multi-cluster core	15.54	7.72	2	0	0	20	2	9	4	4	58	6	0	0
82	82	Multi-cluster core	7.99	5.51	1	1	0	1	2	0	0	11	4	13	0	0
83	83	Multi-cluster core	8.94999999999999	2.94	13	0	0	13	5	0	4	4	10	57	0	0
84	84	Multi-cluster core	4.05	1.07	0	0	0	13	5	0	1	6	4	5	0	0
85	85	Multi-cluster core	4.33	1.03	2	0	0	2	0	0	0	4	5	10	6	0
86	86	Multi-cluster core	10.42	2.85	1	0	0	3	4	0	0	8	3	11	1	0
87	87	Multi-cluster core	9.7	3.28	8	0	0	1	1	0	0	4	8	42	0	0
88	88	Multi-cluster core	8.58999999999999	4.89	15	0	0	3	1	0	0	7	6	49	2	0
89	89	Multi-cluster core	52.62	15.71	2	1	0	38	21	9	31	7	59	63	0	0
90	90	Multi-cluster core	68.2300000000001	15.04	2	0	0	10	22	2	67	0	54	17	0	0
91	91	Multi-cluster core	41.93	5.92999999999999	2	0	0	48	4	0	7	41	88	36	0	0
92	92	Multi-cluster core	19.07	5.14999999999999	5	0	0	12	4	0	0	14	28	49	0	0
93	93	Multi-cluster core	60.73	22.49	14	0	2	65	4	33	44	1	69	14	0	0
1	22	Multi-cluster intermediate	8.37	0.39	0	0	0	4	0	1	8	0	17	0	0	0
2	39	Multi-cluster intermediate	16.33	0.35	0	0	0	4	0	1	16	0	9	0	0	0
3	14	Multi-cluster intermediate	7.77	0.62	0	0	0	0	0	0	8	0	17	0	0	0
4	6	Multi-cluster intermediate	16.38	0.23	0	0	0	0	0	0	17	0	8	0	0	0
5	5	Multi-cluster intermediate	19.93	1.14	0	0	0	1	0	1	20	0	28	0	0	0
6	48	Multi-cluster intermediate	27.86	1.07	0	0	0	1	0	1	28	0	20	0	0	0
7	15	Multi-cluster intermediate	39.43	0.63	0	0	0	2	0	1	33	0	2	0	0	6
8	26	Multi-cluster intermediate	11.9	0.01	0	0	0	2	0	0	1	0	1	0	0	10
9	32	Multi-cluster intermediate	14.2	0.02	0	0	0	1	0	0	14	0	2	0	0	0
10	42	Multi-cluster intermediate	0	0.82	0	0	0	0	0	1	0	0	16	0	0	0
11	24	Multi-cluster intermediate	7.18	0.16	0	0	0	2	0	0	0	0	10	0	0	6
12	36	Multi-cluster intermediate	7	0.94	0	0	0	8	0	1	6	0	31	0	0	0
13	8	Multi-cluster intermediate	31.66	0.6	0	0	0	8	0	1	31	0	6	0	0	0
14	34	Multi-cluster intermediate	39.18	0.72	0	0	0	2	0	1	39	0	29	0	0	0
