22	39	14	6	5	48	15	26	32	42	24	36	8	34	9	40	30	45	12	28	35	23	10	16	1	46	37	7	19	51	17	41	11	25	18	4	29	3	13	27	47	2	20	44	33	38	31
group_4419	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0
group_9716	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
group_4384	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0
group_2639	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0
group_5164	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0
virB1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0
group_4884	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
group_3662	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0
group_3592	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0
group_2755	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1
group_4660	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1
group_3207	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1
group_10622	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
group_7200	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
group_3779	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0
group_1164	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1
group_1696	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1
group_4034	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0
group_6224	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
group_1545	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0
group_1471	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0
group_818	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0
group_5892	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0
group_7436	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1
group_9831	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0
flmC_1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0
group_3055	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1
group_4609	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1
group_3218	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
group_4234	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
group_5604	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
group_2235	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
colE7	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
group_6930	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0
group_3846	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
group_6529	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1
group_4480	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1
group_6417	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0
group_6566	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
group_6183	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
group_1994	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1
group_6963	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
group_11212	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0
group_6534	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0
group_4435	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1
group_1583	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1
group_10017	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1
group_8495	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0
group_2805	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_6813	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0
group_8973	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0
group_4814	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0
group_7818	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_3212	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
sugE_1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
group_3142	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1
group_8186	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0
group_1546	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0
group_1473	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
group_591	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
group_6054	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0
group_4494	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
group_3797	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1
group_7438	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1
group_4734	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1
group_6935	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
group_1579	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
group_6552	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1
group_11098	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0
proP_4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0
group_3588	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0
group_3311	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1
group_2277	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0
group_3679	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
group_1631	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	0
group_10456	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0
group_7195	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0
group_3257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1
group_13543	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
mazE_1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
mazF_1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_4860	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_7731	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_9208	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_4261	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_13526	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
virB4_2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
virB5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_1296	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
virB8	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_2718	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_9196	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_13515	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_4398	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
traD_2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_6287	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_13508	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_1280	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_7712	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_2731	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_2732	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_2691	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_4384*	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_7737	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_6302	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_9224	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_4965	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
group_12593	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1
group_2714	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
group_4532	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_7901	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1
group_2364	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1
group_6594	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
group_3874	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
group_865	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
mbeA	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1
imm_1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
traA_2	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0
group_1833	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0
ymoA	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
group_3245*	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0
group_1473*	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1
group_9148	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1
