gene	gains	losses
group_4300****	7	0
group_11126	3	0
group_10872	3	0
group_8214	3	0
group_2547	3	0
group_11419	3	0
group_2422	3	0
group_5503*	3	0
group_2650	3	0
group_2649	4	0
group_3192***	3	0
group_11141	3	0
group_15138	3	0
group_10907	3	0
group_11761	3	0
group_11818*	3	0
group_11426	3	0
group_10919	3	0
group_10918*	3	0
group_10684*	3	0
group_5089*	3	0
group_7007*	3	0
group_7564	3	0
group_14549	3	0
group_7552*	3	0
group_11584	3	0
group_3782	3	0
group_5868	3	0
group_4623	4	0
group_11488	3	0
group_11490	3	0
group_9916	3	0
group_8644*	3	0
group_8645***	3	0
group_11494	3	0
group_12708	3	0
group_4439**	3	0
group_3816*	3	0
group_14512	2	1
group_8901*	9	2
group_5383*	7	1
group_8446*	6	1
group_5194**	4	0
group_6224***	4	0
group_11578*	2	0
group_8947	3	0
group_5204*	5	1
group_5206	7	1
group_8952	7	1
group_4762***	7	1
group_4758	7	1
group_2909	7	1
group_5164*	7	1
group_2837*	6	1
ybaQ_1*	6	1
group_13953	3	0
group_2841**	7	1
group_5171	4	0
group_3396*	7	1
group_5435	5	1
group_5436	6	1
group_8973*	5	1
group_5442*	7	1
group_5445	3	0
group_2863****	6	1
group_4745	3	0
group_3969	3	0
group_11280	3	0
group_13603	3	0
group_6400*	3	0
group_10239*	3	0
yafQ	3	0
dinJ_1	3	0
group_12707	3	0
group_6437*	3	0
hha_1*	3	0
group_2923	3	0
group_9918*	3	0
group_2917	3	0
group_6813*****	2	1
group_5298	2	1
group_10728	3	0
group_6062	3	0
group_6061	3	0
group_9011	3	0
group_10558	2	1
group_7141*	4	0
group_8432	3	0
group_9736	3	0
group_8435	3	0
group_9733	3	0
group_8440	3	0
group_8441	3	0
group_9729	3	0
group_2551	3	0
group_685	3	0
group_7900	3	1
group_2635*	2	1
group_3554***	5	2
group_1835	3	0
group_9891	3	0
group_1307	3	0
group_1384	2	1
group_7225***	2	1
group_9611	3	0
group_3971	3	0
group_1890	3	0
group_3969*	3	0
group_8693	3	0
group_1906*	3	0
group_8050	3	0
group_3999***	3	0
group_2710	6	2
group_7135	2	1
group_9969	2	0
group_3528*****	3	0
group_11587*	3	0
group_2484*	3	0
group_6889	3	0
group_6890*	3	0
group_6956	3	0
group_4424	2	0
group_5772	3	0
group_5415	3	0
group_5886*	3	0
group_3889	2	1
vsr_2	2	1
haeIIIM_1	2	1
group_3680**	2	1
group_10776	3	0
group_8903	2	0
group_5214	3	0
group_9388*	3	0
group_2766	3	0
group_2761*	3	0
group_8278	3	0
group_9828	3	0
group_8587	3	0
group_5255	3	0
group_5467**	3	0
group_1797	3	0
group_2730*	3	0
group_6430	3	0
group_1610*	3	0
group_4520	3	0
group_1876	3	0
group_3904***	3	0
group_4989	3	0
glmM_2	3	0
group_3255	3	0
group_3258*	3	0
group_5536**	3	0
group_12871	2	1
group_6170	3	0
pagP_2	3	0
group_11034	3	0
group_11035*	3	0
group_4708***	3	0
group_3739	3	0
group_12613	3	0
group_12177	3	0
group_4034****	3	0
group_4718**	3	0
fdnG_3	3	0
fdnH_3	3	0
fdnI_2	3	0
group_4048**	3	0
group_2569	4	0
group_2830*	2	1
group_3352***	3	0
group_1640	3	0
group_4717	3	0
group_10879	4	0
group_3230*	3	0
group_11156*	3	0
group_2049	5	1
group_9054	3	0
group_5022	6	0
group_1940*	5	0
group_3076	5	0
group_5358	3	0
group_2397	3	0
group_7782	3	0
group_3579*	6	0
group_3148*	6	0
group_5583	3	0
group_3616	3	0
group_15660	3	0
group_3623**	3	0
group_2364**	5	0
virB_1	2	0
group_1935	2	0
group_1445*	2	0
group_11412	3	0
group_4598	3	0
group_1611	2	0
group_3836****	3	0
group_10978	2	0
group_10976	2	0
group_10975	2	0
group_10974	2	0
group_3597	2	0
group_3598*	2	0
group_4744	2	0
group_10970	2	0
group_10968	2	0
group_3622	3	0
group_5119***	3	0
group_2660	3	0
group_4287**	5	0
group_5169*	3	0
group_1463*	3	0
group_571	3	0
group_3837*	3	0
group_4287***	3	0
group_4271*	4	0
group_2914	4	0
group_2419*	4	0
group_4282**	3	0
group_4281	3	0
group_4282***	3	0
group_4283*	3	0
group_2414	3	0
group_4277	3	0
group_4287****	3	0
group_4290	3	0
group_11474	2	0
group_12179	3	0
group_2917*	3	0
group_3793*	3	0
group_3794*	3	0
group_2444**	3	0
group_3359**	2	1
group_4959	3	0
group_3991*	3	0
group_3904****	3	0
group_3958**	2	1
group_2244*	2	1
group_7669**	3	0
group_8403	2	1
group_3701*	2	0
group_3148**	2	1
group_4663*	3	0
group_5451	3	0
group_10660	3	0
group_4752	3	0
group_4771	3	0
group_11018	3	0
group_6793**	3	0
group_4030	3	0
group_12629	3	0
putA_2	3	0
group_8676	2	0
group_8669	3	0
group_4947	3	0
group_8253	3	0
group_4833**	3	0
group_3175*	3	0
group_3532	3	0
group_3407*	3	0
group_3956*	3	0
group_12076	3	0
group_4558	3	0
group_5256*	3	0
group_3872	3	0
group_3879*	4	1
group_12819	3	0
group_4013**	3	0
group_3949**	3	0
group_4173	3	0
group_3518*	3	0
legI	3	0
group_3644	3	0
group_3157**	1	2
group_3319**	3	0
pspA_2	5	0
group_14387	3	0
group_7435	3	0
group_10202	3	0
group_5262	3	0
group_8209	3	0
group_2241	3	0
papA	3	0
group_8043	8	0
rnlA	2	1
rnlB	2	1
group_7251	2	1
group_1869	3	0
group_7295	3	0
group_7291**	3	0
group_7290****	3	0
group_7414*	3	0
group_11080	3	0
group_5829**	3	0
group_4069*****	2	0
group_3680***	4	0
group_5471**	3	0
group_9625**	3	0
group_11321	3	0
group_11323	3	0
group_8435*	3	0
group_4016*	3	0
group_9712	3	0
group_9717	3	0
group_9394**	3	0
group_8417	3	0
group_8975	3	0
group_4735*	2	0
group_3058**	3	0
group_10483**	3	0
group_2877**	5	0
group_3519*	2	0
group_10721	3	0
group_5400*	3	0
group_4124*	2	0
group_2647	1	2
group_3220*	3	0
group_3221*	3	0
group_3571**	2	0
group_7193	2	0
group_2597	2	0
group_4543**	3	0
group_8577*	2	1
nicB	2	1
group_11548	3	0
prpD_2	3	0
pcaB	3	0
metC_2	3	0
dcuD_3	3	0
fumC_2	3	0
group_11555	3	0
group_7690	3	0
group_7616	3	0
group_10400*	3	0
group_3509	3	0
group_3508**	3	0
group_3510**	3	0
group_2703***	1	0
group_4183	2	0
group_8063	3	0
group_8064*	3	0
traD_2*	2	0
group_4187*	2	0
group_8075	2	0
group_5928*	3	0
group_5927	3	0
group_4015*	2	0
group_4033**	3	0
group_10684**	3	0
group_4963	2	0
group_10152	3	0
group_10216*	4	1
group_7709*	3	0
group_3248	2	0
group_8042*	3	0
group_6648	3	0
group_8082	2	1
group_4271**	4	0
group_8153	3	0
group_6468	3	0
ggt_2	3	0
group_6224****	5	0
group_1586*	2	1
group_10763	5	1
group_13091	3	0
group_13092	3	0
group_3746	3	0
group_11813	3	0
group_4434	3	0
group_3737*	3	0
group_11195	3	0
group_8712	3	0
group_15252	3	0
group_3692*	3	0
group_3693*	3	0
group_7178	3	0
group_13650	3	0
group_1689	2	1
group_3281	3	0
group_1	5	0
cia_1	2	1
group_15544	2	1
group_6967	2	1
virB5*	3	0
group_2432	3	0
group_15217	3	0
group_4949**	3	0
group_6941**	4	0
group_2399**	3	0
group_5144*	3	0
group_5599*	4	1
group_4604	2	1
group_14626	2	1
group_15437	3	0
group_9879	3	0
group_6228	4	2
group_6424	2	1
group_8859	6	1
group_4524	2	1
group_5960**	2	1
group_6642*	3	0
group_11831	3	0
group_11832	3	0
group_10010	3	0
group_6174*	2	1
group_13049	3	0
group_7159	3	0
uvrD_1	5	1
group_9560	3	0
group_5070	3	0
group_3863*	3	0
group_9945	3	0
group_12195	3	0
group_5938	3	0
group_13510	3	0
virB6**	3	0
group_1309	3	0
group_1311	3	0
group_1312	3	0
group_10942	2	1
group_5938*	2	1
group_5403	3	0
group_10269*	3	0
group_5501***	3	0
group_15494	3	0
group_6860*	3	0
group_10416**	2	0
group_10789*	3	0
group_4492*	3	0
group_6984	1	0
group_11942	3	0
group_5810	3	0
haeIIIM*	3	0
group_9862	3	0
group_11717*	3	0
group_6721**	3	0
group_11808	3	0
group_3807	3	0
group_2996	3	0
group_6748**	3	0
group_12506	3	0
group_15227	3	0
group_4282****	3	0
group_15229	3	0
group_15231	2	1
group_14510	2	0
group_11363	2	1
group_14028	3	0
group_5985	3	0
group_12433	3	0
group_2614*	2	0
cmlA	2	0
group_4183*	3	0
group_508	3	0
group_8961	3	0
group_4799*	3	0
soj**	3	0
group_2739***	3	0
group_3405	3	0
imm	3	0
group_3003	3	0
group_9732	3	0
ggt_2*	3	0
group_2678	3	0
group_11976	3	0
group_2702	3	0
group_9787	3	0
group_2830**	3	0
group_1834	3	0
group_1143	3	0
group_3737**	3	0
group_9763	3	0
group_2755**	3	0
group_11886	3	0
group_6139	3	0
group_2467	3	0
group_5113	3	0
group_4014****	3	0
group_6289	3	0
group_6288	3	0
group_8056	3	0
asrA	3	0
asrB	3	0
asrC	3	0
group_6519**	3	0
group_11023	4	0
group_5616	3	0
group_4514***	2	1
group_3481*	3	0
group_7100*	3	0
group_9388**	3	0
group_5067***	3	0
group_1352	3	0
espF(U)_1	2	0
group_1359	3	0
group_1358	3	0
group_1605*	3	0
fliC*	3	0
group_1054	3	0
group_8997	3	0
group_5649**	5	1
glnS_2	3	0
group_8993	3	0
group_5282**	3	0
manC1_2	2	1
galE_1	2	1
group_1924	2	1
group_1923	2	1
group_3102*	2	1
wbnK	2	1
group_1920	2	1
group_3105	2	1
group_6066*	3	0
group_4551***	3	0
group_5815	3	0
group_5823	2	1
group_4543***	3	0
group_1375*	3	0
group_2502	3	0
group_3726**	3	0
group_6481	3	0
group_3549	3	0
group_3550	3	0
group_6460	3	0
group_6486	3	0
group_6662*	3	0
traC_1*	3	0
group_5012***	3	0
group_4322	3	0
group_5312	3	0
group_3424	3	0
group_9096	3	0
group_4772*	3	0
group_2378*	3	0
group_4762****	3	0
group_3392*	3	0
group_2256	3	0
rop_2	5	10
group_1818**	2	0
group_2891	0	2
rusA_3	6	8
group_3155**	7	4
cdi	7	4
cnl	7	4
group_2448	5	4
pdxI	0	3
group_9048	14	1
yhfS	0	3
group_821	0	1
group_7546	0	1
pstS1	0	5
group_961	9	3
group_960	3	1
group_2715	9	2
ykgM_2	0	2
prpC	0	4
casA	3	5
spaS_1	3	4
spaP	2	7
ygeX	0	3
guaD	0	2
group_78	0	7
group_6751	6	1
group_6752*	6	1
siaM	0	4
ydfB	0	1
hipA	1	8
lsrK_2	1	0
dcp	4	1
group_90	0	3
scrK	1	6
evgS_2	0	1
pdeA	0	2
group_7516*	7	3
tfaE_2*	1	8
group_4933	5	1
group_1869*	4	9
group_1812	4	8
group_155	0	1
group_1218**	3	0
group_682	5	7
group_5753	13	5
recE	7	3
group_90*	0	11
group_112	0	5
group_3534	0	2
group_937	6	3
group_2862**	7	5
group_3519**	9	3
group_1789	1	12
group_3184	2	13
group_10368**	0	4
group_10491	4	0
group_871	0	1
group_2859****	1	5
group_1835*	9	7
group_937*	9	7
group_4622	6	6
yceD_4*	6	5
group_6912	6	5
group_3349*	3	0
ybaQ	0	3
group_225	10	4
group_4676	1	12
group_3601	6	0
group_2068	6	6
group_6161	0	6
group_7482*	3	0
group_6830*	3	0
group_7914	3	0
group_6828*	3	0
group_7833	2	0
fdrA_2	0	2
allS	0	2
group_5589	9	2
group_7491	6	4
group_1816	7	1
cysE_3	3	5
group_89	1	8
group_1544	2	7
group_534	1	7
group_6	1	9
group_3475***	9	5
group_3476*	9	5
group_1849***	12	2
group_1332	9	6
group_8389*	8	5
flhC	0	1
group_3836*****	11	0
recE*	4	7
gsiA	1	1
group_2882	6	5
group_3308***	6	4
group_3303*	9	5
group_1779*	6	0
group_459	10	3
pdeR	0	3
ycjM_1	4	0
tsaR_2	0	3
ssuD	0	2
elfD	0	4
group_1077*	6	1
sutR	0	1
group_9643	4	0
group_2635**	4	0
group_2636**	4	0
group_4570*	6	2
group_7484	4	0
group_7485**	4	0
group_3357	4	0
group_2189*	5	0
group_1382*	7	3
group_4337	7	0
group_3757	5	1
group_689	1	8
group_2245	4	9
ybgD_2	0	2
group_4329	5	0
group_164	1	5
group_2337**	6	6
group_807	3	5
group_6362*	4	7
group_2500	7	3
group_6325*	7	1
group_10789**	7	1
group_6361*	6	1
group_1478*	5	1
group_1874*	4	3
group_1328**	3	13
ynjE	0	1
yeaW	0	2
group_11330*	6	9
yfaL	0	2
group_10399	5	3
ytjB	0	1
group_10780	0	2
group_4095*	8	0
ddpX	0	2
group_286	5	0
group_4108	7	6
group_986	8	8
group_16	1	9
group_17	0	3
group_103	1	6
group_1927	2	10
group_2837**	3	0
group_1991**	0	3
algC	0	4
wcaJ_1	0	3
algC*	0	3
group_111	6	0
group_4612	5	11
group_1956	4	7
group_3894	8	1
iucD_1	0	9
group_10173	10	2
group_109	2	5
group_394	7	6
elfC_3	3	3
group_4676*	0	1
dgoK1	0	1
group_34*	3	8
group_1522	0	10
group_2170****	5	0
group_3834***	5	1
dgcC	0	2
group_1641*	5	3
group_4613*	2	5
group_3385******	8	2
group_6536	8	2
group_4444	7	5
group_6386**	0	5
cmi	5	9
yojI_2	0	1
group_4977**	7	2
tfaE_1	8	5
group_3194	0	8
group_3483	6	8
group_1583*	7	6
group_4950	7	6
group_49*	6	6
group_8973**	8	6
group_24	2	10
group_111*	1	10
group_10384	3	0
aldA_2	2	0
group_2873*	7	0
group_3474	7	7
group_7493	6	3
group_7492	10	1
group_2707	8	6
group_10795	6	3
group_5999	5	0
group_1801	4	0
socA	4	0
group_3862***	8	4
group_3294*****	4	0
group_1805	5	0
group_8043*	5	3
group_3604*	10	5
garD_2	13	0
garD_1	12	1
group_6341	2	0
group_6342	2	0
group_4716*	3	8
group_6105*	4	1
group_3887	11	3
group_4598*	9	0
group_9176	9	3
group_2508	10	3
group_2506	13	0
group_2504**	11	3
group_10295	11	3
group_2502*	11	3
group_6461*	11	3
group_2500*	11	3
group_2189**	9	4
group_2498	9	4
group_2497**	9	3
group_2496	10	2
group_7256	12	0
group_5341*	12	0
group_2486	11	2
group_2485	11	2
group_5495*	11	2
group_2483	11	2
group_3644*	4	1
group_6571*	11	2
group_50	11	2
group_4086**	7	0
group_4087*	5	0
group_1328***	8	6
group_695	0	3
group_747	0	3
group_1005*	0	3
group_1412	0	6
group_73	1	9
group_57	1	2
group_6682	11	2
group_6354**	2	0
group_4947*	5	3
group_1907	0	3
group_1480*	5	9
group_6589*	3	1
group_4138***	3	0
group_6407	5	5
group_870*	3	8
group_8463	6	4
group_8464	5	4
group_2188	5	4
group_2246	3	8
group_1104**	6	4
group_1844*	5	5
group_6422*	5	5
group_1682	7	3
group_6424*	5	5
group_6425	5	6
group_6427	5	6
group_1050*	9	2
group_6431	4	8
group_284	5	8
hin*	5	5
group_4618**	5	5
group_4812***	7	5
group_5216*	8	6
group_1882	4	1
group_4611	7	8
group_5632***	11	3
group_14127	2	0
group_5182*	2	0
group_4208*	8	4
group_6442	5	1
group_5172	4	0
group_374	4	0
group_6973	3	0
group_5168*	3	0
group_5960***	3	0
group_7161*	4	0
group_2489	9	1
group_3906****	9	1
group_2487	8	1
group_4413*	7	0
group_2922*	7	0
group_3012	8	5
group_143	3	4
group_2606*	2	9
group_230	5	9
group_3218**	4	0
group_2358*	2	0
group_1865	3	0
group_308	5	5
group_5035*	5	5
group_2246*	11	5
group_1837***	4	1
group_2364***	0	12
ais_2	0	12
group_2945*	11	2
group_2545	10	2
group_64	5	6
group_2303***	4	8
group_4213**	4	8
group_3393	6	0
group_1151*	0	1
group_12688	5	2
group_3735***	5	7
group_3700	4	0
group_1043	5	5
group_2923*	9	6
group_3323	9	6
group_3626	4	0
group_2228**	6	10
ampC_1	8	0
group_2079	3	9
group_6196	2	0
group_3620*	2	0
group_6198*	2	0
group_2007**	4	0
group_3379	4	14
group_2364****	4	11
prkC	5	3
group_5642**	8	7
group_10808	2	0
group_2794	7	7
group_5866	7	7
group_3961*	10	1
intA_3	9	8
group_6759	5	2
group_6758	3	2
group_5657	3	8
group_1978**	8	5
group_1979	8	5
group_4794*	4	0
group_1131	11	1
group_6533	8	1
group_6507	8	1
group_10114	8	1
group_3692**	2	0
group_3122****	7	8
group_2244**	2	12
group_3739*	2	12
group_6158*	7	6
group_6870	6	8
group_1013	4	9
group_1010	2	12
group_4053*	2	13
group_816	5	9
repB_2*	7	6
group_7896	2	12
rdgC_2**	2	12
group_428	1	12
group_1001	4	9
group_4069******	1	12
group_427	3	10
group_2668*	3	9
group_817**	6	7
pphA_2	2	12
group_1873	5	9
group_1086	1	12
group_1087	1	12
group_197	1	12
group_6105**	1	12
group_6364*	2	12
group_200	4	10
group_2303****	11	2
group_6350	5	7
group_1096	2	12
group_456	5	9
group_457	5	9
group_3124**	2	0
group_11518	6	1
group_624	4	8
intA_3*	3	9
group_1651	7	0
group_3480*	5	3
group_2103	1	13
group_5130	5	0
group_2209	0	13
group_2685	2	9
group_3135	5	0
group_10120	2	0
group_10119	2	0
group_6649	2	0
group_6650	2	0
group_7468**	9	5
relE_3	5	0
group_3873**	6	0
group_3955*	2	0
group_7021**	1	7
group_4648	5	0
group_4649	4	0
group_3869	5	9
group_3691	10	7
group_1766	0	8
group_1767	2	10
group_1611*	2	8
group_6972	3	0
holE_2	7	7
group_1102	8	5
group_1041**	5	9
group_198	5	8
group_2641*	2	0
group_4767*	6	0
group_5006*	4	0
group_4336	5	8
group_5795	2	0
group_3359***	7	0
group_7337	4	0
group_2806**	2	0
group_1489	5	9
group_2401****	4	9
group_4415*	5	3
group_6143	5	3
group_5495**	6	2
group_2070**	6	2
group_1122*	1	9
group_2364*****	9	2
group_113	7	6
group_62	2	10
group_5241**	8	5
group_7557	2	0
group_5699**	7	9
group_1202	11	2
group_6507*	2	0
group_6054****	2	13
group_7558	2	0
group_3006	2	0
group_3735****	9	5
group_5765***	11	2
group_5513	7	6
group_4980	7	2
group_2480	7	5
group_3959***	5	1
group_596	5	10
group_2256*	5	1
group_2730**	7	4
group_2283*	9	0
group_10539	7	5
group_5928**	5	0
group_5824	12	3
group_6414***	4	5
group_10214	3	0
group_2517	3	0
kpnIR	3	0
group_10217	3	0
group_6574*	2	0
group_6573*	2	0
group_3149	11	5
group_6163	7	7
hokC_1	5	1
group_4069*******	5	7
group_6590	2	0
group_6591*	2	0
group_2499	7	0
group_3892*	6	2
group_2705*	11	3
group_6028	5	2
group_4882*	8	0
group_8290**	6	1
group_8291	3	0
group_2448*	9	1
group_4165	6	0
group_4164**	6	0
group_4933*	6	0
group_7148	4	2
group_7150	1	0
group_6038	10	8
group_2273	10	8
parM_1	10	8
group_2271*	10	8
stcE	6	1
outC	6	1
pulD	6	1
epsE_3	6	0
epsF_3	6	1
pulG	6	0
group_6776*	6	1
group_6775*	6	1
xcpW_2	6	1
group_5412**	6	1
epsL_2	6	1
epsM_3	6	1
outO	6	1
pulS	6	1
group_6768***	6	1
group_5416	6	1
group_6205*	11	0
group_6826	8	2
group_6800*	7	2
group_4083**	11	1
group_15515	2	0
group_2169*	5	0
group_15511	2	0
group_5776*	2	0
group_4194*	8	0
group_5171*	4	0
group_5673***	6	4
group_1041***	9	0
group_6066**	1	0
group_1981	8	2
group_5421*	2	0
group_2773	4	1
group_3551	4	13
group_6685**	2	0
group_11988	5	0
ydhC_2*	5	1
group_4598**	0	12
group_6669	5	1
group_6212*	5	1
group_6039*	3	10
group_6038*	6	4
group_1011*	5	6
group_6679	2	0
group_2146*	5	0
group_2979	2	0
group_37	3	11
group_5772*	12	2
group_2913	7	8
group_6406	8	9
group_5136	2	0
group_6097	6	5
group_1198*	4	0
group_10515*	2	0
group_5725	2	0
group_1014	8	2
group_7669***	1	0
group_3794**	8	0
group_3463	4	0
group_2165	8	1
group_15214	3	0
ngoMIVR	9	0
group_3476**	6	2
group_5037	4	0
rmlC	5	0
fdtA	5	0
fdtB	5	0
group_5041*	4	0
group_3148***	4	0
group_2008	5	0
group_5044	5	0
group_4179*	3	0
group_1908	4	1
group_4876	2	0
group_113*	7	2
group_10221*	5	0
group_4348	10	3
group_3782*	10	1
group_3842****	10	1
group_2428*	10	1
group_2448**	10	3
group_2485*	11	3
group_6893*	10	3
group_2937	10	3
group_6891	11	3
group_2487*	11	3
group_5795*	10	3
group_6889*	10	3
group_6886***	10	0
group_6885**	9	0
group_6884	10	3
group_9257	9	2
group_5802*	10	3
group_4554***	10	1
group_2954*	10	3
group_2448***	10	3
group_1041****	11	1
group_2844**	11	1
group_1122**	11	1
group_5755*	11	1
group_4362*	11	1
dnaQ_1*	11	0
group_5750**	11	1
group_5740****	11	1
group_4366	11	1
group_3048**	11	1
group_2484**	11	1
group_6139*	2	0
cobT_1	10	3
group_6535	10	1
group_6534****	11	1
group_9244	2	0
group_9243	2	0
group_6530*	11	1
group_2691**	11	0
group_4373*	11	1
group_6916*	12	1
group_6915*	10	0
group_6914	10	0
group_3555***	11	1
group_3511	2	0
group_3510***	2	0
group_3509*	5	0
group_3507	2	0
group_4330	2	0
group_4336*	6	0
group_1123	11	3
group_6905*	11	3
group_6904*	10	3
group_6903***	11	3
group_6513	10	1
group_6901	10	1
group_6900**	10	3
group_6512*	11	3
group_4359*	2	0
group_3192****	8	0
group_5530	7	4
group_6788**	2	0
group_5501****	2	0
group_3385*******	6	0
group_3222**	6	9
group_4234**	4	0
group_5563	6	4
group_3546**	8	3
group_3803	11	2
group_6226*	3	3
group_7267**	6	0
group_3567**	3	2
group_3209	2	0
group_10271	5	0
group_5753*	7	11
group_3823	4	8
group_7967*	6	0
group_7969	8	0
group_7970	9	0
group_7971	6	0
group_7974	6	0
group_3516	7	1
group_7598	7	2
group_2515*	4	0
group_3021	4	0
group_3022*	4	0
group_6613*	4	0
group_6023*	2	0
group_4941	2	0
group_4943*	2	0
group_4947**	2	0
group_3882***	6	8
group_1730*	5	10
group_6014**	6	0
group_6339*	7	0
group_4136	2	0
group_3477*	2	13
group_2862***	5	0
group_6023**	5	0
group_6057	5	1
group_6206*	1	12
group_6573**	2	0
group_6572	2	0
group_6571**	2	0
group_6570**	2	0
group_6131*	3	0
group_3218***	2	0
group_3129*	5	0
group_3698	6	0
group_6974	2	0
group_7092	2	0
group_6833	1	0
group_2987	6	6
group_11338	2	0
group_7867	3	0
group_7868*	3	0
group_7869	3	0
group_5173*	2	0
ltrA*	5	3
group_2640	6	0
group_9492*	5	0
group_6221*	4	0
group_9273	2	0
group_7015	7	0
group_6197	4	0
group_5398*	3	4
group_3319***	2	0
group_4009**	2	0
group_4008	2	0
group_7290*****	9	2
group_4717*	9	2
group_4335	7	4
group_5001**	7	4
group_2621	8	2
group_6434	3	1
group_5046*	2	0
group_2245*	2	8
group_8887*	6	2
group_4812****	8	5
group_4553*	3	3
group_5881	4	4
group_10430	2	0
group_3825	5	5
group_5121*	2	0
group_4048***	7	7
group_4716**	6	6
group_1752*	5	4
traY_2	4	7
group_6039**	6	8
group_5635**	2	0
group_7305	2	0
group_5632****	2	0
group_148	10	1
group_4942***	7	0
group_6580	5	2
group_6578	5	2
group_8968*	3	0
group_871*	1	13
group_6764*	2	0
group_966	1	12
group_1855*	8	4
group_6985	2	0
cdiA2	6	1
group_3965	5	1
group_3473*	5	8
group_3098	5	0
group_8372*	2	0
group_7082*	3	0
group_1726	3	0
group_1727	4	0
group_2687**	12	3
group_6633	7	1
group_6384*	1	0
group_6022	3	0
group_8597	2	0
group_7689*	2	0
group_7690*	2	0
group_7089*	5	0
group_5689	7	1
group_2413	5	0
yjmD	4	0
group_6092*	5	0
group_588	8	0
yhbU_2	2	0
group_7195*	6	0
group_4891	6	0
group_4064	8	4
group_4957	11	3
group_6386***	1	0
group_6093	1	0
group_5586	5	0
group_1595	7	7
group_10504	8	8
group_1488	9	6
group_2258	8	9
group_6812	4	0
group_2018*	4	0
group_7266	2	0
group_1789*	8	5
group_5463**	12	3
group_1218***	4	1
group_5482	2	0
group_3997	2	0
group_7687**	7	0
group_4554****	7	5
group_2196	5	0
group_10787	2	0
group_4557*	4	4
group_7469	4	0
group_4587	5	0
group_3623***	5	0
group_4590***	4	0
group_7316	2	0
yodB	3	3
tuaB	3	0
vioA	3	0
group_6453*	3	0
group_6452*	3	0
speG_1	3	0
phaJ	3	0
group_3970*	3	0
group_3137	3	0
group_1694*	3	0
capD	3	0
group_6446**	3	0
group_6445	3	0
group_3393*	3	0
group_3392**	3	0
group_2619*	2	0
group_3167*	2	0
group_3670*	9	6
group_6928	2	0
group_3177*	3	0
group_2543*	11	1
group_5690	2	0
group_5691	2	0
group_3977*	2	0
group_5698*	1	0
group_6657**	1	0
group_2491*	6	0
group_9681*	8	0
group_3471*	4	0
group_814*	2	1
group_3671	2	0
group_9104	5	0
group_1232	5	13
group_889	2	0
group_3027	2	0
group_9014	5	0
group_5915	6	1
group_6284	2	0
group_6288*	2	0
group_8524	2	0
group_7169*	1	0
group_5665**	12	2
group_4046**	2	0
group_4047***	2	0
group_6805	4	0
group_4101*	2	0
group_6802*	2	0
group_6801	2	0
group_6019	7	6
group_4905	5	0
group_4904	5	0
group_4145**	5	0
toxN	6	0
group_3172	1	0
group_6836*	5	3
group_51	7	1
group_7176**	6	1
group_4284	8	0
group_4658	2	0
group_5027	8	9
group_5058	2	0
group_5065*	1	0
group_4637*	5	6
group_10921	9	6
group_5108**	6	8
group_5750***	5	7
group_5294	2	12
group_5096	2	0
group_10290*	7	0
flmC_1*	4	0
group_1745	8	1
group_3688	7	4
group_737*	6	0
group_7344	2	0
group_1774	7	6
group_4440	8	0
dgcJ	10	4
group_5338	1	0
group_3167**	5	0
group_7606*	3	0
group_7607	3	0
group_7770	2	0
group_7772**	2	0
yjgL	5	7
group_2069	4	13
group_4195***	9	6
group_7369	2	0
group_7254*	3	0
group_3972	10	4
tnsB	9	0
tnsA	10	0
tnsE	9	1
group_6253*	10	0
group_2613	10	0
group_1939*	10	1
group_7050	10	1
group_2219	11	1
group_5911	11	1
group_2606**	11	1
group_3070***	5	1
group_4554*****	8	2
group_3746*	9	2
group_3747*	9	2
group_3439*	2	0
group_105	3	0
group_6509	4	0
group_2429	7	1
group_6513*	2	0
group_11009	5	0
group_6520*	2	0
group_7712**	2	0
group_5063*	1	0
group_6039***	6	7
group_4738	4	8
group_10891	2	0
emrE_2	2	0
group_10477	2	0
group_7475	2	0
merT	7	0
group_5175**	4	0
group_5974	4	0
group_6708	4	0
group_4472*	10	5
group_8932	2	0
group_4341**	2	0
group_4441**	7	0
group_2301	2	0
group_8343*	2	0
group_5248**	2	0
group_9613**	2	0
group_1899	2	0
group_6915**	2	0
group_3837**	4	9
group_6057*	4	9
group_6938	1	0
group_2014	4	0
group_5915*	1	0
group_6941***	1	0
group_4779	5	4
group_6215*	7	8
group_4696*	2	0
group_7211	2	0
group_4698****	2	0
group_4311*	2	0
group_4678	2	0
group_1575	2	0
group_8828	7	3
group_4693	2	0
group_5506**	2	0
group_3084	3	0
group_3083	3	0
group_3082	3	0
group_3081*	3	0
group_7653	3	0
group_3079	3	0
group_8050*	3	0
group_8051	3	0
group_3076*	3	0
group_3075*	3	0
group_3074	3	0
group_7660*	3	0
group_4280	3	0
group_3071	3	0
group_3070****	3	0
group_3069**	3	0
group_3068	3	0
group_6674*	2	0
imm_1*	4	2
ceaC**	2	0
group_7143*	2	0
group_2157**	6	0
group_11605	2	0
group_10297	13	0
group_7031	3	0
group_10159	2	0
group_7210*	10	0
group_4933**	9	0
group_2145*	4	0
group_5992	2	0
group_8162	6	0
group_4069********	5	1
group_6169	2	0
group_4799**	10	4
group_4544	6	0
group_4698*****	2	0
group_4700***	8	0
group_3869*	5	1
group_4738*	9	1
group_9613***	2	0
