gene	gains	losses
mobA	0	1
dsbA	0	3
ydgA_2	0	1
yihG	0	1
group_6074*	9	6
group_2362***	7	4
cusB	0	1
group_4068*******	0	1
entD	0	3
fepA	0	3
fepE	0	2
entC	0	1
ybdL	0	1
ybdM	0	2
group_5448***	0	1
fdm	1	0
ttdT_2	0	1
citC	0	1
dpiA	0	2
pagP	0	3
ybeM	0	1
ybdO_1	0	1
esiB	1	2
group_11097	1	1
group_1923*	1	1
ybeT	0	6
group_6178	0	3
group_6174****	0	5
hscC	0	6
glnQ_1	0	1
aarA	1	5
nagD	0	1
group_3841**	1	3
potE	0	2
speF	0	3
kdpE	0	1
kdpD	0	2
kdpB	0	1
tauD	0	1
ssuC_2	0	1
bshB1	1	4
icaA	0	6
group_6013***	2	3
frmR	0	1
frmA	0	1
frmB	0	1
group_2296***	0	1
mhpT	2	3
mhpE	1	2
mhpF	1	2
mhpD	1	2
mhpC	1	2
mhpB	1	3
mhpA	1	3
group_1682***	1	3
lacI	0	3
lacZ	0	4
lacY	0	2
yycB	0	4
cynS	0	3
cynT	0	3
cynR_3	0	4
hlyA	5	4
hlyB	5	4
hlyD	5	4
cma	4	0
xerD_2*	0	6
group_979***********	0	9
group_10932	3	11
vapC*	3	11
group_4003*******	3	0
group_1863******	1	10
group_1680***	2	10
group_1228**	4	5
group_5570****	8	3
group_5088	2	0
group_52*	2	3
group_2448*****	0	2
mqo	0	1
ccmF_1	0	1
tibA*	3	2
group_992	5	4
group_1999	2	4
group_285***	0	3
group_5650*	0	1
yhjR	0	3
bcsA	0	3
bcsC	0	4
yhjB	0	1
ccpA	0	1
stxB*	8	2
stxA*	9	4
group_248	1	5
group_6507**	3	12
group_3836*******	11	4
cbtA_2*	12	4
group_15676	1	11
group_11897	6	0
group_17***	8	4
group_6267****	6	6
group_9410	6	3
group_248*	4	7
group_5575*	4	7
group_2845***	4	7
group_6361*****	4	7
group_7083********	6	3
group_7082******	6	4
group_3781	6	4
group_1986	5	6
group_5876	2	1
group_3782**	3	1
group_738	3	7
group_3666	6	3
group_3665****	6	3
group_3770*	3	7
group_695******	5	6
group_812**	4	7
group_1977****	4	7
group_157	4	7
group_2695	4	7
group_1682****	3	10
group_1219	3	1
group_10114*	11	3
group_1337*	7	0
tonB_2	6	7
ompX_2**	4	9
group_2938	11	0
group_3232*	11	1
group_2888***	10	4
group_2691*****	6	0
group_7733	11	0
group_2694	10	4
group_2695*	10	4
group_5917	8	0
group_5002*****	5	2
group_843*	2	0
group_4909*	4	1
group_6241**	5	9
gpFI*	2	9
group_3536*	1	8
group_5567**	1	8
group_150*	1	10
group_3533****	1	8
group_5564***	1	8
group_3532*****	1	9
group_872**	6	5
group_4996	7	6
group_807**	6	5
group_117*	6	6
group_4196*	4	8
group_242**	6	6
group_2233**	6	5
group_4194******	6	6
group_2246***	6	6
group_3196	7	5
group_3195****	6	7
group_5404******	6	6
group_1799***	3	5
group_3887********	3	5
group_5001******	3	5
group_3885****	3	5
group_4611****	9	1
group_2376*	10	0
group_1789***	7	6
group_9905*	6	6
group_4613********	6	6
group_1686	7	6
group_9904	7	6
group_3915	8	4
group_2687******	8	4
group_2309**	6	8
group_1683****	7	6
group_1684	6	6
group_1685	6	6
group_2367**	6	6
group_2366**	6	6
group_2365****	6	6
group_4442******	6	6
gpFI_2*	7	6
group_2363	7	6
group_2362****	6	7
group_8909*	10	3
group_2637*	8	6
group_3477****	6	6
group_2360***	7	6
group_2203	6	7
group_12116	11	4
group_3779*********	7	5
group_5070***	2	0
group_5071*	2	0
group_4082*****	1	9
group_6264****	1	8
group_8367	7	0
group_6162*	2	0
group_456***	10	3
group_6163**	8	2
group_1974	4	7
group_6375***	7	3
group_4860*****	4	0
group_1849********	5	10
group_1800	5	12
group_3551*	5	12
group_2189***	1	9
group_2188****	1	8
group_5391	1	8
traR_1*	1	9
group_111****	1	9
group_42**	2	9
group_3536**	14	0
group_934****	1	8
group_812***	1	8
group_849***	1	9
group_252	1	8
group_815***	1	8
group_112***	1	8
group_2089	2	9
group_817******	1	9
group_113**********	2	8
group_67**	1	8
group_6500******	1	8
group_931***	1	9
group_2361*****	1	8
group_4715*	1	8
group_4714***	1	8
group_4713*	1	8
group_3530*	8	7
group_2228****	3	11
group_6748****	8	0
group_5539	4	0
group_1481	5	2
group_4649*	3	0
group_10385	3	0
group_178	2	0
group_5447	7	0
group_3186***	8	4
group_9400	8	4
group_3146	7	8
group_3147	8	7
group_286**	2	8
group_1861*	8	6
group_2190	5	8
group_2189****	7	9
group_5138	2	0
group_2007***	0	7
group_1478******	10	3
group_5295****	10	3
group_5294**	10	3
group_7983	7	6
group_5431	3	1
ydfR**	0	7
group_8060	6	0
group_3304**	2	0
group_8015*	4	0
group_5764**	5	2
group_7176****	6	1
group_4629*	6	4
group_636*	10	4
group_3731***	8	8
group_2049**	8	8
group_1929*	11	4
group_1928*	11	4
group_2303********	5	11
group_3474****	8	8
group_3734****	4	11
group_2728	7	2
group_3681*	4	1
group_4064*	4	1
group_5286	1	2
group_1409*	2	4
cbtA_1	7	6
group_2486*	6	1
group_4078***	6	1
wbpI*	7	1
wbjC*	7	1
capD**	6	1
hisF_1	2	0
hisH_2	2	0
group_2936***	2	0
group_1701*	2	0
group_2937*	2	0
group_5377****	2	0
group_4290*	2	0
bcs1	2	0
group_5405**	9	4
group_4002*	3	12
group_3547*	3	13
group_4599	7	4
group_993*	8	2
group_5672*******	8	2
group_4610*	4	5
group_4308	6	3
group_816*****	6	3
group_2769	3	0
group_1817*	7	3
group_1816*	7	3
group_3508****	5	2
group_7469***	2	2
group_1242**	8	5
group_6682******	4	3
group_3827**	4	2
group_702	5	3
group_2697*	6	3
group_3698**	7	3
group_5657*	7	4
group_5656*	7	1
group_3727	7	3
group_5654*****	7	3
group_538*	7	3
group_5661	7	3
group_2966	1	0
group_4091***	6	3
group_4090***	7	3
group_2365*****	7	4
group_2956*	9	2
group_10810	10	2
group_236*	0	11
fucP_2	1	11
rbsK_2	1	12
deoR_2	1	12
malX_3	13	0
patB	11	2
group_2694*	11	2
rsmI_1	12	2
group_3780*	12	0
group_3781*	12	1
intA_5	5	1
group_8491	6	1
group_3727*	5	4
group_3554**********	4	1
group_4810	3	1
group_2944	6	4
group_3726*********	6	4
group_5654******	5	4
group_5210	4	4
group_696**	6	1
group_979************	6	4
group_7757	7	1
group_5011**	6	4
group_5449**	5	1
group_2866*	4	4
group_5650**	5	1
group_175*	0	1
group_5449***	5	4
group_6039*********	5	0
group_876**	0	5
group_5461****	0	8
group_54	0	6
group_3779**********	0	7
relE2	1	5
group_3752*****	0	3
group_4598*****	10	5
group_125	0	6
pndA	1	5
group_6099*	6	5
nuc*	8	5
group_44	3	0
group_431*	4	6
ail*	8	1
group_5564****	3	0
group_5567***	3	8
group_3726**********	6	3
intQ_2*	5	2
group_6758*	7	1
group_625*	9	0
group_2361******	11	3
group_6347**	2	0
group_4599*	2	0
group_5330*	11	3
group_2188*****	11	3
group_817*******	1	12
group_113***********	1	9
group_4589	8	1
group_2484*****	10	0
prtR****	6	0
group_2495*	12	0
group_3195*****	11	0
group_3196*	11	1
group_1769	4	0
group_9074*	4	0
group_481	11	2
bcgIB	6	3
bcgIA	7	3
hokC_3	6	0
group_4572**	7	3
group_3689*	7	3
group_1804***	6	2
aplIR	6	2
group_7394*	4	0
group_5568*	2	0
group_5567****	3	0
group_1865***	3	10
group_862	6	0
group_286***	2	14
group_5015	7	7
group_2244****	2	9
group_2993	8	7
group_773********	8	5
group_934*****	5	10
group_2616	1	9
finO	0	1
ycjY_3	0	4
group_10113	0	2
traI	1	10
traD	2	13
ylpA	0	2
group_4068********	2	10
group_158	0	7
group_4758**	4	9
group_2303*********	7	3
group_2303**********	0	4
traQ	0	2
group_2329********	0	1
group_694******	0	3
group_780*	12	2
group_243	0	8
group_689*	0	5
group_504	0	1
traC	1	6
traR	0	4
group_3533*****	0	3
group_11108	1	7
group_845	0	6
group_1849*********	0	1
group_1997	0	1
traA	2	6
traJ	7	8
traM	0	4
group_1163*	0	3
group_2068****	0	10
spo0C	0	5
group_112****	0	8
group_712	0	2
group_90**	0	3
group_875*	0	1
group_249****	0	1
group_97*	0	3
klcA_2	0	1
group_162	0	3
parM_2*	0	3
stbB	0	3
cai*	5	7
group_112*****	4	7
group_4612**	8	9
group_4613*********	7	9
group_3115*	5	0
group_3831	8	0
group_2338	8	0
group_5463********	8	0
group_2365******	0	11
rop*	2	10
sodC1	4	3
hin_1	8	2
group_5880	2	0
group_1007	2	0
group_4954**	5	2
group_2020*	7	5
group_1632*	10	3
group_2207*	10	6
group_722	0	9
group_4556*	3	2
group_2358**	7	3
group_3890	7	5
group_3884*	2	8
group_935**	4	4
group_5662*	5	6
group_2600	4	4
group_5900	5	6
group_4845***	4	8
group_315	4	9
group_513	3	5
group_2365*******	2	8
group_2466	4	5
group_3869*****	3	5
group_3868***	3	5
group_501*	3	5
group_1051*	3	5
group_1050**	3	5
group_3871**	3	5
group_2748	3	5
group_3869******	3	5
group_6469*	2	8
group_3868****	4	5
group_5899**	4	2
group_5513*	4	2
group_6075*****	1	8
group_111*****	1	7
group_4336***	8	5
group_974	7	2
group_3001	3	4
group_3002*	3	4
group_5346*	3	0
group_3474*****	9	6
group_3439****	7	6
group_597	2	0
group_2306	4	0
group_148*	8	0
dinI_1	5	0
group_5560**	6	7
group_4068*********	1	5
group_697***	1	5
group_248**	1	6
iraM	3	7
group_1481*	5	1
group_879	5	1
group_7312	10	0
intQ_3*	3	6
group_6501********	4	5
group_3737*******	7	2
group_1490**	6	2
group_333*	3	0
group_4208******	4	1
group_8481*	4	1
cbeA_3*	2	0
group_3512	1	7
group_1609	7	7
group_3885*****	6	9
group_4950*	9	5
group_3553**	11	3
hsdR*	5	5
cdiA	2	0
shlB**	10	5
group_3847	5	1
group_7314****	5	1
group_7528****	5	1
group_7316**	4	1
group_4146*	6	1
group_3556*	6	0
group_3790*	10	7
group_5179*	6	0
group_3753*****	3	7
dinI_2*	1	3
group_7263*	2	0
group_1323	7	0
group_4947***	8	3
group_2421	8	3
hin_1*	11	0
tfaE_1***	7	6
group_5166	2	0
group_9068	2	0
group_10291	7	0
group_7529**	8	0
group_7528*****	8	0
group_3891**	6	0
group_5324*	3	0
group_3904*********	6	1
group_3197***	12	0
group_2918	6	0
group_1777***	9	4
group_4486*	9	4
group_3886***	6	7
group_3887*********	6	6
group_718	3	9
group_3184**	5	0
group_6112****	4	9
group_2804**	1	0
group_9900	10	1
group_2329*********	0	2
group_3530**	9	4
group_5079**	3	1
group_6071	7	3
group_1687	3	0
group_4698********	8	2
group_3197****	0	12
group_3904**********	10	3
group_1848*****	10	3
group_1805*****	9	3
group_2082*	4	4
group_1765*	6	0
group_3903*	6	0
group_3902	8	0
group_1767*	8	0
group_1768	8	0
group_692**	10	0
group_2078**	4	3
group_1771	7	0
group_2614***	4	0
group_1772	5	3
intA_7	5	3
group_4563***	7	4
group_46*	3	7
group_3887**********	6	4
group_2594*	3	0
group_1761****	3	0
group_5642*****	5	0
group_3971**	5	0
group_4183***	5	0
group_4982	3	1
group_6325**	4	0
group_5034*******	4	2
group_3531*	1	7
group_1805******	5	7
xerD_1	6	8
group_2805**	10	3
group_5399**	9	3
group_1861**	2	9
group_872***	1	9
group_3537******	2	7
group_4444*	1	13
group_2363*	8	5
group_4572***	7	5
group_6399****	10	2
group_704	10	2
group_2370	10	2
group_10531*	10	2
group_9049	9	5
group_5654*******	10	2
group_2376**	9	5
group_111******	7	0
group_6408*******	9	5
group_849****	9	4
group_157*	9	5
group_6411	7	4
intS_4	8	5
group_4556**	6	0
group_3915*	2	0
group_2208***	0	4
group_3731****	1	4
group_233	0	7
group_758*	0	7
group_6055****	2	0
group_1203	0	4
group_1204	1	8
cia	7	9
group_1966********	3	5
group_6260	0	9
group_3734*****	0	9
umuC_1*	7	7
umuD_2**	0	2
group_812****	0	2
group_232	1	1
group_2801	3	0
group_7528******	6	1
group_2364***********	8	5
group_3737********	4	7
group_1799****	10	2
group_934******	0	13
group_1963	0	15
group_771**	0	10
group_8918*	3	1
group_10059*	3	9
group_3555***************	6	8
group_3556**	1	11
group_10811	4	7
group_6075******	5	7
group_287******	0	5
group_4638******	9	2
group_9252*	2	0
group_3439*****	0	10
group_4455***	2	7
group_1057*	3	2
group_11880	9	5
cnl_1	5	0
cdi*	5	0
group_4176**	6	0
group_3530***	5	11
group_5538**	8	0
group_6253**	5	1
group_744	5	0
group_5034********	4	0
group_1219*	8	4
group_24**	0	1
group_11320**	7	5
mbeC****	3	6
mbeA**	2	12
group_9046	4	0
group_5993*	4	0
group_113************	8	6
cbeA_1	4	8
group_5560***	3	2
group_4942*****	6	0
group_3192*****	3	2
group_6177*	2	0
group_6368*	3	0
group_973	2	0
group_4598******	4	4
group_5742	10	4
group_5743*****	7	6
group_54*	0	2
group_1683*****	1	10
yhcR	0	2
yhcR_2	7	6
group_249*****	1	11
group_588**	1	5
group_4631***	5	0
ccdA	3	2
ccdB	1	3
group_2208****	0	6
group_5654********	0	6
parM*	0	7
group_5654*********	0	6
flmC	0	6
group_2750	2	0
group_8170*	3	0
group_3779***********	7	2
group_4312*	8	2
group_4082******	0	11
group_445	7	4
group_1650	3	1
group_249******	4	5
group_1651*	3	1
group_1652	3	1
group_1653	3	1
group_1654**	3	1
group_1682*****	3	8
group_6202**	2	0
group_5571*	4	0
group_3797*****	11	4
relE*	8	3
group_3195*******	8	3
parA**	7	3
virB**	7	3
bla	0	7
folP_2	0	5
neo	0	11
group_2302**	0	5
group_3290	2	8
group_7085*	0	10
group_186*	0	5
group_3515	3	10
group_2443*	3	11
psiB_1	11	2
group_3159	10	1
group_1913	9	3
group_5013***	6	3
group_1928**	0	3
group_4209***	0	8
group_1867*	0	7
group_2228*****	0	8
group_1525	0	7
group_1526**	0	7
group_772**	0	10
group_1169	0	9
group_4994**	6	10
group_5556**	3	0
group_5557**	3	0
group_2514	4	0
group_4974**	4	0
group_4098	4	0
group_4976	4	0
group_4977****	4	0
group_2743*	4	0
group_105**	8	1
group_6260*	2	1
group_2596**	3	0
group_112******	6	9
group_2301********	0	6
group_2189*****	0	9
group_2911**	8	9
group_4082*******	10	2
group_6265	2	0
group_6266***	2	0
group_855	0	7
group_6917***	13	1
group_6798**	3	2
group_4578*	3	2
group_129	5	0
group_6267*****	5	1
group_1121*	5	0
vgrG1_1	5	0
hcpA_2*	1	11
group_1068**	6	1
group_3349**	5	2
group_4716************	6	2
group_7991**	7	1
group_5660**	6	1
group_764**	6	1
group_11430	9	0
group_4861***	6	5
group_3119	1	0
group_2247****	11	2
group_6271**	3	0
group_6272	3	0
group_2983	3	0
group_940**	4	0
group_3634*	4	0
group_5751***	3	9
group_5750***********	7	3
group_6273*	4	0
group_849*****	2	5
group_650*	5	0
group_73**	2	0
group_3751**	5	1
group_2024*******	4	3
group_5698********	5	4
group_1070**	3	0
group_3402	5	3
group_728***	2	0
group_1791	4	0
traY	2	10
group_7281*	6	1
traV*	0	2
group_6363**	6	1
group_6794*	6	1
group_11157	5	1
group_4699*	9	1
group_2300******	5	10
group_2263**	4	0
group_3531**	9	2
group_696***	0	8
group_9620*	3	1
group_1794	1	14
group_2246****	0	2
hha_2*	1	5
yadA*	6	1
group_2303***********	4	0
group_2243	4	10
group_10103**	5	0
group_6975********	3	0
group_2684******	6	8
group_2146**	5	9
group_625**	5	0
group_7894	4	1
group_4749****	0	7
dnaB_2*	1	13
group_2302***	7	7
group_1738	5	9
group_8331	3	0
group_3465*	4	0
group_2064	7	3
group_4329*	4	0
group_2484******	5	9
group_1493	4	9
group_4589*	1	12
group_7883	4	0
group_4148*****	3	10
group_5947*	3	0
group_3217	4	9
group_2376***	4	9
group_3882******	5	8
group_5178*	2	12
group_2685*	2	10
group_1863*******	2	10
group_2686********	1	11
umuD_2***	0	12
group_4591*	2	0
group_1074*	5	1
group_3419*	7	7
group_5112	8	5
group_5258********	8	6
group_9782	8	6
group_2620*	6	3
group_286****	1	6
group_1964***	2	7
group_3772	8	4
group_134	8	3
group_1848******	3	2
group_3847*	3	3
group_7290******	9	3
group_7293	9	3
group_3886****	1	9
ydfB**	1	8
group_3475******	6	1
group_9111	6	4
group_9922**	2	7
group_4717***	3	7
group_4555**	5	1
group_7631	3	0
group_3116*	8	2
group_307	8	1
group_3477*****	8	2
group_499	8	2
group_5508*	8	2
group_2229*	8	2
group_131	0	3
traS**	1	8
group_4560**	6	3
group_7301	7	3
group_6038****	8	4
group_6796*	10	1
group_6693	9	1
group_111*******	0	7
group_5951	7	1
group_940***	0	3
group_116**	11	4
group_1439*	1	10
group_9009	3	9
group_3519**********	3	9
group_7046*	5	0
group_8226*	5	0
group_3868*****	7	1
group_8229	5	0
group_3834*****	5	0
group_7055	5	0
group_7056	5	0
group_7057*	5	0
group_4616****	7	6
group_3187****	10	4
group_4675*****	8	10
group_979*************	3	8
group_1627*	5	0
group_8217	5	0
group_4569****	1	9
group_7083*********	5	11
group_287*******	8	4
group_1788*	7	6
group_3532******	8	8
group_4469**	5	9
group_3779************	7	6
group_7156*	1	13
traA*	2	11
group_3476********	0	12
traJ*	1	12
group_99	0	4
fdtC	5	8
mcbA_2	5	9
group_3778****	5	9
group_3477******	4	9
group_3476*********	5	9
group_3475*******	5	9
znuC_2	5	9
group_4676***	5	9
group_6500*******	1	10
group_979**************	7	9
group_978**	5	7
group_3477*******	0	10
group_1939***	1	9
group_6976*	9	2
group_12048	5	0
group_3750*	6	0
group_3751***	5	0
group_1103	2	11
group_773*********	5	0
group_3193*	8	2
group_5818***	2	0
group_6682*******	10	3
group_1499	9	9
ssb_1*	15	0
group_10172*	7	3
group_930***	7	8
group_5539*	3	0
group_1761*****	10	2
group_1760	9	2
group_3325	1	11
group_3917***	7	2
group_10502	7	2
group_2808*	2	0
group_2632	8	1
group_2302****	5	7
group_7490*	5	3
group_6424***	1	0
group_7896***	4	0
group_275	2	0
group_4350*	2	0
group_703	2	0
group_7159**	7	1
group_5609	2	0
group_2246*****	6	10
group_3474******	6	7
group_11878*	3	1
group_3429***	5	3
group_1848*******	1	12
group_1243	4	0
group_1608	5	3
group_3692*****	5	1
group_2738	4	2
group_5660***	7	3
group_2888****	7	0
group_3670**	4	0
group_5034*********	7	0
group_5033*	7	0
group_5443*	9	3
group_2464**	2	0
group_5197*	12	3
group_3467	5	0
group_6914*	4	0
group_1711*	4	0
group_3502	3	0
group_6064	6	0
group_5265*	3	0
group_4334*	3	0
group_4335*	3	0
group_4081**	6	2
group_9299	6	2
group_3666*	3	2
group_3433	5	0
group_3435****	5	0
group_8226**	6	0
group_2201*	14	1
group_8228*	5	0
group_7640***	8	1
group_5061	8	1
group_6104*	4	1
group_3599*	4	0
group_2887*	3	0
group_8216	5	0
group_8217*	5	1
group_637	7	0
group_1805*******	5	0
iraM*	4	0
group_5699*****	7	10
group_817********	7	6
group_3753******	3	8
group_683**	5	4
group_6013****	5	0
group_7983*	9	0
group_3687**	4	10
group_7657	6	2
group_10811*	5	6
group_2377***	2	7
group_814****	8	6
group_1807***	5	0
group_8222	5	0
group_8223	4	0
cbtA_1*	0	8
group_2685**	3	12
cat	5	8
neo_2*	5	7
group_7045*	6	3
group_4069************	0	13
group_9353	5	0
group_2687*******	7	2
group_237	0	11
group_970*	6	7
group_112*******	0	11
group_6112*****	6	7
group_7731****	13	1
group_9351	13	1
group_1478*******	11	2
group_3667********	11	2
hsdS**	4	1
intS_2*	0	10
group_4253**	8	3
group_1157*	9	2
group_799	9	4
group_6073	10	3
srlR_3	3	0
group_2941	7	0
group_11474*	4	2
group_11475*	4	3
group_4895	5	3
group_2684*******	7	8
group_4898*	2	6
folP_2*	1	8
emrE_2*	0	8
xerD_2**	1	10
group_6075*******	2	11
group_3842*****	11	2
group_3197*****	9	2
group_765*	9	2
group_2361*******	11	3
group_2364************	11	3
group_2365********	11	2
group_1866*	10	2
group_5809***	2	0
group_6169*	4	3
rdmC*	4	3
group_7111*	4	3
group_4889**	4	3
group_1492	6	5
cph2	2	8
group_5012*********	2	10
group_4749*****	2	9
merA	2	9
merC	2	9
merP	2	9
merT*	2	8
merR*	2	9
group_5699******	1	8
tetR*	0	8
tetA*	1	9
yedA_2	4	12
pagN_1	11	2
group_935***	12	1
group_3179	10	2
group_5764***	11	2
intS_3*	8	6
group_1651**	6	0
group_8266	10	1
group_2721*	0	10
group_4666*****	11	2
group_4975	11	2
group_4080	10	3
group_2870**	11	2
group_2303************	10	2
ybaQ_2	9	0
group_3791*	3	12
repA**	3	12
group_4557*****	7	0
group_4556***	7	0
group_8304	12	0
group_2303*************	9	2
group_3906*******	11	2
group_4839*	9	2
group_2696	10	2
group_6565	3	0
group_8284*	10	5
traM*	5	10
traJ**	2	9
group_3698***	3	11
group_4307**	0	9
pemI	0	7
pemK	0	7
group_2492	4	0
tnpR*	6	0
group_10168	5	0
group_3958*****	11	2
group_4083*******	9	3
group_445*	3	0
group_1760*	3	0
group_3757*	2	10
group_7571	2	0
group_7573	5	2
group_3735*********	7	1
group_978***	8	8
group_7110*	3	0
group_3665*****	7	0
group_10036*	5	0
group_1862*****	0	10
rbsK/rbiA	10	2
group_2454*	7	9
group_240*	8	2
group_4165**	8	1
group_852	0	16
group_5005	6	1
group_11337	1	12
group_113*************	0	13
group_1788**	12	2
cea*	12	2
group_10035	9	3
group_3120*	2	0
group_312	2	0
group_1863********	1	11
group_5114***	6	1
group_1130*	5	7
group_4254	2	0
group_3789**	10	0
hhaIM	3	5
group_2053****	3	6
cdiI4	9	1
group_1939****	10	2
group_2871**	10	2
group_2706****	10	2
group_3155***	8	8
group_6356	4	0
group_1780	2	0
group_7305*	5	0
group_6807*	8	7
cvaA	0	14
ltxB	0	15
cvaC	9	5
finO_1	8	4
vapB**	3	10
vapC**	3	10
group_8592	10	1
group_427*	3	0
group_6372	7	3
group_3072	4	0
group_4443*	3	1
klcA_6	3	1
group_2816*	3	0
relE2*	5	3
group_3349***	4	3
group_3348***	4	3
group_5290****	4	2
group_2928*	6	2
group_11713	2	0
group_3137*	11	1
group_3010****	10	6
group_7153	2	0
group_4664	4	2
group_978****	3	10
group_3730	6	0
group_5764****	12	0
group_5220*	5	0
group_4335**	11	0
group_3671****	11	2
group_1746*	11	2
group_14521	10	0
group_4946	6	4
group_3751****	6	1
group_3750**	2	9
group_7982**	6	1
prtR*****	6	1
group_9930*	6	1
group_5570*****	6	1
group_815****	12	6
group_9927***	5	1
group_9926	7	1
group_9925	6	1
group_9924*	5	1
group_4442*******	0	15
group_286*****	4	11
group_8333	3	0
group_6116******	0	6
group_1593	3	0
group_1929**	0	11
nucH***	0	11
group_6267******	0	11
group_6266****	0	12
group_5670*	0	11
group_138	0	11
group_2242**	5	7
pndA*	0	7
group_287********	5	7
group_6075********	0	7
group_6262**	5	8
group_6261**	7	6
group_3887***********	5	8
group_759*	6	6
group_5676	5	8
group_2417**	1	8
group_2418**	5	7
group_6010	0	7
group_6011*	5	6
group_2176	0	13
yggR_2*	0	14
group_2178	2	10
group_2179	2	10
group_2180**	6	7
group_2181*	0	11
group_5753***	4	7
group_1962*	6	6
group_1963*	6	6
group_1964****	8	5
group_1965**	6	6
tcpT**	6	6
group_2188******	6	7
group_2189******	6	6
group_2189*******	6	6
group_6242***	0	13
group_2079***	0	8
yqiK_2*	0	9
group_4465	9	4
group_4463***	10	5
group_990	5	2
group_5330**	9	3
group_6076**	5	10
group_6077***	5	10
group_4200**	4	10
group_1478********	1	4
group_2255**	12	1
group_6941*******	8	9
cia*	5	0
group_566	7	2
group_4464*****	3	0
group_5844	3	0
group_5258*********	2	14
group_2636****	10	3
group_4090****	10	3
group_8198	3	0
group_8199	10	3
group_8154	10	3
group_1328****	11	2
group_5953*	9	0
group_3733*	8	0
group_7056*	8	7
group_2720**	8	7
group_1683******	8	7
intS_4*	8	7
group_6242****	6	10
group_848*	7	3
group_6249	3	1
group_9746	3	1
dnaB_2**	8	5
group_5699*******	7	6
group_5698*********	3	1
group_6570****	3	1
group_5013****	4	5
group_5012**********	4	5
group_7157	3	0
group_5010	3	0
group_7155	3	0
group_5487	3	1
group_4675******	8	4
ydeO_1	3	0
ydiV_2*	4	0
group_695*******	0	13
group_4345	2	0
group_5984	3	0
group_5392*	0	4
relE**	8	5
group_5539**	8	0
opgE_1	10	3
group_1799*****	9	3
group_5460*	9	8
group_4671***	7	10
group_6074**	7	8
group_4675*******	8	8
group_5019	8	8
group_1516*	9	4
group_5012***********	8	8
group_7991***	8	8
group_4778*	8	7
group_5513**	8	8
group_9768*	8	8
group_4440**	8	8
group_5755****	8	8
group_6408********	8	8
group_6409***	8	8
tcpT***	11	5
group_2683*	8	8
group_7983**	9	8
group_2684********	8	5
group_5859*	4	0
group_5997**	3	0
group_4947****	8	0
group_1685*	6	1
group_1129	3	0
group_3907*	2	0
group_12133	3	0
group_6938*	3	0
group_6057**	2	0
ydaG	11	2
group_2224	8	4
group_3136	7	4
group_9783*	10	4
group_3477********	4	4
gnu	8	3
group_6488*	3	0
group_3238****	5	2
group_4058*****	5	0
group_4019***	9	4
group_2713	9	1
group_2712*	7	1
group_2711*	7	1
group_2707****	8	2
group_2706*****	8	2
group_4877**	8	2
group_3778*****	6	2
group_4192	8	0
group_2484*******	11	1
group_8597***	8	0
group_2945******	10	2
group_2946	9	0
group_9254*	9	0
group_6426*	10	1
group_2923***	7	0
group_3049*****	10	3
group_815*****	10	2
apbC_2	9	2
group_4247	7	0
group_4715**	9	0
group_1385	11	2
group_7198**	5	0
group_6942*	8	0
group_6943	8	0
group_12207	11	1
group_518	7	1
group_3906********	9	1
group_2459****	9	1
group_2845****	9	0
group_4705*	11	1
rnhA_2	11	1
group_1045*	11	1
group_5346**	11	1
dfrD	11	1
group_2908*****	11	1
thyA2	9	1
nrdB_2*	11	1
nrdA_2	10	1
group_5747	11	1
group_4038	11	1
group_5746***	10	1
group_3054	11	1
group_4789	10	1
repB_1**	11	0
group_4510	11	1
group_4639****	11	1
group_4638*******	11	1
group_3007**	12	1
group_4291****	10	1
group_12186*	11	1
dnaE_1	9	0
group_4779**	10	1
group_1052*	10	1
grxA_2	9	0
group_4561***	10	1
group_4560***	11	1
group_4091****	7	0
group_3843*	5	0
group_4312**	3	0
group_4313********	10	1
group_2875**	11	1
group_4763*	10	1
group_3958******	6	0
group_5294***	11	1
group_4875	9	0
group_2413**	11	1
ospG	5	1
group_3871***	4	9
hin_2	9	7
group_4335***	12	1
group_1760**	11	0
group_4341****	11	2
group_3785*	11	1
group_4748**	11	1
group_2168	4	1
aroH_2	7	6
pfeA	6	3
besA	6	3
fes_2	6	3
msbA_3	8	3
elmGT*	9	2
group_729	10	0
group_4364	8	6
group_683***	9	3
hpf_2*	3	6
fhuC_2	3	6
mntB_1*	3	6
mntB_2*	3	6
group_1645*	9	5
group_789*	8	1
group_7160***	9	3
group_6389	1	8
sopB	4	8
group_11769	10	6
group_3794*****	10	0
group_70	2	0
group_930****	4	0
group_3664********	7	1
group_2068*****	10	4
group_978*****	0	11
group_4227*	2	0
group_9957	9	5
group_5599**	10	3
group_3366	7	2
group_728****	7	1
group_5003	7	3
group_4839**	7	4
yciC	8	4
group_5013*****	1	7
group_4845****	8	5
ompT_2	7	4
group_764***	8	4
group_3735**********	9	4
group_1805********	11	2
group_1479**	7	5
group_11641*	3	1
group_528**	4	1
group_6149	3	10
relE2**	10	1
group_3544***	9	2
group_2303**************	9	2
group_4861****	5	4
group_4684****	3	0
group_2637**	9	4
group_12597	3	1
group_12596	3	1
group_12595	3	1
group_1912*	5	2
group_1862******	0	15
atm1*	4	0
group_6162**	8	2
group_3122******	9	0
intQ	9	0
group_4855	5	0
group_4856**	6	0
group_6266*****	5	4
group_6265*	7	2
group_6159*	5	3
