ClusterA	ClusterB	Gene_class	Count
35	1	all	4539
35	2	all	4665
35	3	all	4472
35	4	all	4561
35	5	all	4729
35	6	all	4701
35	7	all	4727
35	8	all	4403
35	9	all	4333
35	10	all	4338
35	12	all	5145
35	13	all	4342
35	14	all	4413
35	15	all	4342
35	18	all	3945
35	19	all	4674
35	20	all	4286
35	24	all	4687
35	25	all	4324
35	28	all	4364
35	29	all	4223
35	31	all	4169
35	32	all	4614
35	33	all	4068
35	34	all	4266
35	36	all	4181
35	37	all	4476
35	38	all	4167
35	41	all	3892
35	44	all	4332
35	45	all	3849
35	46	all	4239
35	48	all	4242
35	17	all	4330
35	26	all	4417
35	27	all	3889
35	22	all	4337
35	23	all	4370
35	40	all	4492
35	42	all	4101
35	30	all	3423
35	39	all	4235
35	11	all	4257
35	16	all	4183
35	51	all	4031
35	47	all	3877
28	1	all	4997
28	2	all	4462
28	3	all	4551
28	4	all	4543
28	5	all	5025
28	6	all	4840
28	7	all	4548
28	8	all	5534
28	9	all	5276
28	10	all	4555
28	12	all	5179
28	13	all	4401
28	14	all	4712
28	15	all	5462
28	18	all	4068
28	19	all	4352
28	20	all	4013
28	24	all	4444
28	25	all	4441
28	29	all	4152
28	31	all	4188
28	32	all	4326
28	33	all	4122
28	34	all	4364
28	36	all	5135
28	37	all	4219
28	38	all	4094
28	41	all	3990
28	44	all	4045
28	45	all	3784
28	46	all	4263
28	48	all	4156
28	22	all	4620
28	26	all	4432
28	40	all	4300
28	11	all	4204
28	17	all	4247
28	47	all	3759
28	23	all	4377
28	39	all	4341
28	42	all	4039
28	16	all	4096
28	51	all	3853
28	27	all	3711
28	30	all	3400
23	1	all	5006
23	3	all	4831
23	5	all	5241
23	8	all	4593
23	9	all	4526
23	10	all	4628
23	14	all	4836
23	18	all	4013
23	22	all	4578
23	29	all	4477
23	34	all	4620
23	36	all	4246
23	38	all	4393
23	2	all	4800
23	6	all	4867
23	7	all	4855
23	12	all	5003
23	13	all	4518
23	15	all	4554
23	19	all	4590
23	33	all	4320
23	37	all	4540
23	39	all	4385
23	41	all	4112
23	42	all	4274
23	4	all	4859
23	45	all	4233
23	44	all	4277
23	17	all	4516
23	20	all	4199
23	24	all	4530
23	26	all	4622
23	40	all	4581
23	31	all	4427
23	48	all	4428
23	11	all	4419
23	27	all	3945
23	32	all	4470
23	16	all	4191
23	51	all	3993
23	25	all	4255
23	46	all	4332
23	47	all	4000
23	30	all	3826
30	1	all	3636
30	2	all	3606
30	3	all	3642
30	7	all	3743
30	11	all	3558
30	14	all	3604
30	26	all	3734
30	34	all	3700
30	36	all	3502
30	39	all	3559
30	40	all	3698
30	42	all	3544
30	48	all	3622
30	4	all	3663
30	5	all	3749
30	10	all	3582
30	12	all	3772
30	17	all	3553
30	24	all	3549
30	27	all	3385
30	6	all	3697
30	32	all	3557
30	37	all	3569
30	9	all	3522
30	18	all	3274
30	31	all	3595
30	33	all	3522
30	38	all	3530
30	20	all	3449
30	51	all	3431
30	8	all	3590
30	13	all	3604
30	16	all	3535
30	19	all	3600
30	46	all	3564
30	22	all	3626
30	25	all	3470
30	29	all	3500
30	41	all	3446
30	44	all	3631
30	15	all	3634
30	45	all	3501
30	47	all	3443
12	1	all	6481
12	2	all	6649
12	3	all	6476
12	4	all	6655
12	5	all	6497
12	6	all	6215
12	7	all	6491
12	8	all	5486
12	9	all	5295
12	10	all	5554
12	13	all	5774
12	14	all	5707
12	15	all	5688
12	18	all	4624
12	19	all	5862
12	20	all	5228
12	24	all	5450
12	25	all	5314
12	29	all	5183
12	31	all	5123
12	32	all	5230
12	33	all	4902
12	34	all	5536
12	36	all	4920
12	37	all	5338
12	38	all	4828
12	41	all	4707
12	44	all	5172
12	45	all	4201
12	46	all	5053
12	48	all	5006
12	11	all	5492
12	16	all	5043
12	17	all	5413
12	26	all	5566
12	40	all	5542
12	27	all	4515
12	47	all	4586
12	51	all	4435
12	22	all	5660
12	39	all	4930
12	42	all	4691
8	1	all	5892
8	2	all	5232
8	3	all	5217
8	4	all	5314
8	5	all	6069
8	6	all	5682
8	7	all	5078
8	9	all	6197
8	10	all	5128
8	13	all	4900
8	14	all	5367
8	15	all	6517
8	18	all	4450
8	19	all	4784
8	20	all	4323
8	24	all	5029
8	25	all	5060
8	29	all	4570
8	31	all	4589
8	32	all	4753
8	33	all	4517
8	34	all	4820
8	36	all	5619
8	37	all	4555
8	38	all	4415
8	41	all	4212
8	44	all	4402
8	45	all	4043
8	46	all	4608
8	48	all	4642
8	22	all	5263
8	26	all	5104
8	40	all	4684
8	11	all	4746
8	17	all	4780
8	27	all	4043
8	39	all	4848
8	42	all	4367
8	47	all	4095
8	16	all	4456
8	51	all	4091
24	1	all	5030
24	2	all	5047
24	3	all	5040
24	4	all	5038
24	5	all	5458
24	6	all	5205
24	7	all	5088
24	9	all	4773
24	10	all	4708
24	13	all	4651
24	14	all	5018
24	15	all	4925
24	18	all	4262
24	19	all	4947
24	20	all	4540
24	25	all	4472
24	29	all	4556
24	31	all	4598
24	32	all	5065
24	33	all	4246
24	34	all	4840
24	36	all	4660
24	37	all	4617
24	38	all	4375
24	41	all	4083
24	44	all	4431
24	45	all	4002
24	46	all	4400
24	48	all	4650
24	17	all	4593
24	26	all	5046
24	27	all	3973
24	11	all	4513
24	40	all	4671
24	22	all	4820
24	42	all	4309
24	16	all	4392
24	39	all	4599
24	51	all	4219
24	47	all	4012
5	1	all	7621
5	2	all	6525
5	3	all	6499
5	4	all	6504
5	6	all	7433
5	7	all	6217
5	9	all	5629
5	10	all	6475
5	13	all	5562
5	14	all	6733
5	15	all	5873
5	18	all	4662
5	19	all	5629
5	20	all	5008
5	25	all	5364
5	29	all	5219
5	31	all	5137
5	32	all	5141
5	33	all	4731
5	34	all	5900
5	36	all	5125
5	37	all	5202
5	38	all	4786
5	41	all	4655
5	44	all	4825
5	45	all	4285
5	46	all	4912
5	48	all	5434
5	22	all	6136
5	26	all	5965
5	40	all	5574
5	11	all	5476
5	17	all	5142
5	39	all	5417
5	16	all	5156
5	27	all	4477
5	47	all	4491
5	42	all	4763
5	51	all	4217
22	2	all	5022
22	3	all	5040
22	4	all	5300
22	9	all	5256
22	10	all	5392
22	13	all	4822
22	14	all	5550
22	15	all	5407
22	18	all	4195
22	20	all	4302
22	25	all	4607
22	26	all	5252
22	29	all	4477
22	32	all	4638
22	36	all	4756
22	38	all	4441
22	40	all	4852
22	1	all	6087
22	6	all	5864
22	7	all	5103
22	31	all	4552
22	33	all	4365
22	37	all	4641
22	39	all	5042
22	45	all	4101
22	34	all	4988
22	19	all	4809
22	41	all	4170
22	42	all	4568
22	17	all	4429
22	46	all	4468
22	11	all	4608
22	47	all	4200
22	27	all	4284
22	16	all	4729
22	48	all	4676
22	44	all	4579
22	51	all	4036
32	1	all	4883
32	2	all	4825
32	3	all	4770
32	4	all	4755
32	6	all	5072
32	7	all	4905
32	9	all	4596
32	10	all	4554
32	13	all	4508
32	14	all	4796
32	15	all	4727
32	18	all	4083
32	19	all	4745
32	20	all	4393
32	25	all	4358
32	29	all	4447
32	31	all	4486
32	33	all	4314
32	34	all	4744
32	36	all	4532
32	37	all	4613
32	38	all	4285
32	41	all	4094
32	44	all	4340
32	45	all	3975
32	46	all	4460
32	48	all	4642
32	26	all	4770
32	40	all	4617
32	11	all	4367
32	16	all	4390
32	17	all	4529
32	27	all	3894
32	47	all	3943
32	39	all	4522
32	42	all	4300
32	51	all	4227
36	1	all	4868
36	2	all	4414
36	3	all	4577
36	4	all	4399
36	6	all	4999
36	7	all	4546
36	9	all	5158
36	10	all	4560
36	13	all	4427
36	14	all	4797
36	15	all	5541
36	18	all	3945
36	19	all	4473
36	20	all	4067
36	25	all	4594
36	29	all	4150
36	31	all	4248
36	33	all	4086
36	34	all	4494
36	37	all	4268
36	38	all	4138
36	41	all	4044
36	44	all	4161
36	45	all	3789
36	46	all	4233
36	48	all	4329
36	26	all	4600
36	40	all	4394
36	17	all	4253
36	47	all	3864
36	11	all	4284
36	39	all	4453
36	42	all	4186
36	27	all	3764
36	16	all	4192
36	51	all	3951
26	2	all	5257
26	3	all	5308
26	4	all	5363
26	9	all	4866
26	10	all	5033
26	13	all	4800
26	14	all	5272
26	15	all	5100
26	18	all	4299
26	20	all	4623
26	25	all	4595
26	29	all	4740
26	38	all	4530
26	40	all	4906
26	1	all	5400
26	7	all	5350
26	11	all	4719
26	17	all	4710
26	31	all	4829
26	33	all	4475
26	46	all	4648
26	6	all	5574
26	16	all	4769
26	19	all	4960
26	34	all	5321
26	45	all	4081
26	48	all	4863
26	27	all	4425
26	37	all	4716
26	51	all	4173
26	42	all	4579
26	39	all	4728
26	44	all	4562
26	47	all	4207
26	41	all	4232
14	1	all	6391
14	2	all	5534
14	3	all	5444
14	4	all	5407
14	6	all	6521
14	7	all	5498
14	9	all	5153
14	10	all	5593
14	13	all	4824
14	15	all	5222
14	18	all	4266
14	19	all	5085
14	20	all	4540
14	25	all	4661
14	29	all	4656
14	31	all	4694
14	33	all	4359
14	34	all	5297
14	37	all	4734
14	38	all	4375
14	41	all	4168
14	44	all	4369
14	45	all	4083
14	46	all	4472
14	48	all	4906
14	40	all	4840
14	39	all	4959
14	11	all	4672
14	17	all	4597
14	47	all	4172
14	51	all	4015
14	27	all	4172
14	42	all	4421
14	16	all	4587
6	1	all	6927
6	2	all	6143
6	3	all	5991
6	4	all	6138
6	7	all	6069
6	9	all	5283
6	10	all	5972
6	13	all	5334
6	15	all	5560
6	18	all	4420
6	19	all	5432
6	20	all	4882
6	25	all	5250
6	29	all	5073
6	31	all	5014
6	33	all	4741
6	34	all	5664
6	37	all	5213
6	38	all	4687
6	41	all	4517
6	44	all	4741
6	45	all	4194
6	46	all	4755
6	48	all	5151
6	39	all	5376
6	11	all	5148
6	16	all	4982
6	17	all	5075
6	40	all	5290
6	27	all	4431
6	47	all	4417
6	51	all	4180
6	42	all	4693
9	1	all	5639
9	2	all	4823
9	3	all	4878
9	4	all	5050
9	7	all	4822
9	10	all	4809
9	13	all	4612
9	15	all	6188
9	18	all	4398
9	19	all	4632
9	20	all	4152
9	25	all	4577
9	29	all	4392
9	31	all	4392
9	33	all	4469
9	34	all	4669
9	37	all	4430
9	38	all	4333
9	41	all	4111
9	44	all	4296
9	45	all	4006
9	46	all	4421
9	48	all	4479
9	40	all	4558
9	39	all	4581
9	17	all	4502
9	47	all	3986
9	42	all	4360
9	11	all	4436
9	51	all	3942
9	16	all	4301
9	27	all	3920
39	1	all	5104
39	2	all	4636
39	3	all	4619
39	7	all	4618
39	10	all	4962
39	13	all	4460
39	29	all	4401
39	31	all	4406
39	33	all	4244
39	37	all	4494
39	38	all	4312
39	45	all	4014
39	15	all	4728
39	18	all	4022
39	19	all	4428
39	34	all	4643
39	41	all	4151
39	42	all	4330
39	4	all	4743
39	11	all	4302
39	40	all	4470
39	48	all	4499
39	17	all	4326
39	27	all	4114
39	20	all	4151
39	25	all	4427
39	46	all	4195
39	51	all	4028
39	16	all	4324
39	44	all	4221
39	47	all	4037
15	1	all	5774
15	2	all	5117
15	3	all	5270
15	4	all	5401
15	7	all	5174
15	10	all	5059
15	13	all	4920
15	18	all	4397
15	19	all	4756
15	20	all	4373
15	25	all	4921
15	29	all	4611
15	31	all	4569
15	33	all	4608
15	34	all	4959
15	37	all	4579
15	38	all	4408
15	41	all	4284
15	44	all	4545
15	45	all	4037
15	46	all	4569
15	48	all	4603
15	40	all	4740
15	17	all	4749
15	47	all	4193
15	27	all	4066
15	42	all	4549
15	11	all	4662
15	16	all	4536
15	51	all	4125
34	1	all	5425
34	2	all	5289
34	3	all	5294
34	4	all	5330
34	7	all	5467
34	10	all	5016
34	13	all	4896
34	18	all	4062
34	19	all	4938
34	20	all	4520
34	25	all	4643
34	29	all	4719
34	31	all	4720
34	33	all	4431
34	37	all	4747
34	38	all	4365
34	41	all	4348
34	44	all	4544
34	45	all	4002
34	46	all	4526
34	48	all	5008
34	11	all	4770
34	16	all	4711
34	17	all	4619
34	40	all	4927
34	51	all	4165
34	42	all	4557
34	27	all	4265
34	47	all	4155
42	1	all	4384
42	2	all	4384
42	3	all	4379
42	7	all	4578
42	10	all	4287
42	13	all	4261
42	18	all	3747
42	19	all	4293
42	29	all	4061
42	33	all	4023
42	37	all	4343
42	38	all	4134
42	41	all	4087
42	4	all	4441
42	45	all	3874
42	17	all	4078
42	20	all	4080
42	40	all	4632
42	11	all	4199
42	48	all	4349
42	31	all	4129
42	27	all	4056
42	46	all	4182
42	47	all	4017
42	16	all	4213
42	25	all	4184
42	51	all	4019
42	44	all	4262
48	1	all	4875
48	2	all	4879
48	3	all	4943
48	4	all	4854
48	7	all	4938
48	10	all	4654
48	13	all	4579
48	18	all	3922
48	19	all	4667
48	20	all	4346
48	25	all	4343
48	29	all	4494
48	31	all	4407
48	33	all	4205
48	37	all	4550
48	38	all	4224
48	41	all	4152
48	44	all	4274
48	45	all	3999
48	46	all	4371
48	11	all	4535
48	16	all	4540
48	17	all	4432
48	40	all	4712
48	27	all	4133
48	51	all	4027
48	47	all	4064
20	1	all	4757
20	2	all	6170
20	3	all	5951
20	4	all	5877
20	7	all	5597
20	10	all	4537
20	13	all	5395
20	18	all	4339
20	19	all	5126
20	25	all	5058
20	29	all	5238
20	31	all	4849
20	33	all	4587
20	37	all	5008
20	38	all	4582
20	41	all	4624
20	44	all	4753
20	45	all	3824
20	46	all	4676
20	40	all	4726
20	11	all	5346
20	17	all	5336
20	16	all	4366
20	47	all	4711
20	51	all	4112
20	27	all	4357
4	1	all	6685
4	2	all	8218
4	3	all	8270
4	7	all	7304
4	10	all	5465
4	13	all	6919
4	18	all	5116
4	19	all	6067
4	25	all	6336
4	29	all	6386
4	31	all	5714
4	33	all	5425
4	37	all	5624
4	38	all	5249
4	41	all	5605
4	44	all	5405
4	45	all	4106
4	46	all	5308
4	40	all	5579
4	11	all	6575
4	17	all	6471
4	16	all	4768
4	27	all	4706
4	47	all	5427
4	51	all	4318
13	1	all	5405
13	2	all	6614
13	3	all	7315
13	7	all	6164
13	10	all	4945
13	18	all	4656
13	19	all	5432
13	25	all	6114
13	29	all	5733
13	31	all	5066
13	33	all	4870
13	37	all	5147
13	38	all	4950
13	41	all	5431
13	44	all	4882
13	45	all	4034
13	46	all	4896
13	40	all	5170
13	11	all	6640
13	17	all	5889
13	16	all	4525
13	47	all	4885
13	27	all	4495
13	51	all	4216
29	1	all	4926
29	2	all	5989
29	3	all	6295
29	7	all	5752
29	10	all	4580
29	18	all	4704
29	19	all	5158
29	25	all	5212
29	31	all	5251
29	33	all	4955
29	37	all	5060
29	38	all	4917
29	41	all	5017
29	44	all	4629
29	45	all	3911
29	46	all	4858
29	40	all	4704
29	11	all	5452
29	17	all	5783
29	16	all	4293
29	51	all	4109
29	27	all	4353
29	47	all	4753
3	1	all	6579
3	2	all	8045
3	7	all	7257
3	10	all	5370
3	18	all	5016
3	19	all	6001
3	25	all	6406
3	31	all	5661
3	33	all	5376
3	37	all	5486
3	38	all	5268
3	41	all	5696
3	44	all	5121
3	45	all	4114
3	46	all	5337
3	40	all	5557
3	11	all	7079
3	17	all	6552
3	16	all	4859
3	27	all	4765
3	47	all	5266
3	51	all	4356
25	1	all	5214
25	2	all	6162
25	7	all	5602
25	10	all	4789
25	18	all	4529
25	19	all	5082
25	31	all	4784
25	33	all	4619
25	37	all	4809
25	38	all	4635
25	41	all	5276
25	44	all	4675
25	45	all	3835
25	46	all	4698
25	40	all	4775
25	11	all	6060
25	16	all	4434
25	17	all	5445
25	47	all	4891
25	27	all	4525
25	51	all	4194
27	1	all	4383
27	2	all	4733
27	17	all	4429
27	37	all	4203
27	33	all	4066
27	40	all	4226
27	10	all	4311
27	7	all	4566
27	11	all	4518
27	38	all	4144
27	31	all	4177
27	41	all	4217
27	44	all	4161
27	46	all	4106
27	47	all	4348
27	19	all	4200
27	51	all	3916
27	16	all	4207
27	18	all	3994
27	45	all	3624
2	1	all	6610
2	7	all	7333
2	10	all	5346
2	18	all	5034
2	19	all	6348
2	31	all	5465
2	33	all	5262
2	37	all	5645
2	38	all	5011
2	41	all	5382
2	44	all	5304
2	45	all	4119
2	46	all	5160
2	40	all	5465
2	11	all	6385
2	16	all	4774
2	17	all	6229
2	47	all	5390
2	51	all	4318
41	1	all	4558
41	7	all	5036
41	10	all	4258
41	18	all	4348
41	19	all	4676
41	31	all	4600
41	33	all	4530
41	37	all	4558
41	38	all	4461
41	44	all	4468
41	45	all	3726
41	46	all	4397
41	11	all	5466
41	17	all	5082
41	47	all	4678
41	40	all	4491
41	16	all	4061
41	51	all	3956
47	1	all	4433
47	7	all	4936
47	11	all	4894
47	17	all	4813
47	18	all	4195
47	31	all	4491
47	33	all	4383
47	37	all	4461
47	38	all	4361
47	46	all	4225
47	19	all	4571
47	40	all	4488
47	44	all	4398
47	10	all	4207
47	16	all	4074
47	51	all	3901
47	45	all	3694
17	1	all	5126
17	7	all	5988
17	11	all	5740
17	31	all	5109
17	33	all	5034
17	38	all	4884
17	40	all	4882
17	46	all	5009
17	16	all	4338
17	19	all	5164
17	45	all	3919
17	37	all	5084
17	18	all	4606
17	10	all	4605
17	44	all	4737
17	51	all	4217
11	1	all	5249
11	7	all	5970
11	31	all	4939
11	33	all	4770
11	38	all	4773
11	40	all	5032
11	46	all	4796
11	16	all	4437
11	19	all	5334
11	45	all	3854
11	18	all	4526
11	37	all	5012
11	10	all	4751
11	44	all	4785
11	51	all	4160
40	10	all	4777
40	18	all	3996
40	38	all	4554
40	1	all	5221
40	7	all	5548
40	31	all	4727
40	33	all	4543
40	46	all	4630
40	16	all	4656
40	19	all	5111
40	45	all	3981
40	37	all	4917
40	44	all	4711
40	51	all	4127
10	1	all	6548
10	7	all	5366
10	18	all	4280
10	19	all	5043
10	31	all	4574
10	33	all	4378
10	37	all	4786
10	38	all	4425
10	44	all	4562
10	45	all	3974
10	46	all	4490
10	16	all	4952
10	51	all	4126
19	1	all	5681
19	7	all	6611
19	18	all	4436
19	31	all	5062
19	33	all	4868
19	37	all	5521
19	38	all	4776
19	44	all	5155
19	45	all	4025
19	46	all	5013
19	16	all	4659
19	51	all	4605
37	1	all	5159
37	7	all	5912
37	18	all	4203
37	31	all	4989
37	33	all	4793
37	38	all	4776
37	44	all	5081
37	45	all	3993
37	46	all	5142
37	16	all	4570
37	51	all	4319
7	1	all	6425
7	18	all	4607
7	31	all	5680
7	33	all	5359
7	38	all	5224
7	44	all	5380
7	45	all	4161
7	46	all	5511
7	16	all	4946
7	51	all	4752
46	1	all	4911
46	18	all	4141
46	31	all	4982
46	33	all	5038
46	38	all	4846
46	44	all	4678
46	45	all	3894
46	16	all	4490
46	51	all	4299
1	18	all	4649
1	31	all	4968
1	33	all	4886
1	38	all	4724
1	44	all	4973
1	45	all	4083
1	16	all	5407
1	51	all	4118
16	33	all	4316
16	45	all	3759
16	31	all	4401
16	18	all	3881
16	44	all	4460
16	51	all	4200
16	38	all	4249
33	18	all	4285
33	31	all	5121
33	38	all	5143
33	44	all	4612
33	45	all	3826
33	51	all	4130
31	18	all	4338
31	38	all	5066
31	44	all	4821
31	45	all	3910
31	51	all	4199
44	18	all	4040
44	38	all	4623
44	45	all	3857
44	51	all	4287
51	45	all	3641
51	18	all	3686
51	38	all	4095
38	18	all	4226
38	45	all	3868
45	18	all	3688
35	1	distant	0
35	2	distant	2831
35	3	distant	2687
35	4	distant	2716
35	5	distant	0
35	6	distant	0
35	7	distant	2888
35	8	distant	0
35	9	distant	0
35	10	distant	0
35	12	distant	0
35	13	distant	2578
35	14	distant	0
35	15	distant	0
35	18	distant	2196
35	19	distant	2838
35	20	distant	2516
35	24	distant	0
35	25	distant	2517
35	28	distant	0
35	29	distant	2459
35	31	distant	2401
35	32	distant	0
35	33	distant	2310
35	34	distant	0
35	36	distant	0
35	37	distant	2680
35	38	distant	2393
35	41	distant	2142
35	44	distant	2555
35	45	distant	0
35	46	distant	2449
35	48	distant	0
35	17	distant	2555
35	26	distant	0
35	27	distant	2152
35	22	distant	0
35	23	distant	0
35	40	distant	0
35	42	distant	0
35	30	distant	0
35	39	distant	0
35	11	distant	2501
35	16	distant	0
35	51	distant	2252
35	47	distant	2084
28	1	distant	0
28	2	distant	2544
28	3	distant	2591
28	4	distant	2552
28	5	distant	0
28	6	distant	0
28	7	distant	2648
28	8	distant	0
28	9	distant	0
28	10	distant	0
28	12	distant	0
28	13	distant	2518
28	14	distant	0
28	15	distant	0
28	18	distant	2190
28	19	distant	2463
28	20	distant	2226
28	24	distant	0
28	25	distant	2629
28	29	distant	2306
28	31	distant	2397
28	32	distant	0
28	33	distant	2302
28	34	distant	0
28	36	distant	0
28	37	distant	0
28	38	distant	2215
28	41	distant	2187
28	44	distant	2268
28	45	distant	0
28	46	distant	0
28	48	distant	0
28	22	distant	0
28	26	distant	0
28	40	distant	0
28	11	distant	2388
28	17	distant	2436
28	47	distant	2000
28	23	distant	0
28	39	distant	0
28	42	distant	0
28	16	distant	0
28	51	distant	2085
28	27	distant	1965
28	30	distant	0
23	1	distant	0
23	3	distant	2896
23	5	distant	0
23	8	distant	0
23	9	distant	0
23	10	distant	0
23	14	distant	0
23	18	distant	2210
23	22	distant	0
23	29	distant	2615
23	34	distant	0
23	36	distant	0
23	38	distant	2547
23	2	distant	2817
23	6	distant	0
23	7	distant	2916
23	12	distant	0
23	13	distant	2683
23	15	distant	0
23	19	distant	2699
23	33	distant	2522
23	37	distant	0
23	39	distant	0
23	41	distant	2331
23	42	distant	0
23	4	distant	2835
23	45	distant	0
23	44	distant	2511
23	17	distant	2726
23	20	distant	2416
23	24	distant	0
23	26	distant	0
23	40	distant	0
23	31	distant	2631
23	48	distant	0
23	11	distant	2635
23	27	distant	2207
23	32	distant	0
23	16	distant	0
23	51	distant	2243
23	25	distant	2454
23	46	distant	0
23	47	distant	2229
23	30	distant	0
30	1	distant	0
30	2	distant	1951
30	3	distant	1980
30	7	distant	2042
30	11	distant	1899
30	14	distant	0
30	26	distant	0
30	34	distant	0
30	36	distant	0
30	39	distant	0
30	40	distant	0
30	42	distant	0
30	48	distant	0
30	4	distant	1995
30	5	distant	0
30	10	distant	0
30	12	distant	0
30	17	distant	1886
30	24	distant	0
30	27	distant	1728
30	6	distant	0
30	32	distant	0
30	37	distant	1883
30	9	distant	0
30	18	distant	1632
30	31	distant	1904
30	33	distant	1836
30	38	distant	1843
30	20	distant	1789
30	51	distant	1750
30	8	distant	0
30	13	distant	1943
30	16	distant	0
30	19	distant	1906
30	46	distant	1875
30	22	distant	0
30	25	distant	1812
30	29	distant	1841
30	41	distant	1789
30	44	distant	1941
30	15	distant	0
30	45	distant	0
30	47	distant	1777
12	1	distant	0
12	2	distant	4336
12	3	distant	4273
12	4	distant	4381
12	5	distant	0
12	6	distant	0
12	7	distant	4341
12	8	distant	0
12	9	distant	0
12	10	distant	0
12	13	distant	3803
12	14	distant	0
12	15	distant	0
12	18	distant	2696
12	19	distant	3834
12	20	distant	3379
12	24	distant	0
12	25	distant	3488
12	29	distant	3327
12	31	distant	3290
12	32	distant	0
12	33	distant	3046
12	34	distant	0
12	36	distant	0
12	37	distant	0
12	38	distant	2971
12	41	distant	2887
12	44	distant	3342
12	45	distant	0
12	46	distant	0
12	48	distant	0
12	11	distant	3603
12	16	distant	0
12	17	distant	3553
12	26	distant	0
12	40	distant	0
12	27	distant	2742
12	47	distant	2794
12	51	distant	2645
12	22	distant	0
12	39	distant	0
12	42	distant	0
8	1	distant	0
8	2	distant	3165
8	3	distant	3226
8	4	distant	3152
8	5	distant	0
8	6	distant	0
8	7	distant	3160
8	9	distant	0
8	10	distant	0
8	13	distant	3062
8	14	distant	0
8	15	distant	0
8	18	distant	2567
8	19	distant	2917
8	20	distant	2541
8	24	distant	0
8	25	distant	3118
8	29	distant	2755
8	31	distant	2789
8	32	distant	0
8	33	distant	2676
8	34	distant	0
8	36	distant	0
8	37	distant	2748
8	38	distant	2524
8	41	distant	2456
8	44	distant	2593
8	45	distant	0
8	46	distant	2711
8	48	distant	0
8	22	distant	0
8	26	distant	0
8	40	distant	0
8	11	distant	2915
8	17	distant	2964
8	27	distant	2280
8	39	distant	0
8	42	distant	0
8	47	distant	2342
8	16	distant	0
8	51	distant	2321
24	1	distant	0
24	2	distant	3130
24	3	distant	3097
24	4	distant	3073
24	5	distant	0
24	6	distant	0
24	7	distant	3170
24	9	distant	0
24	10	distant	0
24	13	distant	2862
24	14	distant	0
24	15	distant	0
24	18	distant	2429
24	19	distant	3050
24	20	distant	2754
24	25	distant	2651
24	29	distant	2774
24	31	distant	2788
24	32	distant	0
24	33	distant	2459
24	34	distant	0
24	36	distant	0
24	37	distant	2815
24	38	distant	2553
24	41	distant	2336
24	44	distant	2625
24	45	distant	0
24	46	distant	2571
24	48	distant	0
24	17	distant	2807
24	26	distant	0
24	27	distant	2220
24	11	distant	2726
24	40	distant	0
24	22	distant	0
24	42	distant	0
24	16	distant	0
24	39	distant	0
24	51	distant	2436
24	47	distant	2239
5	1	distant	0
5	2	distant	3932
5	3	distant	4022
5	4	distant	3964
5	6	distant	0
5	7	distant	3975
5	9	distant	0
5	10	distant	0
5	13	distant	3537
5	14	distant	0
5	15	distant	0
5	18	distant	2682
5	19	distant	3472
5	20	distant	3093
5	25	distant	3277
5	29	distant	3263
5	31	distant	3252
5	32	distant	0
5	33	distant	2833
5	34	distant	0
5	36	distant	0
5	37	distant	3240
5	38	distant	2834
5	41	distant	2770
5	44	distant	2962
5	45	distant	0
5	46	distant	3022
5	48	distant	0
5	22	distant	0
5	26	distant	0
5	40	distant	0
5	11	distant	3480
5	17	distant	3287
5	39	distant	0
5	16	distant	0
5	27	distant	2679
5	47	distant	2632
5	42	distant	0
5	51	distant	2424
22	2	distant	3112
22	3	distant	3100
22	4	distant	3281
22	9	distant	0
22	10	distant	0
22	13	distant	2930
22	14	distant	0
22	15	distant	0
22	18	distant	2384
22	20	distant	2550
22	25	distant	2827
22	26	distant	0
22	29	distant	2647
22	32	distant	0
22	36	distant	0
22	38	distant	2571
22	40	distant	0
22	1	distant	0
22	6	distant	0
22	7	distant	3173
22	31	distant	2766
22	33	distant	2548
22	37	distant	2778
22	39	distant	0
22	45	distant	0
22	34	distant	0
22	19	distant	2928
22	41	distant	2387
22	42	distant	0
22	17	distant	2660
22	46	distant	2632
22	11	distant	2811
22	47	distant	2460
22	27	distant	2522
22	16	distant	0
22	48	distant	0
22	44	distant	2790
22	51	distant	2274
32	1	distant	0
32	2	distant	2947
32	3	distant	2905
32	4	distant	2883
32	6	distant	0
32	7	distant	3045
32	9	distant	0
32	10	distant	0
32	13	distant	2732
32	14	distant	0
32	15	distant	0
32	18	distant	2326
32	19	distant	2942
32	20	distant	2595
32	25	distant	2580
32	29	distant	2653
32	31	distant	2659
32	33	distant	2523
32	34	distant	0
32	36	distant	0
32	37	distant	2767
32	38	distant	2479
32	41	distant	2343
32	44	distant	2557
32	45	distant	0
32	46	distant	2660
32	48	distant	0
32	26	distant	0
32	40	distant	0
32	11	distant	2600
32	16	distant	0
32	17	distant	2714
32	27	distant	2139
32	47	distant	2192
32	39	distant	0
32	42	distant	0
32	51	distant	2439
36	1	distant	0
36	2	distant	2623
36	3	distant	2723
36	4	distant	2570
36	6	distant	0
36	7	distant	2715
36	9	distant	0
36	10	distant	0
36	13	distant	2643
36	14	distant	0
36	15	distant	0
36	18	distant	2180
36	19	distant	2646
36	20	distant	2305
36	25	distant	2793
36	29	distant	2381
36	31	distant	2462
36	33	distant	2302
36	34	distant	0
36	37	distant	2479
36	38	distant	2317
36	41	distant	2288
36	44	distant	2381
36	45	distant	0
36	46	distant	2414
36	48	distant	0
36	26	distant	0
36	40	distant	0
36	17	distant	2480
36	47	distant	2113
36	11	distant	2508
