ClusterA	ClusterB	Gene_class	Count
26	51	Cluster specific intermediate	0
26	38	Cluster specific intermediate	0
26	45	Cluster specific intermediate	0
26	18	Cluster specific intermediate	0
14	6	Cluster specific intermediate	0
14	9	Cluster specific intermediate	0
14	39	Cluster specific intermediate	0
14	15	Cluster specific intermediate	0
14	34	Cluster specific intermediate	0
14	42	Cluster specific intermediate	0
14	48	Cluster specific intermediate	0
14	20	Cluster specific intermediate	0
14	4	Cluster specific intermediate	0
14	13	Cluster specific intermediate	0
14	29	Cluster specific intermediate	0
14	3	Cluster specific intermediate	0
14	25	Cluster specific intermediate	0
14	27	Cluster specific intermediate	0
14	2	Cluster specific intermediate	0
14	41	Cluster specific intermediate	0
14	47	Cluster specific intermediate	0
14	17	Cluster specific intermediate	0
14	11	Cluster specific intermediate	0
14	40	Cluster specific intermediate	0
14	10	Cluster specific intermediate	0
14	19	Cluster specific intermediate	0
14	37	Cluster specific intermediate	0
14	7	Cluster specific intermediate	0
14	46	Cluster specific intermediate	0
14	1	Cluster specific intermediate	0
14	16	Cluster specific intermediate	0
14	33	Cluster specific intermediate	0
14	31	Cluster specific intermediate	0
14	44	Cluster specific intermediate	0
14	51	Cluster specific intermediate	0
14	38	Cluster specific intermediate	0
14	45	Cluster specific intermediate	0
14	18	Cluster specific intermediate	0
6	9	Cluster specific intermediate	0
6	39	Cluster specific intermediate	0
6	15	Cluster specific intermediate	0
6	34	Cluster specific intermediate	0
6	42	Cluster specific intermediate	0
6	48	Cluster specific intermediate	0
6	20	Cluster specific intermediate	0
6	4	Cluster specific intermediate	0
6	13	Cluster specific intermediate	0
6	29	Cluster specific intermediate	0
6	3	Cluster specific intermediate	0
6	25	Cluster specific intermediate	0
6	27	Cluster specific intermediate	0
6	2	Cluster specific intermediate	0
6	41	Cluster specific intermediate	0
6	47	Cluster specific intermediate	0
6	17	Cluster specific intermediate	0
6	11	Cluster specific intermediate	0
6	40	Cluster specific intermediate	0
6	10	Cluster specific intermediate	0
6	19	Cluster specific intermediate	0
6	37	Cluster specific intermediate	0
6	7	Cluster specific intermediate	0
6	46	Cluster specific intermediate	0
6	1	Cluster specific intermediate	0
6	16	Cluster specific intermediate	0
6	33	Cluster specific intermediate	0
6	31	Cluster specific intermediate	0
6	44	Cluster specific intermediate	0
6	51	Cluster specific intermediate	0
6	38	Cluster specific intermediate	0
6	45	Cluster specific intermediate	0
6	18	Cluster specific intermediate	0
9	39	Cluster specific intermediate	0
9	15	Cluster specific intermediate	0
9	34	Cluster specific intermediate	0
9	42	Cluster specific intermediate	0
9	48	Cluster specific intermediate	0
9	20	Cluster specific intermediate	0
9	4	Cluster specific intermediate	0
9	13	Cluster specific intermediate	0
9	29	Cluster specific intermediate	0
9	3	Cluster specific intermediate	0
9	25	Cluster specific intermediate	0
9	27	Cluster specific intermediate	0
9	2	Cluster specific intermediate	0
9	41	Cluster specific intermediate	0
9	47	Cluster specific intermediate	0
9	17	Cluster specific intermediate	0
9	11	Cluster specific intermediate	0
9	40	Cluster specific intermediate	0
9	10	Cluster specific intermediate	0
9	19	Cluster specific intermediate	0
9	37	Cluster specific intermediate	0
9	7	Cluster specific intermediate	0
9	46	Cluster specific intermediate	0
9	1	Cluster specific intermediate	0
9	16	Cluster specific intermediate	0
9	33	Cluster specific intermediate	0
9	31	Cluster specific intermediate	0
9	44	Cluster specific intermediate	0
9	51	Cluster specific intermediate	0
9	38	Cluster specific intermediate	0
9	45	Cluster specific intermediate	0
9	18	Cluster specific intermediate	0
39	15	Cluster specific intermediate	0
39	34	Cluster specific intermediate	0
39	42	Cluster specific intermediate	0
39	48	Cluster specific intermediate	0
39	20	Cluster specific intermediate	0
39	4	Cluster specific intermediate	0
39	13	Cluster specific intermediate	0
39	29	Cluster specific intermediate	0
39	3	Cluster specific intermediate	0
39	25	Cluster specific intermediate	0
39	27	Cluster specific intermediate	0
39	2	Cluster specific intermediate	0
39	41	Cluster specific intermediate	0
39	47	Cluster specific intermediate	0
39	17	Cluster specific intermediate	0
39	11	Cluster specific intermediate	0
39	40	Cluster specific intermediate	0
39	10	Cluster specific intermediate	0
39	19	Cluster specific intermediate	0
39	37	Cluster specific intermediate	0
39	7	Cluster specific intermediate	0
39	46	Cluster specific intermediate	0
39	1	Cluster specific intermediate	0
39	16	Cluster specific intermediate	0
39	33	Cluster specific intermediate	0
39	31	Cluster specific intermediate	0
39	44	Cluster specific intermediate	0
39	51	Cluster specific intermediate	0
39	38	Cluster specific intermediate	0
39	45	Cluster specific intermediate	0
39	18	Cluster specific intermediate	0
15	34	Cluster specific intermediate	0
15	42	Cluster specific intermediate	0
15	48	Cluster specific intermediate	0
15	20	Cluster specific intermediate	0
15	4	Cluster specific intermediate	0
15	13	Cluster specific intermediate	0
15	29	Cluster specific intermediate	0
15	3	Cluster specific intermediate	0
15	25	Cluster specific intermediate	0
15	27	Cluster specific intermediate	0
15	2	Cluster specific intermediate	0
15	41	Cluster specific intermediate	0
15	47	Cluster specific intermediate	0
15	17	Cluster specific intermediate	0
15	11	Cluster specific intermediate	0
15	40	Cluster specific intermediate	0
15	10	Cluster specific intermediate	0
15	19	Cluster specific intermediate	0
15	37	Cluster specific intermediate	0
15	7	Cluster specific intermediate	0
15	46	Cluster specific intermediate	0
15	1	Cluster specific intermediate	0
15	16	Cluster specific intermediate	0
15	33	Cluster specific intermediate	0
15	31	Cluster specific intermediate	0
15	44	Cluster specific intermediate	0
15	51	Cluster specific intermediate	0
15	38	Cluster specific intermediate	0
15	45	Cluster specific intermediate	0
15	18	Cluster specific intermediate	0
34	42	Cluster specific intermediate	0
34	48	Cluster specific intermediate	0
34	20	Cluster specific intermediate	0
34	4	Cluster specific intermediate	0
34	13	Cluster specific intermediate	0
34	29	Cluster specific intermediate	0
34	3	Cluster specific intermediate	0
34	25	Cluster specific intermediate	0
34	27	Cluster specific intermediate	0
34	2	Cluster specific intermediate	0
34	41	Cluster specific intermediate	0
34	47	Cluster specific intermediate	0
34	17	Cluster specific intermediate	0
34	11	Cluster specific intermediate	0
34	40	Cluster specific intermediate	0
34	10	Cluster specific intermediate	0
34	19	Cluster specific intermediate	0
34	37	Cluster specific intermediate	0
34	7	Cluster specific intermediate	0
34	46	Cluster specific intermediate	0
34	1	Cluster specific intermediate	0
34	16	Cluster specific intermediate	0
34	33	Cluster specific intermediate	0
34	31	Cluster specific intermediate	0
34	44	Cluster specific intermediate	0
34	51	Cluster specific intermediate	0
34	38	Cluster specific intermediate	0
34	45	Cluster specific intermediate	0
34	18	Cluster specific intermediate	0
42	48	Cluster specific intermediate	0
42	20	Cluster specific intermediate	0
42	4	Cluster specific intermediate	0
42	13	Cluster specific intermediate	0
42	29	Cluster specific intermediate	0
42	3	Cluster specific intermediate	0
42	25	Cluster specific intermediate	0
42	27	Cluster specific intermediate	0
42	2	Cluster specific intermediate	0
42	41	Cluster specific intermediate	0
42	47	Cluster specific intermediate	0
42	17	Cluster specific intermediate	0
42	11	Cluster specific intermediate	0
42	40	Cluster specific intermediate	0
42	10	Cluster specific intermediate	0
42	19	Cluster specific intermediate	0
42	37	Cluster specific intermediate	0
42	7	Cluster specific intermediate	0
42	46	Cluster specific intermediate	0
42	1	Cluster specific intermediate	0
42	16	Cluster specific intermediate	0
42	33	Cluster specific intermediate	0
42	31	Cluster specific intermediate	0
42	44	Cluster specific intermediate	0
42	51	Cluster specific intermediate	0
42	38	Cluster specific intermediate	0
42	45	Cluster specific intermediate	0
42	18	Cluster specific intermediate	0
48	20	Cluster specific intermediate	0
48	4	Cluster specific intermediate	0
48	13	Cluster specific intermediate	0
48	29	Cluster specific intermediate	0
48	3	Cluster specific intermediate	0
48	25	Cluster specific intermediate	0
48	27	Cluster specific intermediate	0
48	2	Cluster specific intermediate	0
48	41	Cluster specific intermediate	0
48	47	Cluster specific intermediate	0
48	17	Cluster specific intermediate	0
48	11	Cluster specific intermediate	0
48	40	Cluster specific intermediate	0
48	10	Cluster specific intermediate	0
48	19	Cluster specific intermediate	0
48	37	Cluster specific intermediate	0
48	7	Cluster specific intermediate	0
48	46	Cluster specific intermediate	0
48	1	Cluster specific intermediate	0
48	16	Cluster specific intermediate	0
48	33	Cluster specific intermediate	0
48	31	Cluster specific intermediate	0
48	44	Cluster specific intermediate	0
48	51	Cluster specific intermediate	0
48	38	Cluster specific intermediate	0
48	45	Cluster specific intermediate	0
48	18	Cluster specific intermediate	0
20	4	Cluster specific intermediate	0
20	13	Cluster specific intermediate	0
20	29	Cluster specific intermediate	0
20	3	Cluster specific intermediate	0
20	25	Cluster specific intermediate	0
20	27	Cluster specific intermediate	0
20	2	Cluster specific intermediate	0
20	41	Cluster specific intermediate	0
20	47	Cluster specific intermediate	0
20	17	Cluster specific intermediate	0
20	11	Cluster specific intermediate	0
20	40	Cluster specific intermediate	0
20	10	Cluster specific intermediate	0
20	19	Cluster specific intermediate	0
20	37	Cluster specific intermediate	0
20	7	Cluster specific intermediate	0
20	46	Cluster specific intermediate	0
20	1	Cluster specific intermediate	0
20	16	Cluster specific intermediate	0
20	33	Cluster specific intermediate	0
20	31	Cluster specific intermediate	0
20	44	Cluster specific intermediate	0
20	51	Cluster specific intermediate	0
20	38	Cluster specific intermediate	0
20	45	Cluster specific intermediate	0
20	18	Cluster specific intermediate	0
4	13	Cluster specific intermediate	0
4	29	Cluster specific intermediate	0
4	3	Cluster specific intermediate	0
4	25	Cluster specific intermediate	0
4	27	Cluster specific intermediate	0
4	2	Cluster specific intermediate	0
4	41	Cluster specific intermediate	0
4	47	Cluster specific intermediate	0
4	17	Cluster specific intermediate	0
4	11	Cluster specific intermediate	0
4	40	Cluster specific intermediate	0
4	10	Cluster specific intermediate	0
4	19	Cluster specific intermediate	0
4	37	Cluster specific intermediate	0
4	7	Cluster specific intermediate	0
4	46	Cluster specific intermediate	0
4	1	Cluster specific intermediate	0
4	16	Cluster specific intermediate	0
4	33	Cluster specific intermediate	0
4	31	Cluster specific intermediate	0
4	44	Cluster specific intermediate	0
4	51	Cluster specific intermediate	0
4	38	Cluster specific intermediate	0
4	45	Cluster specific intermediate	0
4	18	Cluster specific intermediate	0
13	29	Cluster specific intermediate	0
13	3	Cluster specific intermediate	0
13	25	Cluster specific intermediate	0
13	27	Cluster specific intermediate	0
13	2	Cluster specific intermediate	0
13	41	Cluster specific intermediate	0
13	47	Cluster specific intermediate	0
13	17	Cluster specific intermediate	0
13	11	Cluster specific intermediate	0
13	40	Cluster specific intermediate	0
13	10	Cluster specific intermediate	0
13	19	Cluster specific intermediate	0
13	37	Cluster specific intermediate	0
13	7	Cluster specific intermediate	0
13	46	Cluster specific intermediate	0
13	1	Cluster specific intermediate	0
13	16	Cluster specific intermediate	0
13	33	Cluster specific intermediate	0
13	31	Cluster specific intermediate	0
13	44	Cluster specific intermediate	0
13	51	Cluster specific intermediate	0
13	38	Cluster specific intermediate	0
13	45	Cluster specific intermediate	0
13	18	Cluster specific intermediate	0
29	3	Cluster specific intermediate	0
29	25	Cluster specific intermediate	0
29	27	Cluster specific intermediate	0
29	2	Cluster specific intermediate	0
29	41	Cluster specific intermediate	0
29	47	Cluster specific intermediate	0
29	17	Cluster specific intermediate	0
29	11	Cluster specific intermediate	0
29	40	Cluster specific intermediate	0
29	10	Cluster specific intermediate	0
29	19	Cluster specific intermediate	0
29	37	Cluster specific intermediate	0
29	7	Cluster specific intermediate	0
29	46	Cluster specific intermediate	0
29	1	Cluster specific intermediate	0
29	16	Cluster specific intermediate	0
29	33	Cluster specific intermediate	0
29	31	Cluster specific intermediate	0
29	44	Cluster specific intermediate	0
29	51	Cluster specific intermediate	0
29	38	Cluster specific intermediate	0
29	45	Cluster specific intermediate	0
29	18	Cluster specific intermediate	0
3	25	Cluster specific intermediate	0
3	27	Cluster specific intermediate	0
3	2	Cluster specific intermediate	0
3	41	Cluster specific intermediate	0
3	47	Cluster specific intermediate	0
3	17	Cluster specific intermediate	0
3	11	Cluster specific intermediate	0
3	40	Cluster specific intermediate	0
3	10	Cluster specific intermediate	0
3	19	Cluster specific intermediate	0
3	37	Cluster specific intermediate	0
3	7	Cluster specific intermediate	0
3	46	Cluster specific intermediate	0
3	1	Cluster specific intermediate	0
3	16	Cluster specific intermediate	0
3	33	Cluster specific intermediate	0
3	31	Cluster specific intermediate	0
3	44	Cluster specific intermediate	0
3	51	Cluster specific intermediate	0
3	38	Cluster specific intermediate	0
3	45	Cluster specific intermediate	0
3	18	Cluster specific intermediate	0
25	27	Cluster specific intermediate	0
25	2	Cluster specific intermediate	0
25	41	Cluster specific intermediate	0
25	47	Cluster specific intermediate	0
25	17	Cluster specific intermediate	0
25	11	Cluster specific intermediate	0
25	40	Cluster specific intermediate	0
25	10	Cluster specific intermediate	0
25	19	Cluster specific intermediate	0
25	37	Cluster specific intermediate	0
25	7	Cluster specific intermediate	0
25	46	Cluster specific intermediate	0
25	1	Cluster specific intermediate	0
25	16	Cluster specific intermediate	0
25	33	Cluster specific intermediate	0
25	31	Cluster specific intermediate	0
25	44	Cluster specific intermediate	0
25	51	Cluster specific intermediate	0
25	38	Cluster specific intermediate	0
25	45	Cluster specific intermediate	0
25	18	Cluster specific intermediate	0
27	2	Cluster specific intermediate	0
27	41	Cluster specific intermediate	0
27	47	Cluster specific intermediate	0
27	17	Cluster specific intermediate	0
27	11	Cluster specific intermediate	0
27	40	Cluster specific intermediate	0
27	10	Cluster specific intermediate	0
27	19	Cluster specific intermediate	0
27	37	Cluster specific intermediate	0
27	7	Cluster specific intermediate	0
27	46	Cluster specific intermediate	0
27	1	Cluster specific intermediate	0
27	16	Cluster specific intermediate	0
27	33	Cluster specific intermediate	0
27	31	Cluster specific intermediate	0
27	44	Cluster specific intermediate	0
27	51	Cluster specific intermediate	0
27	38	Cluster specific intermediate	0
27	45	Cluster specific intermediate	0
27	18	Cluster specific intermediate	0
2	41	Cluster specific intermediate	0
2	47	Cluster specific intermediate	0
2	17	Cluster specific intermediate	0
2	11	Cluster specific intermediate	0
2	40	Cluster specific intermediate	0
2	10	Cluster specific intermediate	0
2	19	Cluster specific intermediate	0
2	37	Cluster specific intermediate	0
2	7	Cluster specific intermediate	0
2	46	Cluster specific intermediate	0
2	1	Cluster specific intermediate	0
2	16	Cluster specific intermediate	0
2	33	Cluster specific intermediate	0
2	31	Cluster specific intermediate	0
2	44	Cluster specific intermediate	0
2	51	Cluster specific intermediate	0
2	38	Cluster specific intermediate	0
2	45	Cluster specific intermediate	0
2	18	Cluster specific intermediate	0
41	47	Cluster specific intermediate	0
41	17	Cluster specific intermediate	0
41	11	Cluster specific intermediate	0
41	40	Cluster specific intermediate	0
41	10	Cluster specific intermediate	0
41	19	Cluster specific intermediate	0
41	37	Cluster specific intermediate	0
41	7	Cluster specific intermediate	0
41	46	Cluster specific intermediate	0
41	1	Cluster specific intermediate	0
41	16	Cluster specific intermediate	0
41	33	Cluster specific intermediate	0
41	31	Cluster specific intermediate	0
41	44	Cluster specific intermediate	0
41	51	Cluster specific intermediate	0
41	38	Cluster specific intermediate	0
41	45	Cluster specific intermediate	0
41	18	Cluster specific intermediate	0
47	17	Cluster specific intermediate	0
47	11	Cluster specific intermediate	0
47	40	Cluster specific intermediate	0
47	10	Cluster specific intermediate	0
47	19	Cluster specific intermediate	0
47	37	Cluster specific intermediate	0
47	7	Cluster specific intermediate	0
47	46	Cluster specific intermediate	0
47	1	Cluster specific intermediate	0
47	16	Cluster specific intermediate	0
47	33	Cluster specific intermediate	0
47	31	Cluster specific intermediate	0
47	44	Cluster specific intermediate	0
47	51	Cluster specific intermediate	0
47	38	Cluster specific intermediate	0
47	45	Cluster specific intermediate	0
47	18	Cluster specific intermediate	0
17	11	Cluster specific intermediate	0
17	40	Cluster specific intermediate	0
17	10	Cluster specific intermediate	0
17	19	Cluster specific intermediate	0
17	37	Cluster specific intermediate	0
17	7	Cluster specific intermediate	0
17	46	Cluster specific intermediate	0
17	1	Cluster specific intermediate	0
17	16	Cluster specific intermediate	0
17	33	Cluster specific intermediate	0
17	31	Cluster specific intermediate	0
17	44	Cluster specific intermediate	0
17	51	Cluster specific intermediate	0
17	38	Cluster specific intermediate	0
17	45	Cluster specific intermediate	0
17	18	Cluster specific intermediate	0
11	40	Cluster specific intermediate	0
11	10	Cluster specific intermediate	0
11	19	Cluster specific intermediate	0
11	37	Cluster specific intermediate	0
11	7	Cluster specific intermediate	0
11	46	Cluster specific intermediate	0
11	1	Cluster specific intermediate	0
11	16	Cluster specific intermediate	0
11	33	Cluster specific intermediate	0
11	31	Cluster specific intermediate	0
11	44	Cluster specific intermediate	0
11	51	Cluster specific intermediate	0
11	38	Cluster specific intermediate	0
11	45	Cluster specific intermediate	0
11	18	Cluster specific intermediate	0
40	10	Cluster specific intermediate	0
40	19	Cluster specific intermediate	0
40	37	Cluster specific intermediate	0
40	7	Cluster specific intermediate	0
40	46	Cluster specific intermediate	0
40	1	Cluster specific intermediate	0
40	16	Cluster specific intermediate	0
40	33	Cluster specific intermediate	0
40	31	Cluster specific intermediate	0
40	44	Cluster specific intermediate	0
40	51	Cluster specific intermediate	0
40	38	Cluster specific intermediate	0
40	45	Cluster specific intermediate	0
40	18	Cluster specific intermediate	0
10	19	Cluster specific intermediate	0
10	37	Cluster specific intermediate	0
10	7	Cluster specific intermediate	0
10	46	Cluster specific intermediate	0
10	1	Cluster specific intermediate	0
10	16	Cluster specific intermediate	0
10	33	Cluster specific intermediate	0
10	31	Cluster specific intermediate	0
10	44	Cluster specific intermediate	0
10	51	Cluster specific intermediate	0
10	38	Cluster specific intermediate	0
10	45	Cluster specific intermediate	0
10	18	Cluster specific intermediate	0
19	37	Cluster specific intermediate	0
19	7	Cluster specific intermediate	0
19	46	Cluster specific intermediate	0
19	1	Cluster specific intermediate	0
19	16	Cluster specific intermediate	0
19	33	Cluster specific intermediate	0
19	31	Cluster specific intermediate	0
19	44	Cluster specific intermediate	0
19	51	Cluster specific intermediate	0
19	38	Cluster specific intermediate	0
19	45	Cluster specific intermediate	0
19	18	Cluster specific intermediate	0
37	7	Cluster specific intermediate	0
37	46	Cluster specific intermediate	0
37	1	Cluster specific intermediate	0
37	16	Cluster specific intermediate	0
37	33	Cluster specific intermediate	0
37	31	Cluster specific intermediate	0
37	44	Cluster specific intermediate	0
37	51	Cluster specific intermediate	0
37	38	Cluster specific intermediate	0
37	45	Cluster specific intermediate	0
37	18	Cluster specific intermediate	0
7	46	Cluster specific intermediate	0
7	1	Cluster specific intermediate	0
7	16	Cluster specific intermediate	0
7	33	Cluster specific intermediate	0
7	31	Cluster specific intermediate	0
7	44	Cluster specific intermediate	0
7	51	Cluster specific intermediate	0
7	38	Cluster specific intermediate	0
7	45	Cluster specific intermediate	0
7	18	Cluster specific intermediate	0
46	1	Cluster specific intermediate	0
46	16	Cluster specific intermediate	0
46	33	Cluster specific intermediate	0
46	31	Cluster specific intermediate	0
46	44	Cluster specific intermediate	0
46	51	Cluster specific intermediate	0
46	38	Cluster specific intermediate	0
46	45	Cluster specific intermediate	0
46	18	Cluster specific intermediate	0
1	16	Cluster specific intermediate	0
1	33	Cluster specific intermediate	0
1	31	Cluster specific intermediate	0
1	44	Cluster specific intermediate	0
1	51	Cluster specific intermediate	0
1	38	Cluster specific intermediate	0
1	45	Cluster specific intermediate	0
1	18	Cluster specific intermediate	0
16	33	Cluster specific intermediate	0
16	31	Cluster specific intermediate	0
16	44	Cluster specific intermediate	0
16	51	Cluster specific intermediate	0
16	38	Cluster specific intermediate	0
16	45	Cluster specific intermediate	0
16	18	Cluster specific intermediate	0
33	31	Cluster specific intermediate	0
33	44	Cluster specific intermediate	0
33	51	Cluster specific intermediate	0
33	38	Cluster specific intermediate	0
33	45	Cluster specific intermediate	0
33	18	Cluster specific intermediate	0
31	44	Cluster specific intermediate	0
31	51	Cluster specific intermediate	0
31	38	Cluster specific intermediate	0
31	45	Cluster specific intermediate	0
31	18	Cluster specific intermediate	0
44	51	Cluster specific intermediate	0
44	38	Cluster specific intermediate	0
44	45	Cluster specific intermediate	0
44	18	Cluster specific intermediate	0
51	38	Cluster specific intermediate	0
51	45	Cluster specific intermediate	0
51	18	Cluster specific intermediate	0
38	45	Cluster specific intermediate	0
38	18	Cluster specific intermediate	0
45	18	Cluster specific intermediate	0
35	28	Cluster specific core	0
35	23	Cluster specific core	0
35	30	Cluster specific core	0
35	12	Cluster specific core	0
35	8	Cluster specific core	0
35	24	Cluster specific core	0
35	5	Cluster specific core	0
35	22	Cluster specific core	0
35	32	Cluster specific core	0
35	36	Cluster specific core	0
35	26	Cluster specific core	0
35	14	Cluster specific core	0
35	6	Cluster specific core	0
35	9	Cluster specific core	0
35	39	Cluster specific core	0
35	15	Cluster specific core	0
35	34	Cluster specific core	0
35	42	Cluster specific core	0
35	48	Cluster specific core	0
35	20	Cluster specific core	0
35	4	Cluster specific core	0
35	13	Cluster specific core	0
35	29	Cluster specific core	0
35	3	Cluster specific core	0
35	25	Cluster specific core	0
35	27	Cluster specific core	0
35	2	Cluster specific core	0
35	41	Cluster specific core	0
35	47	Cluster specific core	0
35	17	Cluster specific core	0
35	11	Cluster specific core	0
35	40	Cluster specific core	0
35	10	Cluster specific core	0
35	19	Cluster specific core	0
35	37	Cluster specific core	0
35	7	Cluster specific core	0
35	46	Cluster specific core	0
35	1	Cluster specific core	0
35	16	Cluster specific core	0
35	33	Cluster specific core	0
35	31	Cluster specific core	0
35	44	Cluster specific core	0
35	51	Cluster specific core	0
35	38	Cluster specific core	0
35	45	Cluster specific core	0
35	18	Cluster specific core	0
28	23	Cluster specific core	0
28	30	Cluster specific core	0
28	12	Cluster specific core	0
28	8	Cluster specific core	0
28	24	Cluster specific core	0
28	5	Cluster specific core	0
28	22	Cluster specific core	0
28	32	Cluster specific core	0
28	36	Cluster specific core	0
28	26	Cluster specific core	0
28	14	Cluster specific core	0
28	6	Cluster specific core	0
28	9	Cluster specific core	0
28	39	Cluster specific core	0
28	15	Cluster specific core	0
28	34	Cluster specific core	0
28	42	Cluster specific core	0
28	48	Cluster specific core	0
28	20	Cluster specific core	0
28	4	Cluster specific core	0
28	13	Cluster specific core	0
28	29	Cluster specific core	0
28	3	Cluster specific core	0
28	25	Cluster specific core	0
28	27	Cluster specific core	0
28	2	Cluster specific core	0
28	41	Cluster specific core	0
28	47	Cluster specific core	0
28	17	Cluster specific core	0
28	11	Cluster specific core	0
28	40	Cluster specific core	0
28	10	Cluster specific core	0
28	19	Cluster specific core	0
28	37	Cluster specific core	0
28	7	Cluster specific core	0
28	46	Cluster specific core	0
28	1	Cluster specific core	0
28	16	Cluster specific core	0
28	33	Cluster specific core	0
28	31	Cluster specific core	0
28	44	Cluster specific core	0
28	51	Cluster specific core	0
28	38	Cluster specific core	0
28	45	Cluster specific core	0
28	18	Cluster specific core	0
23	30	Cluster specific core	0
23	12	Cluster specific core	0
23	8	Cluster specific core	0
23	24	Cluster specific core	0
23	5	Cluster specific core	0
23	22	Cluster specific core	0
23	32	Cluster specific core	0
23	36	Cluster specific core	0
23	26	Cluster specific core	0
23	14	Cluster specific core	0
23	6	Cluster specific core	0
23	9	Cluster specific core	0
23	39	Cluster specific core	0
23	15	Cluster specific core	0
23	34	Cluster specific core	0
23	42	Cluster specific core	0
23	48	Cluster specific core	0
23	20	Cluster specific core	0
23	4	Cluster specific core	0
23	13	Cluster specific core	0
23	29	Cluster specific core	0
23	3	Cluster specific core	0
23	25	Cluster specific core	0
23	27	Cluster specific core	0
23	2	Cluster specific core	0
23	41	Cluster specific core	0
23	47	Cluster specific core	0
23	17	Cluster specific core	0
23	11	Cluster specific core	0
23	40	Cluster specific core	0
23	10	Cluster specific core	0
23	19	Cluster specific core	0
23	37	Cluster specific core	0
23	7	Cluster specific core	0
23	46	Cluster specific core	0
23	1	Cluster specific core	0
23	16	Cluster specific core	0
23	33	Cluster specific core	0
23	31	Cluster specific core	0
23	44	Cluster specific core	0
23	51	Cluster specific core	0
23	38	Cluster specific core	0
23	45	Cluster specific core	0
23	18	Cluster specific core	0
30	12	Cluster specific core	0
30	8	Cluster specific core	0
30	24	Cluster specific core	0
30	5	Cluster specific core	0
30	22	Cluster specific core	0
30	32	Cluster specific core	0
30	36	Cluster specific core	0
30	26	Cluster specific core	0
30	14	Cluster specific core	0
30	6	Cluster specific core	0
30	9	Cluster specific core	0
30	39	Cluster specific core	0
30	15	Cluster specific core	0
30	34	Cluster specific core	0
30	42	Cluster specific core	0
30	48	Cluster specific core	0
30	20	Cluster specific core	0
30	4	Cluster specific core	0
30	13	Cluster specific core	0
30	29	Cluster specific core	0
30	3	Cluster specific core	0
30	25	Cluster specific core	0
30	27	Cluster specific core	0
30	2	Cluster specific core	0
30	41	Cluster specific core	0
30	47	Cluster specific core	0
30	17	Cluster specific core	0
30	11	Cluster specific core	0
30	40	Cluster specific core	0
30	10	Cluster specific core	0
30	19	Cluster specific core	0
30	37	Cluster specific core	0
30	7	Cluster specific core	0
30	46	Cluster specific core	0
30	1	Cluster specific core	0
30	16	Cluster specific core	0
30	33	Cluster specific core	0
30	31	Cluster specific core	0
30	44	Cluster specific core	0
30	51	Cluster specific core	0
30	38	Cluster specific core	0
30	45	Cluster specific core	0
30	18	Cluster specific core	0
12	8	Cluster specific core	0
12	24	Cluster specific core	0
12	5	Cluster specific core	0
12	22	Cluster specific core	0
12	32	Cluster specific core	0
12	36	Cluster specific core	0
12	26	Cluster specific core	0
12	14	Cluster specific core	0
12	6	Cluster specific core	0
12	9	Cluster specific core	0
12	39	Cluster specific core	0
12	15	Cluster specific core	0
12	34	Cluster specific core	0
12	42	Cluster specific core	0
12	48	Cluster specific core	0
12	20	Cluster specific core	0
12	4	Cluster specific core	0
12	13	Cluster specific core	0
12	29	Cluster specific core	0
12	3	Cluster specific core	0
12	25	Cluster specific core	0
12	27	Cluster specific core	0
12	2	Cluster specific core	0
12	41	Cluster specific core	0
12	47	Cluster specific core	0
12	17	Cluster specific core	0
12	11	Cluster specific core	0
12	40	Cluster specific core	0
12	10	Cluster specific core	0
12	19	Cluster specific core	0
12	37	Cluster specific core	0
12	7	Cluster specific core	0
12	46	Cluster specific core	0
12	1	Cluster specific core	0
12	16	Cluster specific core	0
12	33	Cluster specific core	0
12	31	Cluster specific core	0
12	44	Cluster specific core	0
12	51	Cluster specific core	0
12	38	Cluster specific core	0
12	45	Cluster specific core	0
12	18	Cluster specific core	0
8	24	Cluster specific core	0
8	5	Cluster specific core	0
8	22	Cluster specific core	0
8	32	Cluster specific core	0
8	36	Cluster specific core	0
8	26	Cluster specific core	0
8	14	Cluster specific core	0
8	6	Cluster specific core	0
8	9	Cluster specific core	0
8	39	Cluster specific core	0
8	15	Cluster specific core	0
8	34	Cluster specific core	0
8	42	Cluster specific core	0
8	48	Cluster specific core	0
8	20	Cluster specific core	0
8	4	Cluster specific core	0
8	13	Cluster specific core	0
8	29	Cluster specific core	0
8	3	Cluster specific core	0
8	25	Cluster specific core	0
8	27	Cluster specific core	0
8	2	Cluster specific core	0
8	41	Cluster specific core	0
8	47	Cluster specific core	0
8	17	Cluster specific core	0
8	11	Cluster specific core	0
8	40	Cluster specific core	0
8	10	Cluster specific core	0
8	19	Cluster specific core	0
8	37	Cluster specific core	0
8	7	Cluster specific core	0
8	46	Cluster specific core	0
8	1	Cluster specific core	0
8	16	Cluster specific core	0
8	33	Cluster specific core	0
8	31	Cluster specific core	0
8	44	Cluster specific core	0
8	51	Cluster specific core	0
8	38	Cluster specific core	0
8	45	Cluster specific core	0
8	18	Cluster specific core	0
24	5	Cluster specific core	0
24	22	Cluster specific core	0
24	32	Cluster specific core	0
24	36	Cluster specific core	0
24	26	Cluster specific core	0
24	14	Cluster specific core	0
24	6	Cluster specific core	0
24	9	Cluster specific core	0
24	39	Cluster specific core	0
24	15	Cluster specific core	0
