group_5501	Intermediate and rare	#EDF8E9
group_4783	Multicluster rare	#E6550D
group_4456	Multicluster rare	#E6550D
group_6055	Intermediate and rare	#EDF8E9
group_2859	Intermediate and rare	#EDF8E9
group_3832	Multicluster rare	#E6550D
group_4223	Multicluster rare	#E6550D
group_2401	Intermediate and rare	#EDF8E9
group_1236	Multicluster rare	#E6550D
group_3245	Multicluster rare	#E6550D
group_10563	10-24 varied	#74C476
group_3464	Intermediate and rare	#EDF8E9
group_4164	Intermediate and rare	#EDF8E9
group_1242	Multicluster rare	#E6550D
group_2767	Multicluster rare	#E6550D
group_9189	Multicluster rare	#E6550D
group_4419	Multicluster rare	#E6550D
group_9716	Multicluster rare	#E6550D
group_4384	Multicluster rare	#E6550D
group_2639	Multicluster rare	#E6550D
group_5164	Multicluster rare	#E6550D
virB1	Multicluster rare	#E6550D
group_4884	Multicluster rare	#E6550D
group_3662	Intermediate and rare	#EDF8E9
group_3592	Intermediate and rare	#EDF8E9
group_2755	Intermediate and rare	#EDF8E9
group_4660	10-24 varied	#74C476
group_3207	Intermediate and rare	#EDF8E9
group_10622	Multicluster rare	#E6550D
group_7200	Intermediate and rare	#EDF8E9
group_3779	Intermediate and rare	#EDF8E9
group_1164	Intermediate and rare	#EDF8E9
group_1696	10-24 varied	#74C476
group_4034	Multicluster rare	#E6550D
group_6224	Multicluster rare	#E6550D
group_1545	Intermediate and rare	#EDF8E9
group_1471	Intermediate and rare	#EDF8E9
group_818	Intermediate and rare	#EDF8E9
group_5892	Intermediate and rare	#EDF8E9
group_7436	Intermediate and rare	#EDF8E9
group_9831	Multicluster rare	#E6550D
flmC_1	Multicluster rare	#E6550D
group_3055	Intermediate and rare	#EDF8E9
group_4609	Multicluster rare	#E6550D
group_3218	Multicluster rare	#E6550D
group_4234	Multicluster rare	#E6550D
group_5604	Multicluster rare	#E6550D
group_2235	Multicluster rare	#E6550D
colE7	Multicluster rare	#E6550D
group_6930	Multicluster rare	#E6550D
group_3846	Intermediate and rare	#EDF8E9
group_6529	Multicluster rare	#E6550D
group_4480	Intermediate and rare	#EDF8E9
group_6417	Multicluster rare	#E6550D
group_6566	Intermediate and rare	#EDF8E9
group_6183	Multicluster rare	#E6550D
group_1994	Intermediate and rare	#EDF8E9
group_6963	Multicluster rare	#E6550D
group_11212	Multicluster rare	#E6550D
group_6534	Multicluster rare	#E6550D
group_4435	Multicluster rare	#E6550D
group_1583	Intermediate and rare	#EDF8E9
group_10017	Intermediate and rare	#EDF8E9
group_8495	Intermediate and rare	#EDF8E9
group_2805	Multicluster rare	#E6550D
group_6813	Multicluster rare	#E6550D
group_8973	10-24 varied	#74C476
group_4814	Multicluster rare	#E6550D
group_7818	Multicluster rare	#E6550D
group_3212	Multicluster rare	#E6550D
sugE_1	Multicluster rare	#E6550D
group_3142	Intermediate and rare	#EDF8E9
group_8186	Intermediate and rare	#EDF8E9
group_1546	Intermediate and rare	#EDF8E9
group_1473	Intermediate and rare	#EDF8E9
group_591	Multicluster rare	#E6550D
group_6054	Intermediate and rare	#EDF8E9
group_4494	Multicluster rare	#E6550D
group_3797	10-24 varied	#74C476
group_7438	10-24 varied	#74C476
group_4734	Multicluster rare	#E6550D
group_6935	Multicluster rare	#E6550D
group_1579	Multicluster rare	#E6550D
group_6552	Multicluster rare	#E6550D
group_11098	Multicluster rare	#E6550D
proP_4	Multicluster rare	#E6550D
group_3588	Multicluster rare	#E6550D
group_3311	Multicluster rare	#E6550D
group_2277	Intermediate and rare	#EDF8E9
group_3679	Intermediate and rare	#EDF8E9
group_1631	Intermediate and rare	#EDF8E9
group_10456	Multicluster rare	#E6550D
group_7195	Intermediate and rare	#EDF8E9
group_3257	Multicluster rare	#E6550D
group_13543	Multicluster rare	#E6550D
mazE_1	Multicluster rare	#E6550D
mazF_1	Multicluster rare	#E6550D
group_4860	Multicluster rare	#E6550D
group_7731	Multicluster rare	#E6550D
group_9208	Multicluster rare	#E6550D
group_4261	Multicluster rare	#E6550D
group_13526	Multicluster rare	#E6550D
virB4_2	Multicluster rare	#E6550D
virB5	Multicluster rare	#E6550D
group_1296	Multicluster rare	#E6550D
virB8	Multicluster rare	#E6550D
group_2718	Multicluster rare	#E6550D
group_9196	Multicluster rare	#E6550D
group_13515	Multicluster rare	#E6550D
group_4398	Multicluster rare	#E6550D
traD_2	Multicluster rare	#E6550D
group_6287	Multicluster rare	#E6550D
group_13508	Multicluster rare	#E6550D
group_1280	Multicluster rare	#E6550D
group_7712	Multicluster rare	#E6550D
group_2731	Multicluster rare	#E6550D
group_2732	Multicluster rare	#E6550D
group_2691	Multicluster rare	#E6550D
group_4384*	Multicluster rare	#E6550D
group_7737	Multicluster rare	#E6550D
group_6302	Multicluster rare	#E6550D
group_9224	Multicluster rare	#E6550D
group_4965	Multicluster rare	#E6550D
group_12593	Intermediate and rare	#EDF8E9
group_2714	Multicluster rare	#E6550D
group_4532	Multicluster rare	#E6550D
group_7901	Multicluster rare	#E6550D
group_2364	Multicluster rare	#E6550D
group_6594	Multicluster rare	#E6550D
group_3874	Intermediate and rare	#EDF8E9
group_865	Intermediate and rare	#EDF8E9
mbeA	Intermediate and rare	#EDF8E9
imm_1	Intermediate and rare	#EDF8E9
traA_2	Intermediate and rare	#EDF8E9
group_1833	Intermediate and rare	#EDF8E9
ymoA	Multicluster rare	#E6550D
group_3245*	Multicluster rare	#E6550D
group_1473*	Multicluster rare	#E6550D
group_9148	Multicluster rare	#E6550D
group_2299	Multicluster rare	#E6550D
group_3852	Multicluster rare	#E6550D
group_9939	Multicluster rare	#E6550D
group_2362	Multicluster rare	#E6550D
group_9941	Multicluster rare	#E6550D
group_3893	Multicluster rare	#E6550D
group_4554	Multicluster rare	#E6550D
group_5885	Multicluster rare	#E6550D
group_2143	Multicluster rare	#E6550D
group_2345	Multicluster rare	#E6550D
group_6593	Intermediate and rare	#EDF8E9
group_1559	Intermediate and rare	#EDF8E9
group_4684	Multicluster rare	#E6550D
group_2146	Multicluster rare	#E6550D
group_1582	Multicluster rare	#E6550D
pinR	Intermediate and rare	#EDF8E9
group_4075	Multicluster rare	#E6550D
group_7093	Multicluster rare	#E6550D
group_3025	Multicluster rare	#E6550D
ifcA	Multicluster rare	#E6550D
group_2841	Multicluster rare	#E6550D
group_6963*	Multicluster rare	#E6550D
group_1723	Intermediate and rare	#EDF8E9
group_3977	Multicluster rare	#E6550D
group_2931	Multicluster rare	#E6550D
group_5205	Multicluster rare	#E6550D
group_12865	Multicluster rare	#E6550D
group_3994	Multicluster rare	#E6550D
group_7283	Intermediate and rare	#EDF8E9
group_4140	Multicluster rare	#E6550D
group_3542	Multicluster rare	#E6550D
group_3586	Intermediate and rare	#EDF8E9
group_5664	Multicluster rare	#E6550D
group_10720	Intermediate and rare	#EDF8E9
group_3061	Intermediate and rare	#EDF8E9
group_6207	Multicluster rare	#E6550D
group_10126	Multicluster rare	#E6550D
group_7864	Multicluster rare	#E6550D
group_9613	Multicluster rare	#E6550D
group_3216	Multicluster rare	#E6550D
group_2003	Intermediate and rare	#EDF8E9
group_3939	Multicluster rare	#E6550D
group_12553	Intermediate and rare	#EDF8E9
group_7821	Multicluster rare	#E6550D
group_2603	Multicluster rare	#E6550D
virB9_2	Multicluster rare	#E6550D
group_4402	Multicluster rare	#E6550D
group_4397	Multicluster rare	#E6550D
group_9189*	Multicluster rare	#E6550D
group_13499	Multicluster rare	#E6550D
group_3736	Intermediate and rare	#EDF8E9
group_7462	Multicluster rare	#E6550D
group_1948	Multicluster rare	#E6550D
group_9446	Multicluster rare	#E6550D
group_7200*	Multicluster rare	#E6550D
group_6164	Multicluster rare	#E6550D
group_4075*	Intermediate and rare	#EDF8E9
group_7254	Multicluster rare	#E6550D
group_5386	Multicluster rare	#E6550D
group_6183*	Multicluster rare	#E6550D
group_3028	Multicluster rare	#E6550D
group_1831	Multicluster rare	#E6550D
group_6408	Multicluster rare	#E6550D
group_4048	Multicluster rare	#E6550D
group_9220	Multicluster rare	#E6550D
group_7258	Intermediate and rare	#EDF8E9
group_3763	Intermediate and rare	#EDF8E9
group_9238	Multicluster rare	#E6550D
group_4695	Multicluster rare	#E6550D
blc_1	Multicluster rare	#E6550D
group_2472	Multicluster rare	#E6550D
group_2739	Intermediate and rare	#EDF8E9
group_9193	Intermediate and rare	#EDF8E9
group_5067	Multicluster rare	#E6550D
group_4090	Multicluster rare	#E6550D
group_3851	Multicluster rare	#E6550D
group_2360	Multicluster rare	#E6550D
rdgC_2	Multicluster rare	#E6550D
group_2399	Multicluster rare	#E6550D
group_8301	Multicluster rare	#E6550D
group_9145	Intermediate and rare	#EDF8E9
group_4636	Multicluster rare	#E6550D
pphA_3	Multicluster rare	#E6550D
group_1586	Multicluster rare	#E6550D
group_1722	Multicluster rare	#E6550D
group_3960	Multicluster rare	#E6550D
group_2180	Multicluster rare	#E6550D
group_8315	Intermediate and rare	#EDF8E9
group_10856	Multicluster rare	#E6550D
group_3617	Intermediate and rare	#EDF8E9
group_6381	Multicluster rare	#E6550D
group_5119	Multicluster rare	#E6550D
group_3408	Intermediate and rare	#EDF8E9
group_3169	Intermediate and rare	#EDF8E9
group_6471	Multicluster rare	#E6550D
group_3293	Multicluster rare	#E6550D
group_6054*	Multicluster rare	#E6550D
group_4250	Multicluster rare	#E6550D
parM_2	Intermediate and rare	#EDF8E9
group_2759	Multicluster rare	#E6550D
group_3842	Multicluster rare	#E6550D
group_5067*	Multicluster rare	#E6550D
group_10524	Multicluster rare	#E6550D
group_8161	Multicluster rare	#E6550D
soj	Multicluster rare	#E6550D
group_7389	Multicluster rare	#E6550D
group_11709	Multicluster rare	#E6550D
group_7391	Multicluster rare	#E6550D
group_4660*	Multicluster rare	#E6550D
group_12478	Multicluster rare	#E6550D
group_2401*	Multicluster rare	#E6550D
group_11704	Multicluster rare	#E6550D
group_11758	Multicluster rare	#E6550D
group_8151	Multicluster rare	#E6550D
group_5819	Multicluster rare	#E6550D
group_12471	Multicluster rare	#E6550D
group_5821	Multicluster rare	#E6550D
topB_3	Multicluster rare	#E6550D
group_11693	Multicluster rare	#E6550D
group_12464	Multicluster rare	#E6550D
group_8140	Multicluster rare	#E6550D
group_5829	Multicluster rare	#E6550D
group_11689	Multicluster rare	#E6550D
group_12460	Multicluster rare	#E6550D
group_8136	Multicluster rare	#E6550D
group_12458	Multicluster rare	#E6550D
group_12457	Multicluster rare	#E6550D
group_4684*	Multicluster rare	#E6550D
group_12455	Multicluster rare	#E6550D
group_8131	Multicluster rare	#E6550D
group_10350	Multicluster rare	#E6550D
group_12452	Multicluster rare	#E6550D
group_11679	Multicluster rare	#E6550D
group_2428	Multicluster rare	#E6550D
group_5805	Multicluster rare	#E6550D
group_5741	Multicluster rare	#E6550D
tus_2	Multicluster rare	#E6550D
group_5743	Multicluster rare	#E6550D
group_7496	Multicluster rare	#E6550D
group_12376	Multicluster rare	#E6550D
group_11828	Multicluster rare	#E6550D
group_4605	Multicluster rare	#E6550D
group_2519	Multicluster rare	#E6550D
group_8059	Multicluster rare	#E6550D
group_2521	Multicluster rare	#E6550D
group_7505	Multicluster rare	#E6550D
group_7506	Multicluster rare	#E6550D
group_7507	Multicluster rare	#E6550D
group_7508	Multicluster rare	#E6550D
group_11818	Multicluster rare	#E6550D
group_11817	Multicluster rare	#E6550D
group_11816	Multicluster rare	#E6550D
group_4619	Multicluster rare	#E6550D
group_11758*	Multicluster rare	#E6550D
group_11812	Multicluster rare	#E6550D
group_7516	Multicluster rare	#E6550D
group_8044	Multicluster rare	#E6550D
group_2536	Multicluster rare	#E6550D
group_10443	Multicluster rare	#E6550D
group_5765	Multicluster rare	#E6550D
group_5766	Multicluster rare	#E6550D
group_2540	Multicluster rare	#E6550D
group_7524	Multicluster rare	#E6550D
group_10449	Multicluster rare	#E6550D
group_4632	Multicluster rare	#E6550D
hupB_2	Multicluster rare	#E6550D
group_10456*	Multicluster rare	#E6550D
group_12340	Multicluster rare	#E6550D
higB2	Multicluster rare	#E6550D
group_10459	Multicluster rare	#E6550D
group_4642	Multicluster rare	#E6550D
group_7537	Multicluster rare	#E6550D
group_7538	Multicluster rare	#E6550D
group_8022	Multicluster rare	#E6550D
group_12333	Multicluster rare	#E6550D
group_8020	Multicluster rare	#E6550D
group_3842*	Multicluster rare	#E6550D
group_5059	Multicluster rare	#E6550D
group_3485	Multicluster rare	#E6550D
group_7968	Multicluster rare	#E6550D
group_5647	Multicluster rare	#E6550D
group_3066	Multicluster rare	#E6550D
group_7420	Intermediate and rare	#EDF8E9
group_3360	Multicluster rare	#E6550D
group_3008	Intermediate and rare	#EDF8E9
group_8897	Intermediate and rare	#EDF8E9
group_5945	Multicluster rare	#E6550D
group_8963	Multicluster rare	#E6550D
group_3662*	Intermediate and rare	#EDF8E9
group_2936	Intermediate and rare	#EDF8E9
group_6193	Multicluster rare	#E6550D
group_3362	Multicluster rare	#E6550D
group_7930	Intermediate and rare	#EDF8E9
group_7189	Multicluster rare	#E6550D
group_3656	Multicluster rare	#E6550D
group_1942	Multicluster rare	#E6550D
group_2010	Multicluster rare	#E6550D
group_7093*	Multicluster rare	#E6550D
group_2639*	Multicluster rare	#E6550D
group_9882	Multicluster rare	#E6550D
group_4422	Multicluster rare	#E6550D
group_6267	Multicluster rare	#E6550D
group_10856*	Multicluster rare	#E6550D
group_4389	Multicluster rare	#E6550D
group_3588*	Multicluster rare	#E6550D
virB6	Multicluster rare	#E6550D
group_1445	Intermediate and rare	#EDF8E9
group_3066*	Multicluster rare	#E6550D
group_3827	Multicluster rare	#E6550D
group_9229	Multicluster rare	#E6550D
group_8193	Intermediate and rare	#EDF8E9
group_3138	Intermediate and rare	#EDF8E9
group_9966	Intermediate and rare	#EDF8E9
group_5063	Multicluster rare	#E6550D
group_7931	Multicluster rare	#E6550D
group_9006	Intermediate and rare	#EDF8E9
group_6542	Multicluster rare	#E6550D
group_2358	Intermediate and rare	#EDF8E9
group_2749	Multicluster rare	#E6550D
group_8950	Multicluster rare	#E6550D
group_8949	Multicluster rare	#E6550D
virB9	Multicluster rare	#E6550D
group_6101	Multicluster rare	#E6550D
group_4066	Multicluster rare	#E6550D
group_5069	Multicluster rare	#E6550D
group_11645	Multicluster rare	#E6550D
group_3224	Multicluster rare	#E6550D
group_3223	Multicluster rare	#E6550D
group_6230	Multicluster rare	#E6550D
group_3253	Multicluster rare	#E6550D
group_5819*	Multicluster rare	#E6550D
group_7004	Multicluster rare	#E6550D
group_6471*	Multicluster rare	#E6550D
group_4768	Multicluster rare	#E6550D
group_5024	Multicluster rare	#E6550D
group_3836	Multicluster rare	#E6550D
group_4942	Multicluster rare	#E6550D
group_7191	Multicluster rare	#E6550D
group_4593	Multicluster rare	#E6550D
group_8731	Multicluster rare	#E6550D
group_1933	Multicluster rare	#E6550D
traI_2	Multicluster rare	#E6550D
group_1936	Multicluster rare	#E6550D
group_11472	Multicluster rare	#E6550D
group_11473	Multicluster rare	#E6550D
group_7200**	Multicluster rare	#E6550D
group_7041	Multicluster rare	#E6550D
group_11476	Multicluster rare	#E6550D
group_9734	Multicluster rare	#E6550D
group_4581	Multicluster rare	#E6550D
group_9768	Multicluster rare	#E6550D
group_3957	Multicluster rare	#E6550D
repA_2	Multicluster rare	#E6550D
group_3464*	Multicluster rare	#E6550D
group_7019	Multicluster rare	#E6550D
group_7020	Multicluster rare	#E6550D
group_3460	Multicluster rare	#E6550D
group_8654	Multicluster rare	#E6550D
group_11525	Multicluster rare	#E6550D
group_3944	Multicluster rare	#E6550D
group_7027	Multicluster rare	#E6550D
group_7267	Multicluster rare	#E6550D
group_9748	Multicluster rare	#E6550D
group_10812	Multicluster rare	#E6550D
group_4455	Multicluster rare	#E6550D
group_8844	Multicluster rare	#E6550D
group_2018	Multicluster rare	#E6550D
group_4060	Multicluster rare	#E6550D
group_3880	Multicluster rare	#E6550D
group_6616	Multicluster rare	#E6550D
group_7668	Multicluster rare	#E6550D
group_8733	Multicluster rare	#E6550D
group_8734	Multicluster rare	#E6550D
group_5683	Multicluster rare	#E6550D
group_2263	Multicluster rare	#E6550D
group_2575	Multicluster rare	#E6550D
group_8917	Multicluster rare	#E6550D
group_8042	Intermediate and rare	#EDF8E9
group_1242*	Intermediate and rare	#EDF8E9
group_7592	Multicluster rare	#E6550D
group_3519	Intermediate and rare	#EDF8E9
group_3252	Multicluster rare	#E6550D
group_8172	Intermediate and rare	#EDF8E9
group_8193*	Intermediate and rare	#EDF8E9
group_3273	Multicluster rare	#E6550D
group_2381	Multicluster rare	#E6550D
group_2143*	Intermediate and rare	#EDF8E9
group_7267*	Multicluster rare	#E6550D
group_3010	Intermediate and rare	#EDF8E9
group_3308	Intermediate and rare	#EDF8E9
group_3385	Intermediate and rare	#EDF8E9
group_609	Multicluster rare	#E6550D
group_2048	Multicluster rare	#E6550D
group_4405	Multicluster rare	#E6550D
group_2666	Multicluster rare	#E6550D
group_6594*	Intermediate and rare	#EDF8E9
group_1526	Multicluster rare	#E6550D
group_9933	Multicluster rare	#E6550D
group_4531	Multicluster rare	#E6550D
group_2023	Multicluster rare	#E6550D
group_9963	Multicluster rare	#E6550D
group_2889	Multicluster rare	#E6550D
repE	Multicluster rare	#E6550D
group_6551	Multicluster rare	#E6550D
dut_2	Intermediate and rare	#EDF8E9
ymoA*	Intermediate and rare	#EDF8E9
group_2666*	Multicluster rare	#E6550D
group_6941	Multicluster rare	#E6550D
group_5386*	Multicluster rare	#E6550D
group_3216*	Multicluster rare	#E6550D
group_10005	Multicluster rare	#E6550D
group_10030	Multicluster rare	#E6550D
group_6193*	Multicluster rare	#E6550D
catM_2	Multicluster rare	#E6550D
rdgC_2*	Multicluster rare	#E6550D
group_1862	10-24 varied	#74C476
group_6390	Multicluster rare	#E6550D
group_3664	Multicluster rare	#E6550D
group_12651	Multicluster rare	#E6550D
group_4402*	Multicluster rare	#E6550D
group_4242	Multicluster rare	#E6550D
group_3656*	Multicluster rare	#E6550D
group_2170	Intermediate and rare	#EDF8E9
dsbC_1	Multicluster rare	#E6550D
traC_3	Multicluster rare	#E6550D
group_7427	Multicluster rare	#E6550D
group_4695*	Multicluster rare	#E6550D
group_8121	Multicluster rare	#E6550D
pdeG_2	Multicluster rare	#E6550D
group_4698	Multicluster rare	#E6550D
group_12441	Multicluster rare	#E6550D
group_8117	Multicluster rare	#E6550D
group_10337	Multicluster rare	#E6550D
group_2446	Multicluster rare	#E6550D
group_7436*	Multicluster rare	#E6550D
cobS_1	Multicluster rare	#E6550D
group_7438*	Multicluster rare	#E6550D
group_11717	Multicluster rare	#E6550D
group_11661	Multicluster rare	#E6550D
group_4708	Multicluster rare	#E6550D
group_11714	Multicluster rare	#E6550D
group_12419	Multicluster rare	#E6550D
group_7444	Multicluster rare	#E6550D
group_11711	Multicluster rare	#E6550D
group_2459	Multicluster rare	#E6550D
group_11709*	Multicluster rare	#E6550D
ycbX_2	Multicluster rare	#E6550D
group_7449	Multicluster rare	#E6550D
group_2463	Multicluster rare	#E6550D
group_12411	Multicluster rare	#E6550D
group_8098	Multicluster rare	#E6550D
group_12409	Multicluster rare	#E6550D
group_11647	Multicluster rare	#E6550D
group_4722	Multicluster rare	#E6550D
yfbR_1	Multicluster rare	#E6550D
group_11693*	Multicluster rare	#E6550D
group_7464	Multicluster rare	#E6550D
group_11636	Multicluster rare	#E6550D
group_7466	Multicluster rare	#E6550D
group_11689*	Multicluster rare	#E6550D
group_7468	Multicluster rare	#E6550D
group_11632	Multicluster rare	#E6550D
group_8080	Multicluster rare	#E6550D
group_12390	Multicluster rare	#E6550D
group_5734	Multicluster rare	#E6550D
group_12385	Multicluster rare	#E6550D
group_11838	Multicluster rare	#E6550D
group_10414	Multicluster rare	#E6550D
group_12382	Multicluster rare	#E6550D
group_10416	Multicluster rare	#E6550D
group_10422	Multicluster rare	#E6550D
group_11823	Multicluster rare	#E6550D
group_11035	Intermediate and rare	#EDF8E9
group_5683*	Intermediate and rare	#EDF8E9
group_3994*	Intermediate and rare	#EDF8E9
group_7955	Multicluster rare	#E6550D
group_6733	Multicluster rare	#E6550D
group_4498	Multicluster rare	#E6550D
group_6290	Multicluster rare	#E6550D
group_6296	Multicluster rare	#E6550D
group_3613	Multicluster rare	#E6550D
group_6538	Multicluster rare	#E6550D
group_2193	Intermediate and rare	#EDF8E9
group_7087	Intermediate and rare	#EDF8E9
group_614	Multicluster rare	#E6550D
group_7138	Intermediate and rare	#EDF8E9
group_3664*	Intermediate and rare	#EDF8E9
group_9810	Intermediate and rare	#EDF8E9
group_3499	Multicluster rare	#E6550D
group_7403	Intermediate and rare	#EDF8E9
group_1641	Intermediate and rare	#EDF8E9
group_2686	Multicluster rare	#E6550D
group_7824	10-24 varied	#74C476
group_6645	Multicluster rare	#E6550D
group_3019	Multicluster rare	#E6550D
