group_8917*	Multicluster rare	#E6550D
group_1799	Multicluster rare	#E6550D
group_3025*	Multicluster rare	#E6550D
group_3664**	Multicluster rare	#E6550D
group_10256	Multicluster rare	#E6550D
group_4542	Multicluster rare	#E6550D
group_2622	10-24 varied	#74C476
group_4223*	Multicluster rare	#E6550D
group_6055*	Multicluster rare	#E6550D
group_3253*	Multicluster rare	#E6550D
group_3252*	Multicluster rare	#E6550D
group_1994*	Intermediate and rare	#EDF8E9
group_3461	Intermediate and rare	#EDF8E9
group_3404	Intermediate and rare	#EDF8E9
group_2011	Multicluster rare	#E6550D
group_2007	Multicluster rare	#E6550D
group_4419*	Multicluster rare	#E6550D
group_8249	Multicluster rare	#E6550D
group_9222	Multicluster rare	#E6550D
group_3542*	Multicluster rare	#E6550D
higA_3	Multicluster rare	#E6550D
virB	Multicluster rare	#E6550D
group_6359	Multicluster rare	#E6550D
group_4734*	Multicluster rare	#E6550D
korB	Multicluster rare	#E6550D
group_4452	Intermediate and rare	#EDF8E9
hin_3	Intermediate and rare	#EDF8E9
group_2459*	Multicluster rare	#E6550D
group_9334	Multicluster rare	#E6550D
group_8038	Multicluster rare	#E6550D
relE_1	Multicluster rare	#E6550D
group_3435	Multicluster rare	#E6550D
group_5802	Multicluster rare	#E6550D
group_9056	Intermediate and rare	#EDF8E9
group_2755*	Multicluster rare	#E6550D
group_7978	Multicluster rare	#E6550D
group_3642	Multicluster rare	#E6550D
group_4221	Multicluster rare	#E6550D
group_8948	Multicluster rare	#E6550D
group_6886	Multicluster rare	#E6550D
group_2757	Multicluster rare	#E6550D
group_4069	Multicluster rare	#E6550D
group_2759*	Multicluster rare	#E6550D
group_6720	10-24 varied	#74C476
group_5452	Multicluster rare	#E6550D
group_6171	Multicluster rare	#E6550D
group_4455*	Multicluster rare	#E6550D
group_1846	Multicluster rare	#E6550D
group_4970	Multicluster rare	#E6550D
group_2459**	Multicluster rare	#E6550D
group_5638	Multicluster rare	#E6550D
group_5957	Multicluster rare	#E6550D
group_4698*	Multicluster rare	#E6550D
group_3489	Multicluster rare	#E6550D
ydhC_1	Multicluster rare	#E6550D
group_7283*	Multicluster rare	#E6550D
group_2960	Multicluster rare	#E6550D
group_5348	Multicluster rare	#E6550D
group_5012	Multicluster rare	#E6550D
group_5904	Multicluster rare	#E6550D
group_4580	Multicluster rare	#E6550D
group_3990	Multicluster rare	#E6550D
ymoA**	Multicluster rare	#E6550D
group_1948*	Multicluster rare	#E6550D
group_7210	Multicluster rare	#E6550D
group_7053	Multicluster rare	#E6550D
group_1874	Multicluster rare	#E6550D
group_4570	Multicluster rare	#E6550D
group_4569	Multicluster rare	#E6550D
group_8708	Multicluster rare	#E6550D
group_3504	Multicluster rare	#E6550D
group_3979	Multicluster rare	#E6550D
group_7220	Multicluster rare	#E6550D
stbB_2	Multicluster rare	#E6550D
parM_3	Multicluster rare	#E6550D
group_4562	Multicluster rare	#E6550D
group_7225	Multicluster rare	#E6550D
group_1886	Multicluster rare	#E6550D
group_1887	Multicluster rare	#E6550D
group_7068	Multicluster rare	#E6550D
group_11507	Multicluster rare	#E6550D
group_3956	Multicluster rare	#E6550D
group_1911	Multicluster rare	#E6550D
group_1560	Multicluster rare	#E6550D
group_4419**	Multicluster rare	#E6550D
group_3240	Multicluster rare	#E6550D
group_5012*	Multicluster rare	#E6550D
group_2171	Multicluster rare	#E6550D
group_6505	Multicluster rare	#E6550D
group_2622*	Multicluster rare	#E6550D
group_7787	Multicluster rare	#E6550D
group_6896	Multicluster rare	#E6550D
group_10662	Multicluster rare	#E6550D
group_4283	Multicluster rare	#E6550D
group_4822	Multicluster rare	#E6550D
group_6485	Multicluster rare	#E6550D
group_2638	Multicluster rare	#E6550D
group_4185	Multicluster rare	#E6550D
group_10945	Multicluster rare	#E6550D
group_2639**	Multicluster rare	#E6550D
repB_2	Multicluster rare	#E6550D
group_4562*	Multicluster rare	#E6550D
group_2013	Multicluster rare	#E6550D
group_2007*	Multicluster rare	#E6550D
group_8813	Multicluster rare	#E6550D
group_8731*	Multicluster rare	#E6550D
group_2300	25-39 varied	#31A354
group_6837	Intermediate and rare	#EDF8E9
group_1862*	Intermediate and rare	#EDF8E9
group_768	Multicluster rare	#E6550D
group_2110	Multicluster rare	#E6550D
group_8098*	Multicluster rare	#E6550D
group_6668	Intermediate and rare	#EDF8E9
group_5429	Multicluster rare	#E6550D
group_2536*	Intermediate and rare	#EDF8E9
group_7290	Intermediate and rare	#EDF8E9
traI_1	Intermediate and rare	#EDF8E9
traD_1	Intermediate and rare	#EDF8E9
group_4034*	Intermediate and rare	#EDF8E9
group_4033	Intermediate and rare	#EDF8E9
group_8174	Intermediate and rare	#EDF8E9
group_7189*	Intermediate and rare	#EDF8E9
group_3506	Intermediate and rare	#EDF8E9
traC_1	Intermediate and rare	#EDF8E9
group_7198	Intermediate and rare	#EDF8E9
group_3382	Intermediate and rare	#EDF8E9
group_3385*	Multicluster rare	#E6550D
traM_1	Multicluster rare	#E6550D
group_9748*	Multicluster rare	#E6550D
group_5705	Multicluster rare	#E6550D
group_6300	Multicluster rare	#E6550D
group_10723	Multicluster rare	#E6550D
group_2686*	Multicluster rare	#E6550D
topB_2	Multicluster rare	#E6550D
yhcR_1	Intermediate and rare	#EDF8E9
group_9826	Multicluster rare	#E6550D
group_9149	Multicluster rare	#E6550D
group_2362*	Intermediate and rare	#EDF8E9
group_4665	Intermediate and rare	#EDF8E9
group_1531	Intermediate and rare	#EDF8E9
group_9137	Multicluster rare	#E6550D
group_11816*	Multicluster rare	#E6550D
group_9117	Multicluster rare	#E6550D
group_3957*	Multicluster rare	#E6550D
group_3893*	Intermediate and rare	#EDF8E9
group_2347	Intermediate and rare	#EDF8E9
group_443	Intermediate and rare	#EDF8E9
group_2544	Intermediate and rare	#EDF8E9
hsdR	Intermediate and rare	#EDF8E9
group_3257*	Intermediate and rare	#EDF8E9
group_4841	Multicluster rare	#E6550D
group_7741	Multicluster rare	#E6550D
group_7594	Multicluster rare	#E6550D
group_2374	Intermediate and rare	#EDF8E9
group_3025**	Intermediate and rare	#EDF8E9
group_3122	Intermediate and rare	#EDF8E9
group_3555	Intermediate and rare	#EDF8E9
group_5026	Multicluster rare	#E6550D
group_3297	Multicluster rare	#E6550D
group_4291	Intermediate and rare	#EDF8E9
group_9482	Multicluster rare	#E6550D
group_8131*	Multicluster rare	#E6550D
group_5748	Multicluster rare	#E6550D
group_4276	Intermediate and rare	#EDF8E9
group_2126	Multicluster rare	#E6550D
group_3055*	Intermediate and rare	#EDF8E9
group_11272	Multicluster rare	#E6550D
flmC_2	Intermediate and rare	#EDF8E9
group_7081	Multicluster rare	#E6550D
group_8329	Multicluster rare	#E6550D
group_5961	Multicluster rare	#E6550D
group_3257**	Multicluster rare	#E6550D
traS	Intermediate and rare	#EDF8E9
group_4398*	Multicluster rare	#E6550D
group_6399	Multicluster rare	#E6550D
group_4261*	10-24 varied	#74C476
group_8246	Multicluster rare	#E6550D
